"연령별","체류자격별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년",
"22세","총계","계","","13787","14173","13493","14933","16296","19102",
"22세","총계","남자","","7329","7623","7122","7734","8480","10100",
"22세","총계","여자","","6458","6550","6371","7199","7816","9002",
"22세","공무","계","","6","7","4","1","8","4",
"22세","공무","남자","","3","3","2","0","6","2",
"22세","공무","여자","","3","4","2","1","2","2",
"22세","사증면제","계","","446","1644","693","1169","3344","3954",
"22세","사증면제","남자","","224","846","329","574","1753","1978",
"22세","사증면제","여자","","222","798","364","595","1591","1976",
"22세","관광통과","계","","465","517","509","429","388","455",
"22세","관광통과","남자","","224","269","291","232","194","260",
"22세","관광통과","여자","","241","248","218","197","194","195",
"22세","단기방문","계","","1776","994","1191","788","843","1059",
"22세","단기방문","남자","","952","518","612","419","503","660",
"22세","단기방문","여자","","824","476","579","369","340","399",
"22세","단기취업","계","","2","4","6","6","8","4",
"22세","단기취업","남자","","1","3","0","5","6","3",
"22세","단기취업","여자","","1","1","6","1","2","1",
"22세","문화예술","계","","1","2","3","","2","4",
"22세","문화예술","남자","","1","2","1","","0","2",
"22세","문화예술","여자","","0","0","2","","2","2",
"22세","구직","계","","4","3","7","5","10","12",
"22세","구직","남자","","0","2","4","2","3","5",
"22세","구직","여자","","4","1","3","3","7","7",
"22세","유학","계","","2453","2505","2707","3130","3186","4131",
"22세","유학","남자","","972","925","944","1033","1096","1433",
"22세","유학","여자","","1481","1580","1763","2097","2090","2698",
"22세","기술연수","계","","114","79","106","57","43","37",
"22세","기술연수","남자","","60","43","58","40","27","27",
"22세","기술연수","여자","","54","36","48","17","16","10",
"22세","일반연수","계","","1294","1462","1687","2416","2670","2766",
"22세","일반연수","남자","","506","515","609","942","1270","1383",
"22세","일반연수","여자","","788","947","1078","1474","1400","1383",
"22세","종교","계","","26","16","23","24","14","15",
"22세","종교","남자","","5","4","7","6","4","7",
"22세","종교","여자","","21","12","16","18","10","8",
"22세","주재","계","","2","1","2","2","","5",
"22세","주재","남자","","2","1","2","2","","5",
"22세","주재","여자","","0","0","0","0","","0",
"22세","기업투자","계","","2","1","6","1","2","2",
"22세","기업투자","남자","","2","0","6","1","1","0",
"22세","기업투자","여자","","0","1","0","0","1","2",
"22세","무역경영","계","","6","5","4","","1","3",
"22세","무역경영","남자","","6","4","3","","0","2",
"22세","무역경영","여자","","0","1","1","","1","1",
"22세","교수","계","","1","","","","","",
"22세","교수","남자","","1","","","","","",
"22세","교수","여자","","0","","","","","",
"22세","선원","계","","137","214","146","131","115","217",
"22세","선원","남자","","137","214","146","131","115","217",
"22세","선원","여자","","0","0","0","0","0","0",
"22세","회화지도","계","","1102","803","717","739","645","674",
"22세","회화지도","남자","","352","229","196","190","149","126",
"22세","회화지도","여자","","750","574","521","549","496","548",
"22세","연구","계","","3","15","8","5","3","",
"22세","연구","남자","","1","13","8","4","3","",
"22세","연구","여자","","2","2","0","1","0","",
"22세","예술흥행","계","","193","190","176","130","74","68",
"22세","예술흥행","남자","","31","28","29","32","35","30",
"22세","예술흥행","여자","","162","162","147","98","39","38",
"22세","특정활동","계","","122","117","138","141","77","115",
"22세","특정활동","남자","","79","77","68","74","40","74",
"22세","특정활동","여자","","43","40","70","67","37","41",
"22세","비전문취업","계","","3740","3971","3812","4039","3230","3679",
"22세","비전문취업","남자","","3382","3545","3436","3626","2875","3345",
"22세","비전문취업","여자","","358","426","376","413","355","334",
"22세","방문동거","계","","93","73","56","112","113","95",
"22세","방문동거","남자","","29","28","25","24","22","24",
"22세","방문동거","여자","","64","45","31","88","91","71",
"22세","거주","계","","33","13","9","10","17","14",
"22세","거주","남자","","8","2","3","4","7","4",
"22세","거주","여자","","25","11","6","6","10","10",
"22세","동반","계","","42","43","41","56","49","73",
"22세","동반","남자","","0","3","2","4","0","2",
"22세","동반","여자","","42","40","39","52","49","71",
"22세","재외동포","계","","666","745","715","733","673","608",
"22세","재외동포","남자","","248","274","281","329","300","266",
"22세","재외동포","여자","","418","471","434","404","373","342",
"22세","영주","계","","98","70","59","36","34","17",
"22세","영주","남자","","64","47","33","20","19","9",
"22세","영주","여자","","34","23","26","16","15","8",
"22세","결혼이민","계","","850","569","551","605","534","558",
"22세","결혼이민","남자","","9","3","2","4","4","4",
"22세","결혼이민","여자","","841","566","549","601","530","554",
"22세","기타","계","","1","","2","10","20","12",
"22세","기타","남자","","1","","1","6","17","8",
"22세","기타","여자","","0","","1","4","3","4",
"22세","관광취업","계","","109","108","115","157","193","245",
"22세","관광취업","남자","","29","24","24","30","31","35",
"22세","관광취업","여자","","80","84","91","127","162","210",
"22세","방문취업","계","","","","","","","276",
"22세","방문취업","남자","","","","","","","189",
"22세","방문취업","여자","","","","","","","87",
"22세","관광상륙","계","","","2","","1","","",
"22세","관광상륙","남자","","","1","","0","","",
"22세","관광상륙","여자","","","1","","1","","",
"23세","총계","계","","14349","14386","13215","14480","15704","18583",
"23세","총계","남자","","7874","8048","7245","7983","8510","10297",
"23세","총계","여자","","6475","6338","5970","6497","7194","8286",
"23세","공무","계","","4","8","9","16","5","10",
"23세","공무","남자","","3","5","7","11","3","8",
"23세","공무","여자","","1","3","2","5","2","2",
"23세","사증면제","계","","442","1828","791","1334","3769","4278",
"23세","사증면제","남자","","202","946","356","647","1997","2201",
"23세","사증면제","여자","","240","882","435","687","1772","2077",
"23세","관광통과","계","","468","479","585","490","429","466",
"23세","관광통과","남자","","254","273","341","278","235","275",
"23세","관광통과","여자","","214","206","244","212","194","191",
"23세","일시취재","계","","","","1","","1","1",
"23세","일시취재","남자","","","","1","","1","1",
"23세","일시취재","여자","","","","0","","0","0",
"23세","단기방문","계","","2228","1149","1436","926","887","1278",
"23세","단기방문","남자","","1216","640","764","504","492","796",
"23세","단기방문","여자","","1012","509","672","422","395","482",
"23세","단기취업","계","","2","3","11","12","7","11",
"23세","단기취업","남자","","2","0","7","10","5","9",
"23세","단기취업","여자","","0","3","4","2","2","2",
"23세","문화예술","계","","","1","3","6","4","6",
"23세","문화예술","남자","","","0","1","2","0","4",
"23세","문화예술","여자","","","1","2","4","4","2",
"23세","구직","계","","13","14","8","9","9","16",
"23세","구직","남자","","8","4","4","2","4","4",
"23세","구직","여자","","5","10","4","7","5","12",
"23세","유학","계","","1882","1826","1728","2101","2175","3054",
"23세","유학","남자","","863","834","735","924","947","1292",
"23세","유학","여자","","1019","992","993","1177","1228","1762",
"23세","기술연수","계","","131","91","103","67","61","33",
"23세","기술연수","남자","","83","53","78","36","45","23",
"23세","기술연수","여자","","48","38","25","31","16","10",
"23세","일반연수","계","","1078","1185","1254","1954","2122","2298",
"23세","일반연수","남자","","416","430","470","816","1051","1153",
"23세","일반연수","여자","","662","755","784","1138","1071","1145",
"23세","종교","계","","26","12","14","27","19","24",
"23세","종교","남자","","6","5","6","7","9","7",
"23세","종교","여자","","20","7","8","20","10","17",
"23세","주재","계","","4","2","4","3","3","8",
"23세","주재","남자","","3","2","4","3","3","7",
"23세","주재","여자","","1","0","0","0","0","1",
"23세","기업투자","계","","7","3","2","2","2","3",
"23세","기업투자","남자","","7","3","2","2","2","3",
"23세","기업투자","여자","","0","0","0","0","0","0",
"23세","무역경영","계","","7","17","10","2","6","3",
"23세","무역경영","남자","","6","16","9","2","2","2",
"23세","무역경영","여자","","1","1","1","0","4","1",
"23세","교수","계","","1","","","","","",
"23세","교수","남자","","0","","","","","",
"23세","교수","여자","","1","","","","","",
"23세","선원","계","","168","178","171","124","164","215",
"23세","선원","남자","","168","178","171","124","163","215",
"23세","선원","여자","","0","0","0","0","1","0",
"23세","회화지도","계","","1373","1212","981","996","851","886",
"23세","회화지도","남자","","477","406","275","283","217","207",
"23세","회화지도","여자","","896","806","706","713","634","679",
"23세","연구","계","","8","5","3","7","5","4",
"23세","연구","남자","","4","2","2","3","1","2",
"23세","연구","여자","","4","3","1","4","4","2",
"23세","기술지도","계","","","","1","","","",
"23세","기술지도","남자","","","","1","","","",
"23세","기술지도","여자","","","","0","","","",
"23세","전문직업","계","","1","","","","","",
"23세","전문직업","남자","","1","","","","","",
"23세","전문직업","여자","","0","","","","","",
"23세","예술흥행","계","","191","213","173","109","70","56",
"23세","예술흥행","남자","","45","41","29","26","25","19",
"23세","예술흥행","여자","","146","172","144","83","45","37",
"23세","특정활동","계","","158","156","142","176","100","130",
"23세","특정활동","남자","","103","96","76","99","46","75",
"23세","특정활동","여자","","55","60","66","77","54","55",
"23세","비전문취업","계","","3865","3892","3713","4106","3089","3675",
"23세","비전문취업","남자","","3461","3540","3338","3657","2763","3331",
"23세","비전문취업","여자","","404","352","375","449","326","344",
"23세","방문동거","계","","82","79","58","122","161","119",
"23세","방문동거","남자","","42","27","22","38","43","21",
"23세","방문동거","여자","","40","52","36","84","118","98",
"23세","거주","계","","55","23","16","17","8","8",
"23세","거주","남자","","12","2","3","7","1","2",
"23세","거주","여자","","43","21","13","10","7","6",
"23세","동반","계","","79","72","68","69","88","90",
"23세","동반","남자","","2","0","3","2","7","4",
"23세","동반","여자","","77","72","65","67","81","86",
"23세","재외동포","계","","981","1120","1153","1011","857","781",
"23세","재외동포","남자","","370","443","464","440","381","354",
"23세","재외동포","여자","","611","677","689","571","476","427",
"23세","영주","계","","133","101","59","35","43","21",
"23세","영주","남자","","84","63","37","20","23","14",
"23세","영주","여자","","49","38","22","15","20","7",
"23세","결혼이민","계","","855","573","573","606","554","536",
"23세","결혼이민","남자","","9","5","6","4","6","12",
"23세","결혼이민","여자","","846","568","567","602","548","524",
"23세","기타","계","","","2","3","4","10","11",
"23세","기타","남자","","","1","2","2","6","7",
"23세","기타","여자","","","1","1","2","4","4",
"23세","관광취업","계","","104","137","142","146","205","289",
"23세","관광취업","남자","","25","30","31","31","32","55",
"23세","관광취업","여자","","79","107","111","115","173","234",
"23세","방문취업","계","","1","1","","","","273",
"23세","방문취업","남자","","0","0","","","","194",
"23세","방문취업","여자","","1","1","","","","79",
"23세","관광상륙","계","","2","4","","3","","",
"23세","관광상륙","남자","","2","3","","3","","",
"23세","관광상륙","여자","","0","1","","0","","",
"24세","총계","계","","13303","13872","12388","13181","14931","17263",
"24세","총계","남자","","7660","8072","7078","7540","8483","9868",
"24세","총계","여자","","5643","5800","5310","5641","6448","7395",
"24세","공무","계","","12","14","7","19","14","20",
"24세","공무","남자","","9","8","6","15","8","15",
"24세","공무","여자","","3","6","1","4","6","5",
"24세","사증면제","계","","491","1881","857","1443","3862","4548",
"24세","사증면제","남자","","204","957","350","644","2031","2299",
"24세","사증면제","여자","","287","924","507","799","1831","2249",
"24세","관광통과","계","","469","563","597","499","489","555",
"24세","관광통과","남자","","245","346","374","277","280","315",
"24세","관광통과","여자","","224","217","223","222","209","240",
"24세","일시취재","계","","1","","","","","",
"24세","일시취재","남자","","0","","","","","",
"24세","일시취재","여자","","1","","","","","",
"24세","단기방문","계","","2311","1263","1585","1006","987","1330",
"24세","단기방문","남자","","1288","675","874","547","539","850",
"24세","단기방문","여자","","1023","588","711","459","448","480",
"24세","단기취업","계","","2","4","5","16","18","9",
"24세","단기취업","남자","","1","3","1","14","12","6",
"24세","단기취업","여자","","1","1","4","2","6","3",
"24세","문화예술","계","","1","3","6","5","10","1",
"24세","문화예술","남자","","1","1","1","2","4","0",
"24세","문화예술","여자","","0","2","5","3","6","1",
"24세","구직","계","","19","21","13","19","17","36",
"24세","구직","남자","","9","9","5","7","4","10",
"24세","구직","여자","","10","12","8","12","13","26",
"24세","유학","계","","1267","1231","1216","1374","1476","2114",
"24세","유학","남자","","641","610","584","639","714","998",
"24세","유학","여자","","626","621","632","735","762","1116",
"24세","기술연수","계","","138","132","114","92","53","38",
"24세","기술연수","남자","","86","80","77","75","30","25",
"24세","기술연수","여자","","52","52","37","17","23","13",
"24세","일반연수","계","","781","911","890","1287","1504","1598",
"24세","일반연수","남자","","332","336","365","597","756","776",
"24세","일반연수","여자","","449","575","525","690","748","822",
"24세","종교","계","","19","21","11","12","17","18",
"24세","종교","남자","","8","5","3","0","8","3",
"24세","종교","여자","","11","16","8","12","9","15",
"24세","주재","계","","15","14","4","7","8","5",
"24세","주재","남자","","12","12","4","5","5","4",
"24세","주재","여자","","3","2","0","2","3","1",
"24세","기업투자","계","","4","10","4","2","6","7",
"24세","기업투자","남자","","4","9","3","1","5","6",
"24세","기업투자","여자","","0","1","1","1","1","1",
"24세","무역경영","계","","24","25","14","8","11","5",
"24세","무역경영","남자","","23","22","13","6","8","4",
"24세","무역경영","여자","","1","3","1","2","3","1",
"24세","교수","계","","1","5","","","","1",
"24세","교수","남자","","1","0","","","","0",
"24세","교수","여자","","0","5","","","","1",
"24세","선원","계","","157","194","131","121","183","205",
"24세","선원","남자","","157","194","131","121","182","205",
"24세","선원","여자","","0","0","0","0","1","0",
"24세","회화지도","계","","1216","1002","939","905","825","752",
"24세","회화지도","남자","","466","361","305","313","243","211",
"24세","회화지도","여자","","750","641","634","592","582","541",
"24세","연구","계","","13","8","7","14","6","3",
"24세","연구","남자","","8","6","4","14","3","3",
"24세","연구","여자","","5","2","3","0","3","0",
"24세","기술지도","계","","1","","","","","",
"24세","기술지도","남자","","1","","","","","",
"24세","기술지도","여자","","0","","","","","",
"24세","전문직업","계","","","","1","1","1","",
"24세","전문직업","남자","","","","1","1","1","",
"24세","전문직업","여자","","","","0","0","0","",
"24세","예술흥행","계","","181","199","157","111","89","70",
"24세","예술흥행","남자","","37","44","25","27","28","29",
"24세","예술흥행","여자","","144","155","132","84","61","41",
"24세","특정활동","계","","176","196","179","180","104","121",
"24세","특정활동","남자","","114","133","106","92","53","73",
"24세","특정활동","여자","","62","63","73","88","51","48",
"24세","비전문취업","계","","3828","4100","3601","3994","3395","3671",
"24세","비전문취업","남자","","3423","3660","3243","3561","3020","3329",
"24세","비전문취업","여자","","405","440","358","433","375","342",
"24세","방문동거","계","","86","80","80","140","137","158",
"24세","방문동거","남자","","31","33","33","41","35","51",
"24세","방문동거","여자","","55","47","47","99","102","107",
"24세","거주","계","","66","40","26","17","15","8",
"24세","거주","남자","","13","8","3","1","4","1",
"24세","거주","여자","","53","32","23","16","11","7",
"24세","동반","계","","93","100","95","100","92","125",
"24세","동반","남자","","8","3","4","5","10","8",
"24세","동반","여자","","85","97","91","95","82","117",
"24세","재외동포","계","","907","1047","1026","1066","839","768",
"24세","재외동포","남자","","413","455","456","453","413","377",
"24세","재외동포","여자","","494","592","570","613","426","391",
"24세","영주","계","","142","116","92","54","36","33",
"24세","영주","남자","","79","62","57","36","20","18",
"24세","영주","여자","","63","54","35","18","16","15",
"24세","결혼이민","계","","759","552","597","528","518","528",
"24세","결혼이민","남자","","15","8","19","10","10","17",
"24세","결혼이민","여자","","744","544","578","518","508","511",
"24세","기타","계","","1","3","4","7","19","10",
"24세","기타","남자","","0","2","4","5","16","4",
"24세","기타","여자","","1","1","0","2","3","6",
"24세","관광취업","계","","122","136","129","149","200","232",
"24세","관광취업","남자","","31","29","26","28","41","40",
"24세","관광취업","여자","","91","107","103","121","159","192",
"24세","방문취업","계","","","","","","","294",
"24세","방문취업","남자","","","","","","","191",
"24세","방문취업","여자","","","","","","","103",
"24세","관광상륙","계","","","1","1","5","","",
"24세","관광상륙","남자","","","1","1","3","","",
"24세","관광상륙","여자","","","0","0","2","","",
"25세","총계","계","","14713","14954","15042","14934","15737","17242",
"25세","총계","남자","","8883","9266","9086","8969","9374","10292",
"25세","총계","여자","","5830","5688","5956","5965","6363","6950",
"25세","공무","계","","10","19","7","19","12","20",
"25세","공무","남자","","6","17","2","15","7","14",
"25세","공무","여자","","4","2","5","4","5","6",
"25세","사증면제","계","","468","1802","889","1573","3894","4510",
"25세","사증면제","남자","","205","970","400","698","1945","2259",
"25세","사증면제","여자","","263","832","489","875","1949","2251",
"25세","관광통과","계","","438","494","706","560","501","604",
"25세","관광통과","남자","","232","283","446","330","308","346",
"25세","관광통과","여자","","206","211","260","230","193","258",
"25세","일시취재","계","","","","1","","","",
"25세","일시취재","남자","","","","1","","","",
"25세","일시취재","여자","","","","0","","","",
"25세","단기방문","계","","3838","2521","3529","2163","1759","1731",
"25세","단기방문","남자","","2298","1549","2159","1350","1082","1142",
"25세","단기방문","여자","","1540","972","1370","813","677","589",
"25세","단기취업","계","","4","2","13","12","15","4",
"25세","단기취업","남자","","2","1","10","11","5","1",
"25세","단기취업","여자","","2","1","3","1","10","3",
"25세","문화예술","계","","1","1","9","9","8","4",
"25세","문화예술","남자","","0","1","4","6","4","1",
"25세","문화예술","여자","","1","0","5","3","4","3",
"25세","구직","계","","22","38","25","37","17","28",
"25세","구직","남자","","5","16","10","11","6","8",
"25세","구직","여자","","17","22","15","26","11","20",
"25세","유학","계","","851","805","905","957","1003","1330",
"25세","유학","남자","","470","410","429","507","549","641",
"25세","유학","여자","","381","395","476","450","454","689",
"25세","기술연수","계","","136","117","111","110","141","69",
"25세","기술연수","남자","","85","95","80","81","116","52",
"25세","기술연수","여자","","51","22","31","29","25","17",
"25세","일반연수","계","","509","581","646","863","1089","1136",
"25세","일반연수","남자","","194","233","226","364","556","589",
"25세","일반연수","여자","","315","348","420","499","533","547",
"25세","취재","계","","","","","","1","",
"25세","취재","남자","","","","","","1","",
"25세","취재","여자","","","","","","0","",
"25세","종교","계","","19","10","11","10","13","17",
"25세","종교","남자","","7","1","3","4","7","4",
"25세","종교","여자","","12","9","8","6","6","13",
"25세","주재","계","","14","16","15","15","8","12",
"25세","주재","남자","","12","12","11","13","5","9",
"25세","주재","여자","","2","4","4","2","3","3",
"25세","기업투자","계","","14","9","8","13","4","4",
"25세","기업투자","남자","","12","9","7","12","3","3",
"25세","기업투자","여자","","2","0","1","1","1","1",
"25세","무역경영","계","","19","24","22","14","4","10",
"25세","무역경영","남자","","18","23","20","13","4","8",
"25세","무역경영","여자","","1","1","2","1","0","2",
"25세","교수","계","","2","5","2","","2","",
"25세","교수","남자","","0","1","1","","2","",
"25세","교수","여자","","2","4","1","","0","",
"25세","선원","계","","185","207","172","131","189","245",
"25세","선원","남자","","185","207","172","131","188","245",
"25세","선원","여자","","0","0","0","0","1","0",
"25세","회화지도","계","","987","848","751","737","672","606",
"25세","회화지도","남자","","436","335","288","249","256","186",
"25세","회화지도","여자","","551","513","463","488","416","420",
"25세","연구","계","","22","18","8","18","4","7",
"25세","연구","남자","","16","13","4","11","2","6",
"25세","연구","여자","","6","5","4","7","2","1",
"25세","기술지도","계","","1","","1","","1","",
"25세","기술지도","남자","","1","","1","","1","",
"25세","기술지도","여자","","0","","0","","0","",
"25세","전문직업","계","","","","","1","","",
"25세","전문직업","남자","","","","","1","","",
"25세","전문직업","여자","","","","","0","","",
"25세","예술흥행","계","","184","196","161","112","68","84",
"25세","예술흥행","남자","","39","44","22","28","21","32",
"25세","예술흥행","여자","","145","152","139","84","47","52",
"25세","특정활동","계","","209","195","243","219","143","139",
"25세","특정활동","남자","","137","133","143","116","83","75",
"25세","특정활동","여자","","72","62","100","103","60","64",
"25세","비전문취업","계","","4013","4082","3758","4322","3515","4102",
"25세","비전문취업","남자","","3566","3694","3377","3816","3133","3722",
"25세","비전문취업","여자","","447","388","381","506","382","380",
"25세","방문동거","계","","65","91","97","170","188","137",
"25세","방문동거","남자","","20","26","29","52","60","41",
"25세","방문동거","여자","","45","65","68","118","128","96",
"25세","거주","계","","82","41","45","21","19","25",
"25세","거주","남자","","19","6","4","1","5","3",
"25세","거주","여자","","63","35","41","20","14","22",
"25세","동반","계","","112","133","121","124","117","145",
"25세","동반","남자","","5","4","6","3","3","9",
"25세","동반","여자","","107","129","115","121","114","136",
"25세","재외동포","계","","882","863","969","1086","873","746",
"25세","재외동포","남자","","394","394","460","542","458","396",
"25세","재외동포","여자","","488","469","509","544","415","350",
"25세","영주","계","","139","133","118","81","59","48",
"25세","영주","남자","","74","79","64","47","34","28",
"25세","영주","여자","","65","54","54","34","25","20",
"25세","결혼이민","계","","775","572","550","623","549","604",
"25세","결혼이민","남자","","32","20","14","18","16","18",
"25세","결혼이민","여자","","743","552","536","605","533","586",
"25세","기타","계","","2","3","11","10","16","12",
"25세","기타","남자","","1","3","7","8","13","5",
"25세","기타","여자","","1","0","4","2","3","7",
"25세","관광취업","계","","107","148","141","153","169","244",
"25세","관광취업","남자","","16","38","23","32","33","43",
"25세","관광취업","여자","","91","110","118","121","136","201",
"25세","방문취업","계","","603","977","993","766","682","619",
"25세","방문취업","남자","","396","649","661","496","467","406",
"25세","방문취업","여자","","207","328","332","270","215","213",
"25세","관광상륙","계","","","3","4","5","2","",
"25세","관광상륙","남자","","","0","2","3","1","",
"25세","관광상륙","여자","","","3","2","2","1","",
"26세","총계","계","","15696","15209","13168","13941","15195","16086",
"26세","총계","남자","","9526","9342","7897","8469","8967","9521",
"26세","총계","여자","","6170","5867","5271","5472","6228","6565",
"26세","공무","계","","7","20","7","19","14","19",
"26세","공무","남자","","3","16","3","12","6","13",
"26세","공무","여자","","4","4","4","7","8","6",
"26세","사증면제","계","","507","1792","831","1544","4050","4563",
"26세","사증면제","남자","","200","939","363","697","2019","2157",
"26세","사증면제","여자","","307","853","468","847","2031","2406",
"26세","관광통과","계","","413","568","675","602","567","683",
"26세","관광통과","남자","","249","323","414","388","355","431",
"26세","관광통과","여자","","164","245","261","214","212","252",
"26세","일시취재","계","","","","1","","","",
"26세","일시취재","남자","","","","1","","","",
"26세","일시취재","여자","","","","0","","","",
"26세","단기방문","계","","3947","2071","2623","1743","1512","1500",
"26세","단기방문","남자","","2342","1230","1453","1016","891","916",
"26세","단기방문","여자","","1605","841","1170","727","621","584",
"26세","단기취업","계","","3","4","7","12","18","9",
"26세","단기취업","남자","","2","4","6","11","11","6",
"26세","단기취업","여자","","1","0","1","1","7","3",
"26세","문화예술","계","","1","4","7","7","13","5",
"26세","문화예술","남자","","0","1","4","3","7","3",
"26세","문화예술","여자","","1","3","3","4","6","2",
"26세","구직","계","","37","30","33","33","29","35",
"26세","구직","남자","","12","9","12","10","10","14",
"26세","구직","여자","","25","21","21","23","19","21",
"26세","유학","계","","581","630","666","713","730","911",
"26세","유학","남자","","323","341","380","376","415","496",
"26세","유학","여자","","258","289","286","337","315","415",
"26세","기술연수","계","","120","108","122","101","107","88",
"26세","기술연수","남자","","80","80","85","71","77","74",
"26세","기술연수","여자","","40","28","37","30","30","14",
"26세","일반연수","계","","391","413","486","626","849","751",
"26세","일반연수","남자","","147","163","200","264","402","362",
"26세","일반연수","여자","","244","250","286","362","447","389",
"26세","취재","계","","2","","","","","1",
"26세","취재","남자","","1","","","","","0",
"26세","취재","여자","","1","","","","","1",
"26세","종교","계","","12","18","14","18","24","10",
"26세","종교","남자","","4","8","8","5","9","5",
"26세","종교","여자","","8","10","6","13","15","5",
"26세","주재","계","","19","22","18","24","17","13",
"26세","주재","남자","","17","19","14","22","13","11",
"26세","주재","여자","","2","3","4","2","4","2",
"26세","기업투자","계","","18","12","16","7","12","7",
"26세","기업투자","남자","","14","8","14","5","9","5",
"26세","기업투자","여자","","4","4","2","2","3","2",
"26세","무역경영","계","","38","25","21","28","8","8",
"26세","무역경영","남자","","32","20","19","25","7","6",
"26세","무역경영","여자","","6","5","2","3","1","2",
"26세","교수","계","","8","4","4","2","2","2",
"26세","교수","남자","","3","0","2","1","1","1",
"26세","교수","여자","","5","4","2","1","1","1",
"26세","선원","계","","182","210","160","140","176","245",
"26세","선원","남자","","182","210","160","140","176","245",
"26세","선원","여자","","0","0","0","0","0","0",
"26세","회화지도","계","","817","637","567","621","565","539",
"26세","회화지도","남자","","367","306","236","232","195","166",
"26세","회화지도","여자","","450","331","331","389","370","373",
"26세","연구","계","","34","17","19","15","18","11",
"26세","연구","남자","","28","13","14","12","15","6",
"26세","연구","여자","","6","4","5","3","3","5",
"26세","기술지도","계","","2","","","","","",
"26세","기술지도","남자","","2","","","","","",
"26세","기술지도","여자","","0","","","","","",
"26세","전문직업","계","","2","","2","1","","",
"26세","전문직업","남자","","2","","2","1","","",
"26세","전문직업","여자","","0","","0","0","","",
"26세","예술흥행","계","","147","162","135","111","64","72",
"26세","예술흥행","남자","","34","34","26","30","27","28",
"26세","예술흥행","여자","","113","128","109","81","37","44",
"26세","특정활동","계","","215","215","249","236","174","174",
"26세","특정활동","남자","","150","144","161","130","122","99",
"26세","특정활동","여자","","65","71","88","106","52","75",
"26세","비전문취업","계","","3631","3938","3436","4367","3568","3911",
"26세","비전문취업","남자","","3281","3539","3079","3871","3181","3574",
"26세","비전문취업","여자","","350","399","357","496","387","337",
"26세","방문동거","계","","67","77","119","241","196","184",
"26세","방문동거","남자","","35","17","27","60","70","60",
"26세","방문동거","여자","","32","60","92","181","126","124",
"26세","거주","계","","111","61","32","39","40","32",
"26세","거주","남자","","20","8","7","5","11","8",
"26세","거주","여자","","91","53","25","34","29","24",
"26세","동반","계","","148","142","158","153","136","175",
"26세","동반","남자","","7","8","9","9","11","15",
"26세","동반","여자","","141","134","149","144","125","160",
"26세","재외동포","계","","735","731","862","1014","916","805",
"26세","재외동포","남자","","342","331","428","533","475","405",
"26세","재외동포","여자","","393","400","434","481","441","400",
"26세","영주","계","","142","161","131","122","92","79",
"26세","영주","남자","","82","91","74","79","50","45",
"26세","영주","여자","","60","70","57","43","42","34",
"26세","결혼이민","계","","782","603","568","586","528","554",
"26세","결혼이민","남자","","42","36","35","36","34","26",
"26세","결혼이민","여자","","740","567","533","550","494","528",
"26세","기타","계","","3","3","12","16","13","21",
"26세","기타","남자","","1","1","12","14","8","13",
"26세","기타","여자","","2","2","0","2","5","8",
"26세","관광취업","계","","130","122","143","156","194","228",
"26세","관광취업","남자","","20","34","32","33","36","45",
"26세","관광취업","여자","","110","88","111","123","158","183",
"26세","방문취업","계","","2444","2408","1039","629","560","451",
"26세","방문취업","남자","","1502","1408","612","373","322","286",
"26세","방문취업","여자","","942","1000","427","256","238","165",
"26세","관광상륙","계","","","1","5","15","3","",
"26세","관광상륙","남자","","","1","5","5","2","",
"26세","관광상륙","여자","","","0","0","10","1","",
"27세","총계","계","","13774","13519","11825","13272","14843","15591",
"27세","총계","남자","","8562","8377","7092","8236","8855","9267",
"27세","총계","여자","","5212","5142","4733","5036","5988","6324",
"27세","공무","계","","14","14","10","18","12","19",
"27세","공무","남자","","8","12","5","11","8","10",
"27세","공무","여자","","6","2","5","7","4","9",
"27세","사증면제","계","","499","1864","862","1474","3924","4454",
"27세","사증면제","남자","","235","948","352","709","1912","2070",
"27세","사증면제","여자","","264","916","510","765","2012","2384",
"27세","관광통과","계","","415","531","702","561","676","823",
"27세","관광통과","남자","","242","318","430","329","425","529",
"27세","관광통과","여자","","173","213","272","232","251","294",
"27세","단기방문","계","","2790","1450","1892","1768","1703","1561",
"27세","단기방문","남자","","1647","844","1040","1025","1030","975",
"27세","단기방문","여자","","1143","606","852","743","673","586",
"27세","단기취업","계","","7","6","5","18","9","6",
"27세","단기취업","남자","","6","4","2","14","4","3",
"27세","단기취업","여자","","1","2","3","4","5","3",
"27세","문화예술","계","","1","2","6","1","8","3",
"27세","문화예술","남자","","0","0","2","0","4","2",
"27세","문화예술","여자","","1","2","4","1","4","1",
"27세","구직","계","","32","20","23","38","25","28",
"27세","구직","남자","","7","10","8","14","7","7",
"27세","구직","여자","","25","10","15","24","18","21",
"27세","유학","계","","386","503","438","513","580","740",
"27세","유학","남자","","231","294","254","278","332","388",
"27세","유학","여자","","155","209","184","235","248","352",
"27세","기술연수","계","","95","84","129","107","103","76",
"27세","기술연수","남자","","70","57","87","75","83","60",
"27세","기술연수","여자","","25","27","42","32","20","16",
"27세","일반연수","계","","270","340","361","432","602","492",
"27세","일반연수","남자","","108","131","123","171","278","242",
"27세","일반연수","여자","","162","209","238","261","324","250",
"27세","종교","계","","10","7","7","12","14","7",
"27세","종교","남자","","4","4","5","6","8","3",
