"연령별","체류자격별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년",
"59세","회화지도","남자","","1","0","0","0","3","2",
"59세","회화지도","여자","","2","1","1","1","0","2",
"59세","연구","계","","4","2","","3","1","1",
"59세","연구","남자","","4","1","","2","1","1",
"59세","연구","여자","","0","1","","1","0","0",
"59세","기술지도","계","","2","","","","","",
"59세","기술지도","남자","","2","","","","","",
"59세","기술지도","여자","","0","","","","","",
"59세","전문직업","계","","1","2","4","5","","2",
"59세","전문직업","남자","","1","2","4","5","","2",
"59세","전문직업","여자","","0","0","0","0","","0",
"59세","예술흥행","계","","1","1","2","2","2","",
"59세","예술흥행","남자","","0","1","2","2","2","",
"59세","예술흥행","여자","","1","0","0","0","0","",
"59세","특정활동","계","","11","5","6","8","9","7",
"59세","특정활동","남자","","8","4","4","7","7","4",
"59세","특정활동","여자","","3","1","2","1","2","3",
"59세","방문동거","계","","129","272","331","406","420","375",
"59세","방문동거","남자","","39","97","124","160","151","144",
"59세","방문동거","여자","","90","175","207","246","269","231",
"59세","거주","계","","27","23","22","22","28","21",
"59세","거주","남자","","16","8","10","15","12","9",
"59세","거주","여자","","11","15","12","7","16","12",
"59세","동반","계","","12","9","9","7","6","3",
"59세","동반","남자","","0","0","0","1","1","0",
"59세","동반","여자","","12","9","9","6","5","3",
"59세","재외동포","계","","350","483","504","630","645","611",
"59세","재외동포","남자","","151","222","219","273","275","264",
"59세","재외동포","여자","","199","261","285","357","370","347",
"59세","영주","계","","82","87","107","127","140","118",
"59세","영주","남자","","36","38","42","47","46","42",
"59세","영주","여자","","46","49","65","80","94","76",
"59세","결혼이민","계","","37","40","35","24","43","37",
"59세","결혼이민","남자","","14","19","12","12","18","18",
"59세","결혼이민","여자","","23","21","23","12","25","19",
"59세","기타","계","","1","","1","","2","2",
"59세","기타","남자","","1","","0","","1","1",
"59세","기타","여자","","0","","1","","1","1",
"59세","방문취업","계","","1033","2530","1947","1601","1941","1801",
"59세","방문취업","남자","","488","1296","963","750","983","859",
"59세","방문취업","여자","","545","1234","984","851","958","942",
"59세","관광상륙","계","","","2","","1","","",
"59세","관광상륙","남자","","","0","","0","","",
"59세","관광상륙","여자","","","2","","1","","",
"60세","총계","계","","4218","6182","6017","5227","5339","5436",
"60세","총계","남자","","2056","3040","3049","2643","2635","2736",
"60세","총계","여자","","2162","3142","2968","2584","2704","2700",
"60세","공무","계","","1","4","9","4","11","6",
"60세","공무","남자","","1","3","3","1","7","4",
"60세","공무","여자","","0","1","6","3","4","2",
"60세","사증면제","계","","25","42","27","48","82","60",
"60세","사증면제","남자","","10","27","11","15","37","35",
"60세","사증면제","여자","","15","15","16","33","45","25",
"60세","관광통과","계","","144","143","156","171","113","143",
"60세","관광통과","남자","","62","72","67","84","61","68",
"60세","관광통과","여자","","82","71","89","87","52","75",
"60세","단기방문","계","","835","929","824","908","810","813",
"60세","단기방문","남자","","358","412","366","429","371","361",
"60세","단기방문","여자","","477","517","458","479","439","452",
"60세","단기취업","계","","","","","","1","",
"60세","단기취업","남자","","","","","","1","",
"60세","단기취업","여자","","","","","","0","",
"60세","문화예술","계","","","","","","","1",
"60세","문화예술","남자","","","","","","","0",
"60세","문화예술","여자","","","","","","","1",
"60세","일반연수","계","","1","","","2","","",
"60세","일반연수","남자","","1","","","2","","",
"60세","일반연수","여자","","0","","","0","","",
"60세","종교","계","","4","2","4","4","1","3",
"60세","종교","남자","","2","0","3","2","1","2",
"60세","종교","여자","","2","2","1","2","0","1",
"60세","주재","계","","3","4","1","4","1","1",
"60세","주재","남자","","3","4","1","4","1","1",
"60세","주재","여자","","0","0","0","0","0","0",
"60세","기업투자","계","","5","5","1","4","5","6",
"60세","기업투자","남자","","5","3","1","4","4","6",
"60세","기업투자","여자","","0","2","0","0","1","0",
"60세","무역경영","계","","18","24","18","12","7","13",
"60세","무역경영","남자","","18","24","17","12","7","13",
"60세","무역경영","여자","","0","0","1","0","0","0",
"60세","교수","계","","6","7","5","3","1","4",
"60세","교수","남자","","5","4","4","2","1","4",
"60세","교수","여자","","1","3","1","1","0","0",
"60세","회화지도","계","","4","","2","1","2","1",
"60세","회화지도","남자","","3","","1","1","0","1",
"60세","회화지도","여자","","1","","1","0","2","0",
"60세","연구","계","","5","1","2","1","2","3",
"60세","연구","남자","","5","1","2","1","2","3",
"60세","연구","여자","","0","0","0","0","0","0",
"60세","기술지도","계","","1","2","","1","1","",
"60세","기술지도","남자","","1","1","","1","1","",
"60세","기술지도","여자","","0","1","","0","0","",
"60세","전문직업","계","","1","","","8","4","",
"60세","전문직업","남자","","1","","","8","4","",
"60세","전문직업","여자","","0","","","0","0","",
"60세","예술흥행","계","","1","5","","2","2","1",
"60세","예술흥행","남자","","0","2","","2","2","1",
"60세","예술흥행","여자","","1","3","","0","0","0",
"60세","특정활동","계","","13","10","6","4","6","9",
"60세","특정활동","남자","","11","7","4","2","4","6",
"60세","특정활동","여자","","2","3","2","2","2","3",
"60세","방문동거","계","","102","206","281","377","377","371",
"60세","방문동거","남자","","33","71","124","154","158","155",
"60세","방문동거","여자","","69","135","157","223","219","216",
"60세","거주","계","","32","22","21","25","26","28",
"60세","거주","남자","","19","12","11","11","15","14",
"60세","거주","여자","","13","10","10","14","11","14",
"60세","동반","계","","17","9","10","12","4","7",
"60세","동반","남자","","1","0","0","2","1","0",
"60세","동반","여자","","16","9","10","10","3","7",
"60세","재외동포","계","","1905","3288","3231","2534","2780","2848",
"60세","재외동포","남자","","971","1613","1663","1320","1415","1457",
"60세","재외동포","여자","","934","1675","1568","1214","1365","1391",
"60세","영주","계","","60","99","111","100","135","129",
"60세","영주","남자","","29","43","44","42","67","52",
"60세","영주","여자","","31","56","67","58","68","77",
"60세","결혼이민","계","","39","29","32","27","28","35",
"60세","결혼이민","남자","","18","12","16","13","8","20",
"60세","결혼이민","여자","","21","17","16","14","20","15",
"60세","기타","계","","1","1","6","2","2","2",
"60세","기타","남자","","1","0","0","2","1","1",
"60세","기타","여자","","0","1","6","0","1","1",
"60세","방문취업","계","","995","1349","1275","969","938","950",
"60세","방문취업","남자","","498","728","711","528","466","530",
"60세","방문취업","여자","","497","621","564","441","472","420",
"60세","관광상륙","계","","","1","1","4","","2",
"60세","관광상륙","남자","","","1","0","1","","2",
"60세","관광상륙","여자","","","0","1","3","","0",
"61세","총계","계","","3138","4419","4090","4341","3948","4260",
"61세","총계","남자","","1515","2163","2001","2091","1879","1986",
"61세","총계","여자","","1623","2256","2089","2250","2069","2274",
"61세","공무","계","","5","3","5","1","3","7",
"61세","공무","남자","","4","3","4","1","2","4",
"61세","공무","여자","","1","0","1","0","1","3",
"61세","사증면제","계","","17","33","24","48","51","47",
"61세","사증면제","남자","","8","19","13","16","33","24",
"61세","사증면제","여자","","9","14","11","32","18","23",
"61세","관광통과","계","","126","124","144","143","131","154",
"61세","관광통과","남자","","59","55","73","68","63","71",
"61세","관광통과","여자","","67","69","71","75","68","83",
"61세","단기방문","계","","619","434","480","594","476","471",
"61세","단기방문","남자","","238","167","218","275","236","182",
"61세","단기방문","여자","","381","267","262","319","240","289",
"61세","구직","계","","","1","","","","",
"61세","구직","남자","","","1","","","","",
"61세","구직","여자","","","0","","","","",
"61세","유학","계","","","","","1","","1",
"61세","유학","남자","","","","","1","","1",
"61세","유학","여자","","","","","0","","0",
"61세","일반연수","계","","2","1","1","1","","",
"61세","일반연수","남자","","1","0","0","1","","",
"61세","일반연수","여자","","1","1","1","0","","",
"61세","종교","계","","3","2","2","3","4","1",
"61세","종교","남자","","3","1","0","2","1","0",
"61세","종교","여자","","0","1","2","1","3","1",
"61세","주재","계","","1","3","","2","2","1",
"61세","주재","남자","","1","3","","2","2","1",
"61세","주재","여자","","0","0","","0","0","0",
"61세","기업투자","계","","4","3","3","2","1","7",
"61세","기업투자","남자","","4","3","2","2","1","7",
"61세","기업투자","여자","","0","0","1","0","0","0",
"61세","무역경영","계","","13","22","17","17","8","6",
"61세","무역경영","남자","","13","22","17","17","8","6",
"61세","무역경영","여자","","0","0","0","0","0","0",
"61세","교수","계","","4","10","3","5","2","3",
"61세","교수","남자","","3","7","3","4","1","2",
"61세","교수","여자","","1","3","0","1","1","1",
"61세","회화지도","계","","2","3","1","1","1","1",
"61세","회화지도","남자","","1","1","1","1","1","1",
"61세","회화지도","여자","","1","2","0","0","0","0",
"61세","연구","계","","1","2","","1","1","3",
"61세","연구","남자","","1","2","","1","1","3",
"61세","연구","여자","","0","0","","0","0","0",
"61세","전문직업","계","","","1","","2","5","3",
"61세","전문직업","남자","","","1","","2","5","3",
"61세","전문직업","여자","","","0","","0","0","0",
"61세","예술흥행","계","","","2","1","1","1","",
"61세","예술흥행","남자","","","1","0","1","1","",
"61세","예술흥행","여자","","","1","1","0","0","",
"61세","특정활동","계","","13","7","7","5","7","10",
"61세","특정활동","남자","","10","4","4","4","7","7",
"61세","특정활동","여자","","3","3","3","1","0","3",
"61세","방문동거","계","","97","148","248","284","332","290",
"61세","방문동거","남자","","40","55","92","130","148","131",
"61세","방문동거","여자","","57","93","156","154","184","159",
"61세","거주","계","","31","14","14","18","16","19",
"61세","거주","남자","","18","8","9","10","8","11",
"61세","거주","여자","","13","6","5","8","8","8",
"61세","동반","계","","8","10","3","12","6","8",
"61세","동반","남자","","0","3","1","1","0","4",
"61세","동반","여자","","8","7","2","11","6","4",
"61세","재외동포","계","","1365","2843","2656","2490","2332","2754",
"61세","재외동포","남자","","680","1410","1332","1215","1086","1302",
"61세","재외동포","여자","","685","1433","1324","1275","1246","1452",
"61세","영주","계","","46","62","87","108","115","149",
"61세","영주","남자","","24","28","38","44","49","57",
"61세","영주","여자","","22","34","49","64","66","92",
"61세","결혼이민","계","","23","28","21","33","24","31",
"61세","결혼이민","남자","","11","9","5","17","10","13",
"61세","결혼이민","여자","","12","19","16","16","14","18",
"61세","기타","계","","1","","1","1","1","1",
"61세","기타","남자","","1","","1","1","0","1",
"61세","기타","여자","","0","","0","0","1","0",
"61세","방문취업","계","","754","663","367","567","429","293",
"61세","방문취업","남자","","395","360","187","275","216","155",
"61세","방문취업","여자","","359","303","180","292","213","138",
"61세","관광상륙","계","","3","","5","1","","",
"61세","관광상륙","남자","","0","","1","0","","",
"61세","관광상륙","여자","","3","","4","1","","",
"62세","총계","계","","2655","3833","3558","3752","3853","3679",
"62세","총계","남자","","1318","1929","1663","1795","1858","1742",
"62세","총계","여자","","1337","1904","1895","1957","1995","1937",
"62세","공무","계","","1","2","1","3","2","7",
"62세","공무","남자","","1","1","0","2","1","5",
"62세","공무","여자","","0","1","1","1","1","2",
"62세","사증면제","계","","16","22","22","29","38","40",
"62세","사증면제","남자","","7","10","10","13","18","18",
"62세","사증면제","여자","","9","12","12","16","20","22",
"62세","관광통과","계","","99","99","137","128","113","164",
"62세","관광통과","남자","","50","44","68","58","51","84",
"62세","관광통과","여자","","49","55","69","70","62","80",
"62세","단기방문","계","","514","373","361","455","400","384",
"62세","단기방문","남자","","216","148","154","207","196","150",
"62세","단기방문","여자","","298","225","207","248","204","234",
"62세","단기취업","계","","1","","","","","",
"62세","단기취업","남자","","1","","","","","",
"62세","단기취업","여자","","0","","","","","",
"62세","유학","계","","1","","","1","1","",
"62세","유학","남자","","0","","","1","1","",
"62세","유학","여자","","1","","","0","0","",
"62세","일반연수","계","","","","1","1","","1",
"62세","일반연수","남자","","","","0","1","","1",
"62세","일반연수","여자","","","","1","0","","0",
"62세","종교","계","","","3","4","4","7","2",
"62세","종교","남자","","","2","3","2","3","1",
"62세","종교","여자","","","1","1","2","4","1",
"62세","주재","계","","2","","2","","2","6",
"62세","주재","남자","","2","","2","","2","6",
"62세","주재","여자","","0","","0","","0","0",
"62세","기업투자","계","","4","2","1","1","1","1",
"62세","기업투자","남자","","3","2","1","1","1","1",
"62세","기업투자","여자","","1","0","0","0","0","0",
"62세","무역경영","계","","16","16","9","7","6","13",
"62세","무역경영","남자","","15","16","9","7","6","13",
"62세","무역경영","여자","","1","0","0","0","0","0",
"62세","교수","계","","9","5","4","2","2","1",
"62세","교수","남자","","3","5","1","1","2","1",
"62세","교수","여자","","6","0","3","1","0","0",
"62세","회화지도","계","","4","2","1","1","1","1",
"62세","회화지도","남자","","2","1","1","1","1","0",
"62세","회화지도","여자","","2","1","0","0","0","1",
"62세","연구","계","","1","","4","","3","1",
"62세","연구","남자","","1","","4","","2","1",
"62세","연구","여자","","0","","0","","1","0",
"62세","전문직업","계","","1","","","3","2","4",
"62세","전문직업","남자","","1","","","3","2","4",
"62세","전문직업","여자","","0","","","0","0","0",
"62세","예술흥행","계","","1","1","1","","1","",
"62세","예술흥행","남자","","1","0","1","","1","",
"62세","예술흥행","여자","","0","1","0","","0","",
"62세","특정활동","계","","6","7","3","7","1","6",
"62세","특정활동","남자","","5","7","1","5","1","4",
"62세","특정활동","여자","","1","0","2","2","0","2",
"62세","방문동거","계","","95","139","193","248","293","254",
"62세","방문동거","남자","","39","56","77","123","142","117",
"62세","방문동거","여자","","56","83","116","125","151","137",
"62세","거주","계","","15","17","6","15","18","12",
"62세","거주","남자","","7","6","5","6","10","3",
"62세","거주","여자","","8","11","1","9","8","9",
"62세","동반","계","","6","7","11","7","5","6",
"62세","동반","남자","","2","0","2","0","0","1",
"62세","동반","여자","","4","7","9","7","5","5",
"62세","재외동포","계","","1207","2532","2491","2550","2545","2533",
"62세","재외동포","남자","","605","1298","1167","1209","1200","1230",
"62세","재외동포","여자","","602","1234","1324","1341","1345","1303",
"62세","영주","계","","55","68","71","89","111","115",
"62세","영주","남자","","29","32","35","39","46","44",
"62세","영주","여자","","26","36","36","50","65","71",
"62세","결혼이민","계","","21","33","20","17","34","26",
"62세","결혼이민","남자","","10","21","9","7","14","9",
"62세","결혼이민","여자","","11","12","11","10","20","17",
"62세","기타","계","","","","5","1","1","",
"62세","기타","남자","","","","2","1","0","",
"62세","기타","여자","","","","3","0","1","",
"62세","방문취업","계","","579","504","213","178","266","101",
"62세","방문취업","남자","","317","279","111","105","158","48",
"62세","방문취업","여자","","262","225","102","73","108","53",
"62세","관광상륙","계","","1","1","2","5","","1",
"62세","관광상륙","남자","","1","1","2","3","","1",
"62세","관광상륙","여자","","0","0","0","2","","0",
"63세","총계","계","","2412","3314","3045","3276","3329","3421",
"63세","총계","남자","","1218","1646","1456","1576","1577","1620",
"63세","총계","여자","","1194","1668","1589","1700","1752","1801",
"63세","공무","계","","1","2","","2","2","1",
"63세","공무","남자","","1","2","","0","2","0",
"63세","공무","여자","","0","0","","2","0","1",
"63세","사증면제","계","","20","30","21","36","36","38",
"63세","사증면제","남자","","10","18","7","13","17","20",
"63세","사증면제","여자","","10","12","14","23","19","18",
"63세","관광통과","계","","133","89","101","125","91","129",
"63세","관광통과","남자","","67","46","56","56","39","68",
"63세","관광통과","여자","","66","43","45","69","52","61",
"63세","단기방문","계","","394","344","309","357","291","294",
"63세","단기방문","남자","","161","135","136","160","127","126",
"63세","단기방문","여자","","233","209","173","197","164","168",
"63세","유학","계","","","","1","","","",
"63세","유학","남자","","","","0","","","",
"63세","유학","여자","","","","1","","","",
"63세","일반연수","계","","3","2","1","","1","",
"63세","일반연수","남자","","2","0","1","","0","",
"63세","일반연수","여자","","1","2","0","","1","",
"63세","종교","계","","3","2","5","3","4","1",
"63세","종교","남자","","0","1","2","1","1","0",
"63세","종교","여자","","3","1","3","2","3","1",
"63세","주재","계","","1","","","","","2",
"63세","주재","남자","","1","","","","","2",
"63세","주재","여자","","0","","","","","0",
"63세","기업투자","계","","2","2","1","6","1","",
"63세","기업투자","남자","","2","2","1","6","1","",
"63세","기업투자","여자","","0","0","0","0","0","",
"63세","무역경영","계","","19","15","9","13","9","10",
"63세","무역경영","남자","","18","15","9","13","9","10",
"63세","무역경영","여자","","1","0","0","0","0","0",
"63세","교수","계","","4","2","1","2","1","3",
"63세","교수","남자","","3","1","1","1","1","2",
"63세","교수","여자","","1","1","0","1","0","1",
"63세","회화지도","계","","1","","","3","","",
"63세","회화지도","남자","","0","","","2","","",
"63세","회화지도","여자","","1","","","1","","",
"63세","연구","계","","3","2","","2","1","4",
"63세","연구","남자","","3","2","","2","1","4",
"63세","연구","여자","","0","0","","0","0","0",
"63세","기술지도","계","","1","","","","","",
"63세","기술지도","남자","","1","","","","","",
"63세","기술지도","여자","","0","","","","","",
"63세","전문직업","계","","","","2","","2","1",
"63세","전문직업","남자","","","","2","","2","1",
"63세","전문직업","여자","","","","0","","0","0",
"63세","예술흥행","계","","2","1","","1","3","1",
"63세","예술흥행","남자","","2","1","","0","3","1",
"63세","예술흥행","여자","","0","0","","1","0","0",
"63세","특정활동","계","","12","3","5","5","3","6",
"63세","특정활동","남자","","9","3","5","3","3","5",
"63세","특정활동","여자","","3","0","0","2","0","1",
"63세","방문동거","계","","132","120","148","217","252","189",
"63세","방문동거","남자","","46","50","50","109","133","93",
"63세","방문동거","여자","","86","70","98","108","119","96",
"63세","거주","계","","15","8","9","8","15","13",
"63세","거주","남자","","8","5","4","5","7","6",
"63세","거주","여자","","7","3","5","3","8","7",
"63세","동반","계","","7","7","4","4","5","3",
"63세","동반","남자","","2","0","1","0","1","0",
"63세","동반","여자","","5","7","3","4","4","3",
"63세","재외동포","계","","1204","2186","2162","2311","2445","2567",
"63세","재외동포","남자","","647","1099","1036","1115","1152","1208",
"63세","재외동포","여자","","557","1087","1126","1196","1293","1359",
"63세","영주","계","","46","60","64","74","98","111",
"63세","영주","남자","","25","29","31","36","48","52",
"63세","영주","여자","","21","31","33","38","50","59",
"63세","결혼이민","계","","17","23","12","17","17","23",
"63세","결혼이민","남자","","7","9","6","8","7","10",
"63세","결혼이민","여자","","10","14","6","9","10","13",
"63세","기타","계","","1","1","1","","","",
"63세","기타","남자","","1","1","0","","","",
"63세","기타","여자","","0","0","1","","","",
"63세","방문취업","계","","391","415","188","89","51","24",
"63세","방문취업","남자","","202","227","106","46","23","11",
"63세","방문취업","여자","","189","188","82","43","28","13",
"63세","관광상륙","계","","","","2","1","1","1",
"63세","관광상륙","남자","","","","2","0","0","1",
"63세","관광상륙","여자","","","","0","1","1","0",
"64세","총계","계","","2006","2744","2588","2773","2748","3062",
"64세","총계","남자","","1056","1347","1273","1324","1283","1433",
"64세","총계","여자","","950","1397","1315","1449","1465","1629",
"64세","공무","계","","2","","4","","","3",
"64세","공무","남자","","2","","3","","","2",
"64세","공무","여자","","0","","1","","","1",
"64세","사증면제","계","","17","20","25","31","23","24",
"64세","사증면제","남자","","8","10","17","14","11","7",
"64세","사증면제","여자","","9","10","8","17","12","17",
"64세","관광통과","계","","114","95","69","117","82","94",
"64세","관광통과","남자","","54","40","34","46","38","46",
"64세","관광통과","여자","","60","55","35","71","44","48",
"64세","단기방문","계","","251","296","237","307","225","243",
"64세","단기방문","남자","","120","115","94","138","100","88",
"64세","단기방문","여자","","131","181","143","169","125","155",
"64세","단기취업","계","","","","","1","","",
"64세","단기취업","남자","","","","","1","","",
"64세","단기취업","여자","","","","","0","","",
"64세","문화예술","계","","","","","","","1",
"64세","문화예술","남자","","","","","","","0",
"64세","문화예술","여자","","","","","","","1",
"64세","유학","계","","","","","1","","",
"64세","유학","남자","","","","","0","","",
"64세","유학","여자","","","","","1","","",
"64세","일반연수","계","","","2","1","","","",
"64세","일반연수","남자","","","1","0","","","",
"64세","일반연수","여자","","","1","1","","","",
"64세","종교","계","","","","5","2","2","6",
"64세","종교","남자","","","","3","0","2","3",
"64세","종교","여자","","","","2","2","0","3",
"64세","주재","계","","2","","1","","","",
"64세","주재","남자","","2","","1","","","",
"64세","주재","여자","","0","","0","","","",
"64세","기업투자","계","","1","4","3","3","2","1",
"64세","기업투자","남자","","1","4","3","3","2","1",
"64세","기업투자","여자","","0","0","0","0","0","0",
"64세","무역경영","계","","18","12","11","10","5","5",
"64세","무역경영","남자","","18","12","10","10","5","5",
"64세","무역경영","여자","","0","0","1","0","0","0",
"64세","교수","계","","1","1","1","","1","1",
"64세","교수","남자","","1","0","1","","0","1",
"64세","교수","여자","","0","1","0","","1","0",
"64세","회화지도","계","","3","1","","1","1","",
"64세","회화지도","남자","","3","1","","0","1","",
"64세","회화지도","여자","","0","0","","1","0","",
"64세","연구","계","","","2","","1","","2",
"64세","연구","남자","","","2","","1","","2",
"64세","연구","여자","","","0","","0","","0",
"64세","기술지도","계","","2","","1","","","",
"64세","기술지도","남자","","2","","1","","","",
"64세","기술지도","여자","","0","","0","","","",
"64세","전문직업","계","","","","1","1","","",
"64세","전문직업","남자","","","","1","1","","",
"64세","전문직업","여자","","","","0","0","","",
"64세","예술흥행","계","","","2","","1","","1",
"64세","예술흥행","남자","","","1","","1","","1",
"64세","예술흥행","여자","","","1","","0","","0",
"64세","특정활동","계","","6","3","3","4","2","2",
"64세","특정활동","남자","","5","2","2","4","1","1",
"64세","특정활동","여자","","1","1","1","0","1","1",
"64세","방문동거","계","","255","106","133","170","189","182",
"64세","방문동거","남자","","99","44","68","69","80","90",
"64세","방문동거","여자","","156","62","65","101","109","92",
"64세","거주","계","","5","4","6","8","9","21",
"64세","거주","남자","","4","2","1","4","3","8",
"64세","거주","여자","","1","2","5","4","6","13",
"64세","동반","계","","10","6","5","6","2","1",
"64세","동반","남자","","4","3","2","1","0","1",
"64세","동반","여자","","6","3","3","5","2","0",
"64세","재외동포","계","","1065","1850","1875","1958","2099","2350",
"64세","재외동포","남자","","598","926","922","952","990","1119",
"64세","재외동포","여자","","467","924","953","1006","1109","1231",
"64세","영주","계","","38","53","59","68","63","97",
"64세","영주","남자","","21","25","29","31","31","46",
"64세","영주","여자","","17","28","30","37","32","51",
"64세","결혼이민","계","","19","23","17","19","13","17",
"64세","결혼이민","남자","","11","12","7","10","4","7",
"64세","결혼이민","여자","","8","11","10","9","9","10",
"64세","기타","계","","1","","3","","","2",
"64세","기타","남자","","0","","1","","","0",
"64세","기타","여자","","1","","2","","","2",
"64세","방문취업","계","","196","261","131","60","28","9",
"64세","방문취업","남자","","103","146","74","35","14","5",
"64세","방문취업","여자","","93","115","57","25","14","4",
"64세","관광상륙","계","","","3","","4","2","",
"64세","관광상륙","남자","","","1","","3","1","",
"64세","관광상륙","여자","","","2","","1","1","",
"65세","총계","계","","1556","2129","2428","2451","2463","2774",
"65세","총계","남자","","774","1075","1132","1154","1152","1312",
"65세","총계","여자","","782","1054","1296","1297","1311","1462",
"65세","공무","계","","1","1","","3","1","2",
"65세","공무","남자","","1","0","","3","1","0",
"65세","공무","여자","","0","1","","0","0","2",
"65세","사증면제","계","","20","24","18","21","22","26",
"65세","사증면제","남자","","5","10","6","10","10","6",
"65세","사증면제","여자","","15","14","12","11","12","20",
"65세","관광통과","계","","121","84","88","86","77","109",
"65세","관광통과","남자","","57","42","37","42","43","49",
"65세","관광통과","여자","","64","42","51","44","34","60",
"65세","단기방문","계","","165","214","248","227","167","189",
"65세","단기방문","남자","","74","90","92","95","74","72",
"65세","단기방문","여자","","91","124","156","132","93","117",
"65세","일반연수","계","","2","","1","","","1",
"65세","일반연수","남자","","1","","0","","","0",
"65세","일반연수","여자","","1","","1","","","1",
"65세","종교","계","","3","2","3","3","1","2",
"65세","종교","남자","","1","1","1","2","1","2",
"65세","종교","여자","","2","1","2","1","0","0",
"65세","주재","계","","2","","3","1","1","2",
"65세","주재","남자","","2","","3","1","1","2",
"65세","주재","여자","","0","","0","0","0","0",
"65세","기업투자","계","","","3","3","1","","2",
"65세","기업투자","남자","","","3","2","1","","2",
"65세","기업투자","여자","","","0","1","0","","0",
"65세","무역경영","계","","11","11","5","2","3","2",
"65세","무역경영","남자","","11","11","5","2","3","2",
"65세","무역경영","여자","","0","0","0","0","0","0",
"65세","교수","계","","2","2","1","","1","",
"65세","교수","남자","","2","2","1","","1","",
"65세","교수","여자","","0","0","0","","0","",
"65세","회화지도","계","","1","1","1","1","1","",
"65세","회화지도","남자","","0","1","1","1","0","",
"65세","회화지도","여자","","1","0","0","0","1","",
"65세","연구","계","","2","1","2","","","1",
"65세","연구","남자","","2","1","1","","","1",
"65세","연구","여자","","0","0","1","","","0",
"65세","기술지도","계","","1","","1","","","1",
"65세","기술지도","남자","","1","","1","","","1",
"65세","기술지도","여자","","0","","0","","","0",
"65세","예술흥행","계","","","","","","","1",
"65세","예술흥행","남자","","","","","","","0",
"65세","예술흥행","여자","","","","","","","1",
"65세","특정활동","계","","7","3","3","2","2","1",
"65세","특정활동","남자","","6","3","2","2","2","1",
"65세","특정활동","여자","","1","0","1","0","0","0",
"65세","방문동거","계","","195","100","112","138","136","131",
"65세","방문동거","남자","","72","44","45","58","63","65",
"65세","방문동거","여자","","123","56","67","80","73","66",
"65세","거주","계","","3","4","4","7","6","8",
"65세","거주","남자","","2","4","2","2","4","2",
"65세","거주","여자","","1","0","2","5","2","6",
"65세","동반","계","","3","3","5","5","3","5",
"65세","동반","남자","","1","0","0","2","0","1",
"65세","동반","여자","","2","3","5","3","3","4",
"65세","재외동포","계","","859","1534","1752","1798","1932","2188",
"65세","재외동포","남자","","454","790","835","856","897","1052",
"65세","재외동포","여자","","405","744","917","942","1035","1136",
"65세","영주","계","","36","54","77","69","75","80",
"65세","영주","남자","","15","32","38","35","36","42",
"65세","영주","여자","","21","22","39","34","39","38",
"65세","결혼이민","계","","11","21","26","19","12","17",
"65세","결혼이민","남자","","6","10","17","8","9","9",
"65세","결혼이민","여자","","5","11","9","11","3","8",
"65세","기타","계","","","","3","","","1",
"65세","기타","남자","","","","2","","","1",
"65세","기타","여자","","","","1","","","0",
"65세","방문취업","계","","111","64","74","65","23","5",
"65세","방문취업","남자","","61","30","42","31","7","2",
"65세","방문취업","여자","","50","34","32","34","16","3",
"65세","관광상륙","계","","","3","1","3","","",
"65세","관광상륙","남자","","","1","1","3","","",
"65세","관광상륙","여자","","","2","0","0","","",
"66세","총계","계","","1403","1585","1952","2348","2218","2445",
"66세","총계","남자","","689","776","891","1114","1036","1082",
"66세","총계","여자","","714","809","1061","1234","1182","1363",
"66세","공무","계","","3","","2","","1","1",
"66세","공무","남자","","2","","1","","1","0",
"66세","공무","여자","","1","","1","","0","1",
"66세","사증면제","계","","22","16","27","27","19","25",
"66세","사증면제","남자","","11","8","12","12","11","9",
"66세","사증면제","여자","","11","8","15","15","8","16",
"66세","관광통과","계","","132","93","98","114","74","103",
"66세","관광통과","남자","","65","34","45","45","33","57",
"66세","관광통과","여자","","67","59","53","69","41","46",
"66세","단기방문","계","","149","155","150","219","135","171",
"66세","단기방문","남자","","56","64","52","96","56","60",
"66세","단기방문","여자","","93","91","98","123","79","111",
"66세","단기취업","계","","","1","","","","",
"66세","단기취업","남자","","","1","","","","",
"66세","단기취업","여자","","","0","","","","",
"66세","유학","계","","","","","1","","",
"66세","유학","남자","","","","","0","","",
"66세","유학","여자","","","","","1","","",
"66세","일반연수","계","","","","","1","","",
"66세","일반연수","남자","","","","","0","","",
"66세","일반연수","여자","","","","","1","","",
"66세","종교","계","","4","5","1","3","6","2",
"66세","종교","남자","","2","1","0","2","4","1",
"66세","종교","여자","","2","4","1","1","2","1",
"66세","주재","계","","2","1","1","2","","",
"66세","주재","남자","","2","1","1","2","","",
"66세","주재","여자","","0","0","0","0","","",
"66세","기업투자","계","","2","","","1","1","1",
"66세","기업투자","남자","","2","","","0","1","1",
"66세","기업투자","여자","","0","","","1","0","0",
"66세","무역경영","계","","7","11","5","7","5","6",
"66세","무역경영","남자","","7","11","5","7","5","5",
"66세","무역경영","여자","","0","0","0","0","0","1",
"66세","교수","계","","3","1","2","2","1","1",
"66세","교수","남자","","2","1","2","2","1","0",
"66세","교수","여자","","1","0","0","0","0","1",
"66세","회화지도","계","","1","","1","","","",
"66세","회화지도","남자","","1","","1","","","",
"66세","회화지도","여자","","0","","0","","","",
"66세","연구","계","","","1","","","","1",
