"전출지별","전입지별","성별","연령별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년",
"대구광역시","전라남도","계","15 - 19세","이동자수","명","41","42","35","29","25","55",
"대구광역시","전라남도","계","15 - 19세","순이동자수","명","-2","-7","0","-17","-13","-3",
"대구광역시","전라남도","계","20 - 24세","이동자수","명","98","120","106","94","125","131",
"대구광역시","전라남도","계","20 - 24세","순이동자수","명","-37","17","-6","-42","0","-9",
"대구광역시","전라남도","계","25 - 29세","이동자수","명","129","156","153","148","141","145",
"대구광역시","전라남도","계","25 - 29세","순이동자수","명","-2","38","4","11","17","-14",
"대구광역시","전라남도","계","30 - 34세","이동자수","명","142","132","138","140","113","98",
"대구광역시","전라남도","계","30 - 34세","순이동자수","명","13","1","9","23","3","-17",
"대구광역시","전라남도","계","35 - 39세","이동자수","명","84","107","98","97","88","92",
"대구광역시","전라남도","계","35 - 39세","순이동자수","명","-20","27","18","0","-2","-4",
"대구광역시","전라남도","계","40 - 44세","이동자수","명","67","65","81","63","61","66",
"대구광역시","전라남도","계","40 - 44세","순이동자수","명","-7","4","4","-26","-2","1",
"대구광역시","전라남도","계","45 - 49세","이동자수","명","60","67","64","60","79","79",
"대구광역시","전라남도","계","45 - 49세","순이동자수","명","0","12","29","13","12","-1",
"대구광역시","전라남도","계","50 - 54세","이동자수","명","60","53","64","45","61","72",
"대구광역시","전라남도","계","50 - 54세","순이동자수","명","7","-6","17","-5","8","14",
"대구광역시","전라남도","계","55 - 59세","이동자수","명","49","39","42","50","34","64",
"대구광역시","전라남도","계","55 - 59세","순이동자수","명","17","5","-2","2","2","17",
"대구광역시","전라남도","계","60 - 64세","이동자수","명","37","23","26","34","26","47",
"대구광역시","전라남도","계","60 - 64세","순이동자수","명","10","-1","0","5","0","3",
"대구광역시","전라남도","계","65 - 69세","이동자수","명","24","21","13","17","25","19",
"대구광역시","전라남도","계","65 - 69세","순이동자수","명","9","1","3","5","10","8",
"대구광역시","전라남도","계","70 - 74세","이동자수","명","13","18","16","9","13","13",
"대구광역시","전라남도","계","70 - 74세","순이동자수","명","2","4","6","3","-1","2",
"대구광역시","전라남도","계","75 - 79세","이동자수","명","10","10","5","7","7","10",
"대구광역시","전라남도","계","75 - 79세","순이동자수","명","3","-3","-3","-7","-2","-5",
"대구광역시","전라남도","계","80세이상","이동자수","명","10","10","9","14","11","11",
"대구광역시","전라남도","계","80세이상","순이동자수","명","-2","-9","-7","1","-5","-3",
"대구광역시","경상북도","계","계","이동자수","명","45035","51852","46900","41444","41714","42744",
"대구광역시","경상북도","계","계","순이동자수","명","2259","4808","3072","1939","2483","2499",
"대구광역시","경상북도","계","0 - 4세","이동자수","명","1998","1969","1791","1605","1563","1367",
"대구광역시","경상북도","계","0 - 4세","순이동자수","명","-572","-511","-430","-550","-543","-617",
"대구광역시","경상북도","계","5 - 9세","이동자수","명","1210","1297","1136","1105","1033","1052",
"대구광역시","경상북도","계","5 - 9세","순이동자수","명","-506","-362","-342","-306","-317","-234",
"대구광역시","경상북도","계","10 - 14세","이동자수","명","1257","1163","960","786","740","797",
"대구광역시","경상북도","계","10 - 14세","순이동자수","명","-305","-308","-242","-113","-149","4",
"대구광역시","경상북도","계","15 - 19세","이동자수","명","2394","2523","2333","1953","1926","1822",
"대구광역시","경상북도","계","15 - 19세","순이동자수","명","496","535","550","446","398","440",
"대구광역시","경상북도","계","20 - 24세","이동자수","명","3997","4636","4705","4153","4228","4369",
"대구광역시","경상북도","계","20 - 24세","순이동자수","명","337","290","220","-292","-263","-322",
"대구광역시","경상북도","계","25 - 29세","이동자수","명","5686","5956","5606","5110","5324","5826",
"대구광역시","경상북도","계","25 - 29세","순이동자수","명","562","399","-51","-221","-342","-298",
"대구광역시","경상북도","계","30 - 34세","이동자수","명","5989","6634","5430","4702","4394","4108",
"대구광역시","경상북도","계","30 - 34세","순이동자수","명","-143","216","-182","-290","-208","-490",
"대구광역시","경상북도","계","35 - 39세","이동자수","명","3719","4367","3745","3553","3501","3500",
"대구광역시","경상북도","계","35 - 39세","순이동자수","명","-311","-29","-321","-58","-260","-267",
"대구광역시","경상북도","계","40 - 44세","이동자수","명","3547","4306","3517","2893","2790","2716",
"대구광역시","경상북도","계","40 - 44세","순이동자수","명","-157","353","173","36","118","95",
"대구광역시","경상북도","계","45 - 49세","이동자수","명","3284","4388","3720","3246","3385","3388",
"대구광역시","경상북도","계","45 - 49세","순이동자수","명","496","1022","681","595","760","770",
"대구광역시","경상북도","계","50 - 54세","이동자수","명","3583","4476","3941","3198","3212","3463",
"대구광역시","경상북도","계","50 - 54세","순이동자수","명","1033","1254","1020","820","901","1055",
"대구광역시","경상북도","계","55 - 59세","이동자수","명","2658","3572","3454","3101","3372","3481",
"대구광역시","경상북도","계","55 - 59세","순이동자수","명","648","960","922","934","1197","1068",
"대구광역시","경상북도","계","60 - 64세","이동자수","명","2021","2367","2444","2301","2474","2635",
"대구광역시","경상북도","계","60 - 64세","순이동자수","명","572","549","707","642","801","753",
"대구광역시","경상북도","계","65 - 69세","이동자수","명","1197","1345","1475","1318","1459","1659",
"대구광역시","경상북도","계","65 - 69세","순이동자수","명","184","221","344","275","397","469",
"대구광역시","경상북도","계","70 - 74세","이동자수","명","999","1105","968","841","768","840",
"대구광역시","경상북도","계","70 - 74세","순이동자수","명","64","153","78","148","91","156",
"대구광역시","경상북도","계","75 - 79세","이동자수","명","696","781","795","711","665","728",
"대구광역시","경상북도","계","75 - 79세","순이동자수","명","-31","67","91","23","30","27",
"대구광역시","경상북도","계","80세이상","이동자수","명","800","967","880","868","880","993",
"대구광역시","경상북도","계","80세이상","순이동자수","명","-108","-1","-146","-150","-128","-110",
"대구광역시","경상남도","계","계","이동자수","명","8941","9374","8922","8313","7704","7684",
"대구광역시","경상남도","계","계","순이동자수","명","298","889","263","-715","-942","-917",
"대구광역시","경상남도","계","0 - 4세","이동자수","명","489","485","427","386","365","338",
"대구광역시","경상남도","계","0 - 4세","순이동자수","명","-19","79","1","-114","-108","-74",
"대구광역시","경상남도","계","5 - 9세","이동자수","명","323","307","250","203","227","246",
"대구광역시","경상남도","계","5 - 9세","순이동자수","명","-16","14","-73","-151","-86","-29",
"대구광역시","경상남도","계","10 - 14세","이동자수","명","264","282","282","203","148","179",
"대구광역시","경상남도","계","10 - 14세","순이동자수","명","-47","-32","17","-95","-79","-22",
"대구광역시","경상남도","계","15 - 19세","이동자수","명","400","364","396","332","254","286",
"대구광역시","경상남도","계","15 - 19세","순이동자수","명","-5","-9","-67","-133","-146","-113",
"대구광역시","경상남도","계","20 - 24세","이동자수","명","779","824","868","919","831","834",
"대구광역시","경상남도","계","20 - 24세","순이동자수","명","-102","-126","-217","-263","-379","-368",
"대구광역시","경상남도","계","25 - 29세","이동자수","명","1275","1379","1314","1248","1103","1168",
"대구광역시","경상남도","계","25 - 29세","순이동자수","명","86","120","62","3","-218","-211",
"대구광역시","경상남도","계","30 - 34세","이동자수","명","1324","1348","1201","1017","940","859",
"대구광역시","경상남도","계","30 - 34세","순이동자수","명","36","218","118","-81","-49","-148",
"대구광역시","경상남도","계","35 - 39세","이동자수","명","825","837","778","784","760","702",
"대구광역시","경상남도","계","35 - 39세","순이동자수","명","8","74","18","-113","-113","-143",
"대구광역시","경상남도","계","40 - 44세","이동자수","명","729","768","757","599","525","569",
"대구광역시","경상남도","계","40 - 44세","순이동자수","명","46","20","58","-84","-83","16",
"대구광역시","경상남도","계","45 - 49세","이동자수","명","600","636","605","599","561","538",
"대구광역시","경상남도","계","45 - 49세","순이동자수","명","31","130","14","36","24","14",
"대구광역시","경상남도","계","50 - 54세","이동자수","명","597","631","591","559","522","495",
"대구광역시","경상남도","계","50 - 54세","순이동자수","명","73","140","96","101","108","33",
"대구광역시","경상남도","계","55 - 59세","이동자수","명","460","523","497","561","508","507",
"대구광역시","경상남도","계","55 - 59세","순이동자수","명","103","167","84","136","77","93",
"대구광역시","경상남도","계","60 - 64세","이동자수","명","270","328","351","347","377","364",
"대구광역시","경상남도","계","60 - 64세","순이동자수","명","42","25","99","52","63","22",
"대구광역시","경상남도","계","65 - 69세","이동자수","명","178","212","220","204","224","197",
"대구광역시","경상남도","계","65 - 69세","순이동자수","명","30","43","61","26","74","4",
"대구광역시","경상남도","계","70 - 74세","이동자수","명","173","161","152","118","124","134",
"대구광역시","경상남도","계","70 - 74세","순이동자수","명","45","-2","31","10","10","10",
"대구광역시","경상남도","계","75 - 79세","이동자수","명","137","115","95","90","107","91",
"대구광역시","경상남도","계","75 - 79세","순이동자수","명","15","1","-19","-8","8","-3",
"대구광역시","경상남도","계","80세이상","이동자수","명","118","174","138","144","128","177",
"대구광역시","경상남도","계","80세이상","순이동자수","명","-28","27","-20","-37","-45","2",
"대구광역시","제주특별자치도","계","계","이동자수","명","847","1061","1317","1394","1631","1571",
"대구광역시","제주특별자치도","계","계","순이동자수","명","227","430","583","571","628","539",
"대구광역시","제주특별자치도","계","0 - 4세","이동자수","명","48","65","64","64","72","66",
"대구광역시","제주특별자치도","계","0 - 4세","순이동자수","명","12","36","43","31","24","34",
"대구광역시","제주특별자치도","계","5 - 9세","이동자수","명","32","49","54","65","77","91",
"대구광역시","제주특별자치도","계","5 - 9세","순이동자수","명","3","21","34","24","23","53",
"대구광역시","제주특별자치도","계","10 - 14세","이동자수","명","25","29","16","18","29","46",
"대구광역시","제주특별자치도","계","10 - 14세","순이동자수","명","-3","0","3","-1","7","20",
"대구광역시","제주특별자치도","계","15 - 19세","이동자수","명","36","39","42","44","60","53",
"대구광역시","제주특별자치도","계","15 - 19세","순이동자수","명","6","8","14","20","27","19",
"대구광역시","제주특별자치도","계","20 - 24세","이동자수","명","99","113","92","150","188","151",
"대구광역시","제주특별자치도","계","20 - 24세","순이동자수","명","32","35","12","43","79","36",
"대구광역시","제주특별자치도","계","25 - 29세","이동자수","명","113","129","135","148","211","180",
"대구광역시","제주특별자치도","계","25 - 29세","순이동자수","명","45","37","37","48","68","30",
"대구광역시","제주특별자치도","계","30 - 34세","이동자수","명","127","148","165","153","161","168",
"대구광역시","제주특별자치도","계","30 - 34세","순이동자수","명","60","69","55","82","60","76",
"대구광역시","제주특별자치도","계","35 - 39세","이동자수","명","83","109","116","151","166","187",
"대구광역시","제주특별자치도","계","35 - 39세","순이동자수","명","11","49","65","69","71","105",
"대구광역시","제주특별자치도","계","40 - 44세","이동자수","명","91","97","134","119","135","134",
"대구광역시","제주특별자치도","계","40 - 44세","순이동자수","명","23","26","60","45","61","35",
"대구광역시","제주특별자치도","계","45 - 49세","이동자수","명","56","65","125","140","138","146",
"대구광역시","제주특별자치도","계","45 - 49세","순이동자수","명","5","22","67","62","63","47",
"대구광역시","제주특별자치도","계","50 - 54세","이동자수","명","46","78","139","91","139","117",
"대구광역시","제주특별자치도","계","50 - 54세","순이동자수","명","13","50","89","35","61","38",
"대구광역시","제주특별자치도","계","55 - 59세","이동자수","명","40","61","98","117","98","77",
"대구광역시","제주특별자치도","계","55 - 59세","순이동자수","명","13","34","44","55","29","15",
"대구광역시","제주특별자치도","계","60 - 64세","이동자수","명","22","38","61","69","76","76",
"대구광역시","제주특별자치도","계","60 - 64세","순이동자수","명","10","23","30","30","31","14",
"대구광역시","제주특별자치도","계","65 - 69세","이동자수","명","9","14","36","32","45","36",
"대구광역시","제주특별자치도","계","65 - 69세","순이동자수","명","-10","7","18","12","21","3",
"대구광역시","제주특별자치도","계","70 - 74세","이동자수","명","7","15","13","14","11","20",
"대구광역시","제주특별자치도","계","70 - 74세","순이동자수","명","3","6","-2","8","-2","13",
"대구광역시","제주특별자치도","계","75 - 79세","이동자수","명","7","7","11","11","16","13",
"대구광역시","제주특별자치도","계","75 - 79세","순이동자수","명","5","6","6","6","7","2",
"대구광역시","제주특별자치도","계","80세이상","이동자수","명","6","5","16","8","9","10",
"대구광역시","제주특별자치도","계","80세이상","순이동자수","명","-1","1","8","2","-2","-1",
"인천광역시","전국","계","계","이동자수","명","439578","442973","463685","435869","411135","433706",
"인천광역시","전국","계","계","순이동자수","명","-22035","-9324","-9538","-5777","1670","67",
"인천광역시","전국","계","0 - 4세","이동자수","명","28856","28713","29080","26201","22919","24526",
"인천광역시","전국","계","0 - 4세","순이동자수","명","-1726","-519","-650","49","626","1097",
"인천광역시","전국","계","5 - 9세","이동자수","명","21948","21181","21785","20024","18853","19993",
"인천광역시","전국","계","5 - 9세","순이동자수","명","-791","-136","-215","362","916","946",
"인천광역시","전국","계","10 - 14세","이동자수","명","19985","18255","17724","15301","13721","14536",
"인천광역시","전국","계","10 - 14세","순이동자수","명","-800","-473","-282","-114","197","251",
"인천광역시","전국","계","15 - 19세","이동자수","명","24635","23671","23785","21048","19163","18395",
"인천광역시","전국","계","15 - 19세","순이동자수","명","-471","-231","-272","-391","256","146",
"인천광역시","전국","계","20 - 24세","이동자수","명","31446","33290","36490","34625","33023","33805",
"인천광역시","전국","계","20 - 24세","순이동자수","명","-1918","-1002","-912","-1579","-1120","-1422",
"인천광역시","전국","계","25 - 29세","이동자수","명","43964","43600","45730","44524","44386","49787",
"인천광역시","전국","계","25 - 29세","순이동자수","명","-2330","-752","-228","-495","-238","-208",
"인천광역시","전국","계","30 - 34세","이동자수","명","58030","58412","57158","51689","46749","47377",
"인천광역시","전국","계","30 - 34세","순이동자수","명","-4385","-1898","-1716","-1031","107","-97",
"인천광역시","전국","계","35 - 39세","이동자수","명","43420","43386","45699","44183","43115","46674",
"인천광역시","전국","계","35 - 39세","순이동자수","명","-2611","-1119","-1193","-503","833","412",
"인천광역시","전국","계","40 - 44세","이동자수","명","40010","39398","40178","36481","33127","33934",
"인천광역시","전국","계","40 - 44세","순이동자수","명","-1703","-515","-731","-403","337","356",
"인천광역시","전국","계","45 - 49세","이동자수","명","32859","33769","35873","34300","32586","33332",
"인천광역시","전국","계","45 - 49세","순이동자수","명","-899","-389","-428","-438","229","-61",
"인천광역시","전국","계","50 - 54세","이동자수","명","31615","32448","33877","30787","28394","29206",
"인천광역시","전국","계","50 - 54세","순이동자수","명","-962","-15","-290","55","346","231",
"인천광역시","전국","계","55 - 59세","이동자수","명","21826","24065","28022","28142","26367","28734",
"인천광역시","전국","계","55 - 59세","순이동자수","명","-775","-205","-3","456","442","77",
"인천광역시","전국","계","60 - 64세","이동자수","명","13066","13831","16554","17678","18090","20166",
"인천광역시","전국","계","60 - 64세","순이동자수","명","-494","-217","-490","-9","249","105",
"인천광역시","전국","계","65 - 69세","이동자수","명","9168","9731","11061","10843","10733","11405",
"인천광역시","전국","계","65 - 69세","순이동자수","명","-626","-466","-493","-237","-195","-178",
"인천광역시","전국","계","70 - 74세","이동자수","명","7643","7522","7827","7488","7431","7823",
"인천광역시","전국","계","70 - 74세","순이동자수","명","-530","-401","-534","-414","-318","-431",
"인천광역시","전국","계","75 - 79세","이동자수","명","5170","5516","5875","5630","5623","6151",
"인천광역시","전국","계","75 - 79세","순이동자수","명","-509","-419","-559","-427","-371","-450",
"인천광역시","전국","계","80세이상","이동자수","명","5937","6185","6967","6925","6855","7862",
"인천광역시","전국","계","80세이상","순이동자수","명","-505","-567","-542","-658","-626","-707",
"인천광역시","서울특별시","계","계","이동자수","명","33017","34380","33570","32486","32528","32415",
"인천광역시","서울특별시","계","계","순이동자수","명","-14407","-8832","-11345","-11259","-7957","-8818",
"인천광역시","서울특별시","계","0 - 4세","이동자수","명","1638","1727","1497","1400","1274","1091",
"인천광역시","서울특별시","계","0 - 4세","순이동자수","명","-1422","-865","-1130","-946","-761","-793",
"인천광역시","서울특별시","계","5 - 9세","이동자수","명","1089","1124","971","877","925","779",
"인천광역시","서울특별시","계","5 - 9세","순이동자수","명","-571","-271","-424","-424","-234","-387",
"인천광역시","서울특별시","계","10 - 14세","이동자수","명","978","907","820","701","668","637",
"인천광역시","서울특별시","계","10 - 14세","순이동자수","명","-318","-253","-231","-271","-140","-218",
"인천광역시","서울특별시","계","15 - 19세","이동자수","명","1317","1295","1354","1276","1277","1142",
"인천광역시","서울특별시","계","15 - 19세","순이동자수","명","-265","-121","-95","-196","70","-22",
"인천광역시","서울특별시","계","20 - 24세","이동자수","명","2793","3123","3277","3551","3651","3950",
"인천광역시","서울특별시","계","20 - 24세","순이동자수","명","-261","273","26","88","317","510",
"인천광역시","서울특별시","계","25 - 29세","이동자수","명","5056","5380","5310","5408","5847","6460",
"인천광역시","서울특별시","계","25 - 29세","순이동자수","명","-853","-89","-189","-136","265","476",
"인천광역시","서울특별시","계","30 - 34세","이동자수","명","5439","5752","5331","4996","4893","4762",
"인천광역시","서울특별시","계","30 - 34세","순이동자수","명","-2995","-1782","-1900","-1865","-1109","-948",
"인천광역시","서울특별시","계","35 - 39세","이동자수","명","3420","3408","3430","3263","3432","3360",
"인천광역시","서울특별시","계","35 - 39세","순이동자수","명","-1849","-1343","-1587","-1561","-1318","-1506",
"인천광역시","서울특별시","계","40 - 44세","이동자수","명","2651","2823","2687","2394","2264","2029",
"인천광역시","서울특별시","계","40 - 44세","순이동자수","명","-1266","-806","-981","-1098","-787","-1032",
"인천광역시","서울특별시","계","45 - 49세","이동자수","명","2030","2062","2114","2047","2092","1919",
"인천광역시","서울특별시","계","45 - 49세","순이동자수","명","-711","-596","-820","-920","-626","-911",
"인천광역시","서울특별시","계","50 - 54세","이동자수","명","2028","2071","1931","1771","1568","1584",
"인천광역시","서울특별시","계","50 - 54세","순이동자수","명","-867","-527","-708","-802","-675","-765",
"인천광역시","서울특별시","계","55 - 59세","이동자수","명","1530","1620","1621","1667","1572","1523",
"인천광역시","서울특별시","계","55 - 59세","순이동자수","명","-904","-633","-880","-799","-730","-855",
"인천광역시","서울특별시","계","60 - 64세","이동자수","명","962","1042","1057","1164","1101","1212",
"인천광역시","서울특별시","계","60 - 64세","순이동자수","명","-715","-483","-782","-669","-723","-643",
"인천광역시","서울특별시","계","65 - 69세","이동자수","명","681","687","687","662","638","659",
"인천광역시","서울특별시","계","65 - 69세","순이동자수","명","-562","-501","-584","-568","-515","-529",
"인천광역시","서울특별시","계","70 - 74세","이동자수","명","533","529","561","469","474","442",
"인천광역시","서울특별시","계","70 - 74세","순이동자수","명","-359","-334","-457","-503","-410","-458",
"인천광역시","서울특별시","계","75 - 79세","이동자수","명","386","366","402","366","368","355",
"인천광역시","서울특별시","계","75 - 79세","순이동자수","명","-280","-273","-327","-295","-294","-367",
"인천광역시","서울특별시","계","80세이상","이동자수","명","486","464","520","474","484","511",
"인천광역시","서울특별시","계","80세이상","순이동자수","명","-209","-228","-276","-294","-287","-370",
"인천광역시","부산광역시","계","계","이동자수","명","2677","3088","2930","2616","2620","2107",
"인천광역시","부산광역시","계","계","순이동자수","명","-309","-55","-255","-476","-374","-795",
"인천광역시","부산광역시","계","0 - 4세","이동자수","명","197","221","160","169","168","114",
"인천광역시","부산광역시","계","0 - 4세","순이동자수","명","34","58","-21","28","14","-15",
"인천광역시","부산광역시","계","5 - 9세","이동자수","명","128","117","134","107","91","64",
"인천광역시","부산광역시","계","5 - 9세","순이동자수","명","3","-18","2","19","-16","-21",
"인천광역시","부산광역시","계","10 - 14세","이동자수","명","88","79","89","69","63","45",
"인천광역시","부산광역시","계","10 - 14세","순이동자수","명","-2","-14","14","-4","-3","-12",
"인천광역시","부산광역시","계","15 - 19세","이동자수","명","81","122","130","104","113","76",
"인천광역시","부산광역시","계","15 - 19세","순이동자수","명","-26","2","-4","-31","0","-40",
"인천광역시","부산광역시","계","20 - 24세","이동자수","명","254","320","297","284","283","253",
"인천광역시","부산광역시","계","20 - 24세","순이동자수","명","-83","-66","-93","-117","-116","-134",
"인천광역시","부산광역시","계","25 - 29세","이동자수","명","377","371","420","374","364","372",
"인천광역시","부산광역시","계","25 - 29세","순이동자수","명","-113","-123","-84","-138","-133","-223",
"인천광역시","부산광역시","계","30 - 34세","이동자수","명","420","460","399","332","323","256",
"인천광역시","부산광역시","계","30 - 34세","순이동자수","명","-48","29","-57","-87","-48","-130",
"인천광역시","부산광역시","계","35 - 39세","이동자수","명","304","350","290","281","307","218",
"인천광역시","부산광역시","계","35 - 39세","순이동자수","명","6","47","-23","-14","-11","-64",
"인천광역시","부산광역시","계","40 - 44세","이동자수","명","201","261","265","223","222","165",
"인천광역시","부산광역시","계","40 - 44세","순이동자수","명","3","12","26","0","0","-12",
"인천광역시","부산광역시","계","45 - 49세","이동자수","명","165","232","212","180","194","135",
"인천광역시","부산광역시","계","45 - 49세","순이동자수","명","19","45","38","-10","-15","-53",
"인천광역시","부산광역시","계","50 - 54세","이동자수","명","138","165","131","147","138","112",
"인천광역시","부산광역시","계","50 - 54세","순이동자수","명","-32","-5","-18","-7","-9","-19",
"인천광역시","부산광역시","계","55 - 59세","이동자수","명","119","125","145","118","129","97",
"인천광역시","부산광역시","계","55 - 59세","순이동자수","명","-11","-1","-6","-19","3","-6",
"인천광역시","부산광역시","계","60 - 64세","이동자수","명","67","76","80","79","91","77",
"인천광역시","부산광역시","계","60 - 64세","순이동자수","명","-25","-5","-22","-35","3","-10",
"인천광역시","부산광역시","계","65 - 69세","이동자수","명","41","63","59","44","54","44",
"인천광역시","부산광역시","계","65 - 69세","순이동자수","명","-11","-9","0","-36","-13","-21",
"인천광역시","부산광역시","계","70 - 74세","이동자수","명","37","52","53","40","36","26",
"인천광역시","부산광역시","계","70 - 74세","순이동자수","명","-12","-2","12","-1","-1","-15",
"인천광역시","부산광역시","계","75 - 79세","이동자수","명","32","37","31","27","21","20",
"인천광역시","부산광역시","계","75 - 79세","순이동자수","명","1","0","1","-14","-11","-13",
"인천광역시","부산광역시","계","80세이상","이동자수","명","28","37","35","38","23","33",
"인천광역시","부산광역시","계","80세이상","순이동자수","명","-12","-5","-20","-10","-18","-7",
"인천광역시","대구광역시","계","계","이동자수","명","1795","1734","1691","1551","1590","1502",
"인천광역시","대구광역시","계","계","순이동자수","명","-407","-281","-296","-411","-340","-466",
"인천광역시","대구광역시","계","0 - 4세","이동자수","명","121","102","108","93","81","83",
"인천광역시","대구광역시","계","0 - 4세","순이동자수","명","5","-16","5","-3","3","11",
"인천광역시","대구광역시","계","5 - 9세","이동자수","명","70","84","67","69","73","49",
"인천광역시","대구광역시","계","5 - 9세","순이동자수","명","-11","14","-29","1","16","-3",
"인천광역시","대구광역시","계","10 - 14세","이동자수","명","58","41","45","32","27","46",
"인천광역시","대구광역시","계","10 - 14세","순이동자수","명","-25","-10","-7","-6","-7","11",
"인천광역시","대구광역시","계","15 - 19세","이동자수","명","75","72","71","61","49","47",
"인천광역시","대구광역시","계","15 - 19세","순이동자수","명","-22","-5","6","-29","-26","-16",
"인천광역시","대구광역시","계","20 - 24세","이동자수","명","144","187","162","159","195","198",
"인천광역시","대구광역시","계","20 - 24세","순이동자수","명","-118","-62","-108","-137","-140","-153",
"인천광역시","대구광역시","계","25 - 29세","이동자수","명","219","232","267","245","282","298",
"인천광역시","대구광역시","계","25 - 29세","순이동자수","명","-118","-97","-80","-89","-120","-124",
"인천광역시","대구광역시","계","30 - 34세","이동자수","명","270","251","230","202","218","194",
"인천광역시","대구광역시","계","30 - 34세","순이동자수","명","-23","-69","-36","-45","-18","-56",
"인천광역시","대구광역시","계","35 - 39세","이동자수","명","195","192","173","178","198","136",
"인천광역시","대구광역시","계","35 - 39세","순이동자수","명","-50","-14","-12","-30","29","-46",
"인천광역시","대구광역시","계","40 - 44세","이동자수","명","167","154","179","136","119","105",
"인천광역시","대구광역시","계","40 - 44세","순이동자수","명","-1","-5","8","-15","-17","-15",
"인천광역시","대구광역시","계","45 - 49세","이동자수","명","129","98","108","95","78","90",
"인천광역시","대구광역시","계","45 - 49세","순이동자수","명","-13","-4","20","-12","-23","-9",
"인천광역시","대구광역시","계","50 - 54세","이동자수","명","105","108","90","81","82","71",
"인천광역시","대구광역시","계","50 - 54세","순이동자수","명","-15","4","-5","-7","4","-15",
"인천광역시","대구광역시","계","55 - 59세","이동자수","명","72","77","61","69","69","68",
"인천광역시","대구광역시","계","55 - 59세","순이동자수","명","1","9","-5","-11","-17","-15",
"인천광역시","대구광역시","계","60 - 64세","이동자수","명","58","43","42","45","42","44",
"인천광역시","대구광역시","계","60 - 64세","순이동자수","명","0","-14","-13","-17","-1","-6",
"인천광역시","대구광역시","계","65 - 69세","이동자수","명","33","24","29","29","19","18",
"인천광역시","대구광역시","계","65 - 69세","순이동자수","명","-10","3","-13","-3","-13","-12",
"인천광역시","대구광역시","계","70 - 74세","이동자수","명","28","27","19","17","23","13",
"인천광역시","대구광역시","계","70 - 74세","순이동자수","명","-1","-9","-12","-8","8","-8",
"인천광역시","대구광역시","계","75 - 79세","이동자수","명","25","17","16","11","10","13",
"인천광역시","대구광역시","계","75 - 79세","순이동자수","명","3","-4","-6","-2","-8","-4",
"인천광역시","대구광역시","계","80세이상","이동자수","명","26","25","24","29","25","29",
"인천광역시","대구광역시","계","80세이상","순이동자수","명","-9","-2","-9","2","-10","-6",
"인천광역시","인천광역시","계","계","이동자수","명","297446","295375","314622","290783","266394","287236",
"인천광역시","인천광역시","계","계","순이동자수","명","0","0","0","0","0","0",
"인천광역시","인천광역시","계","0 - 4세","이동자수","명","19925","19368","20167","17705","15000","16541",
"인천광역시","인천광역시","계","0 - 4세","순이동자수","명","0","0","0","0","0","0",
"인천광역시","인천광역시","계","5 - 9세","이동자수","명","15967","15118","15916","14388","13077","14256",
"인천광역시","인천광역시","계","5 - 9세","순이동자수","명","0","0","0","0","0","0",
"인천광역시","인천광역시","계","10 - 14세","이동자수","명","15005","13586","13266","11468","10135","10777",
"인천광역시","인천광역시","계","10 - 14세","순이동자수","명","0","0","0","0","0","0",
"인천광역시","인천광역시","계","15 - 19세","이동자수","명","18125","17220","17504","15303","13370","13003",
"인천광역시","인천광역시","계","15 - 19세","순이동자수","명","0","0","0","0","0","0",
"인천광역시","인천광역시","계","20 - 24세","이동자수","명","20026","20815","22949","21258","19388","20041",
"인천광역시","인천광역시","계","20 - 24세","순이동자수","명","0","0","0","0","0","0",
"인천광역시","인천광역시","계","25 - 29세","이동자수","명","26228","25202","26632","25581","24709","28190",
"인천광역시","인천광역시","계","25 - 29세","순이동자수","명","0","0","0","0","0","0",
"인천광역시","인천광역시","계","30 - 34세","이동자수","명","37263","36879","36499","32425","28245","29536",
"인천광역시","인천광역시","계","30 - 34세","순이동자수","명","0","0","0","0","0","0",
"인천광역시","인천광역시","계","35 - 39세","이동자수","명","28821","28085","30421","28873","27122","30522",
"인천광역시","인천광역시","계","35 - 39세","순이동자수","명","0","0","0","0","0","0",
"인천광역시","인천광역시","계","40 - 44세","이동자수","명","27758","26728","27501","24871","21909","22841",
"인천광역시","인천광역시","계","40 - 44세","순이동자수","명","0","0","0","0","0","0",
"인천광역시","인천광역시","계","45 - 49세","이동자수","명","23394","23998","25770","24342","22317","23357",
"인천광역시","인천광역시","계","45 - 49세","순이동자수","명","0","0","0","0","0","0",
"인천광역시","인천광역시","계","50 - 54세","이동자수","명","22460","22898","24543","21728","19857","20586",
"인천광역시","인천광역시","계","50 - 54세","순이동자수","명","0","0","0","0","0","0",
"인천광역시","인천광역시","계","55 - 59세","이동자수","명","15092","16564","19758","19487","17955","20218",
"인천광역시","인천광역시","계","55 - 59세","순이동자수","명","0","0","0","0","0","0",
"인천광역시","인천광역시","계","60 - 64세","이동자수","명","8620","9290","11493","12012","12156","13926",
"인천광역시","인천광역시","계","60 - 64세","순이동자수","명","0","0","0","0","0","0",
"인천광역시","인천광역시","계","65 - 69세","이동자수","명","6239","6643","7867","7497","7468","7991",
"인천광역시","인천광역시","계","65 - 69세","순이동자수","명","0","0","0","0","0","0",
"인천광역시","인천광역시","계","70 - 74세","이동자수","명","5227","5108","5463","5263","5162","5650",
