"전출지별","전입지별","성별","연령별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년",
"충청북도","서울특별시","계","20 - 24세","이동자수","명","2382","2506","2752","2855","2763","2973",
"충청북도","서울특별시","계","20 - 24세","순이동자수","명","996","957","1148","1192","1175","1436",
"충청북도","서울특별시","계","25 - 29세","이동자수","명","2749","2899","2636","2885","2931","3246",
"충청북도","서울특별시","계","25 - 29세","순이동자수","명","737","873","536","733","832","967",
"충청북도","서울특별시","계","30 - 34세","이동자수","명","1562","1612","1571","1446","1371","1504",
"충청북도","서울특별시","계","30 - 34세","순이동자수","명","-181","-295","-243","-182","-153","-42",
"충청북도","서울특별시","계","35 - 39세","이동자수","명","854","808","739","788","815","847",
"충청북도","서울특별시","계","35 - 39세","순이동자수","명","-292","-321","-452","-289","-271","-292",
"충청북도","서울특별시","계","40 - 44세","이동자수","명","727","655","657","589","615","616",
"충청북도","서울특별시","계","40 - 44세","순이동자수","명","-240","-281","-269","-313","-146","-181",
"충청북도","서울특별시","계","45 - 49세","이동자수","명","619","614","638","591","590","588",
"충청북도","서울특별시","계","45 - 49세","순이동자수","명","-219","-245","-240","-228","-246","-185",
"충청북도","서울특별시","계","50 - 54세","이동자수","명","715","670","657","569","531","545",
"충청북도","서울특별시","계","50 - 54세","순이동자수","명","-264","-301","-323","-362","-284","-180",
"충청북도","서울특별시","계","55 - 59세","이동자수","명","547","519","554","570","512","556",
"충청북도","서울특별시","계","55 - 59세","순이동자수","명","-320","-432","-473","-524","-441","-367",
"충청북도","서울특별시","계","60 - 64세","이동자수","명","356","385","426","392","445","491",
"충청북도","서울특별시","계","60 - 64세","순이동자수","명","-269","-273","-305","-427","-367","-307",
"충청북도","서울특별시","계","65 - 69세","이동자수","명","275","317","285","265","256","284",
"충청북도","서울특별시","계","65 - 69세","순이동자수","명","-210","-171","-234","-220","-210","-183",
"충청북도","서울특별시","계","70 - 74세","이동자수","명","218","227","183","156","204","204",
"충청북도","서울특별시","계","70 - 74세","순이동자수","명","-127","-126","-154","-146","-99","-119",
"충청북도","서울특별시","계","75 - 79세","이동자수","명","198","187","162","157","161","195",
"충청북도","서울특별시","계","75 - 79세","순이동자수","명","-68","-42","-92","-79","-83","-75",
"충청북도","서울특별시","계","80세이상","이동자수","명","263","233","245","260","247","256",
"충청북도","서울특별시","계","80세이상","순이동자수","명","-22","-101","-19","-45","-49","-74",
"충청북도","부산광역시","계","계","이동자수","명","1565","1932","1757","1559","1660","1406",
"충청북도","부산광역시","계","계","순이동자수","명","-171","-36","-266","-318","-390","-574",
"충청북도","부산광역시","계","0 - 4세","이동자수","명","108","110","81","82","79","55",
"충청북도","부산광역시","계","0 - 4세","순이동자수","명","31","28","3","10","-1","-12",
"충청북도","부산광역시","계","5 - 9세","이동자수","명","56","66","62","53","57","32",
"충청북도","부산광역시","계","5 - 9세","순이동자수","명","-3","-3","9","-11","-31","-22",
"충청북도","부산광역시","계","10 - 14세","이동자수","명","66","71","50","44","52","25",
"충청북도","부산광역시","계","10 - 14세","순이동자수","명","5","20","1","-2","-4","-22",
"충청북도","부산광역시","계","15 - 19세","이동자수","명","76","98","102","77","107","78",
"충청북도","부산광역시","계","15 - 19세","순이동자수","명","13","4","6","0","16","1",
"충청북도","부산광역시","계","20 - 24세","이동자수","명","169","224","230","203","227","203",
"충청북도","부산광역시","계","20 - 24세","순이동자수","명","-19","-3","-31","-29","-39","-56",
"충청북도","부산광역시","계","25 - 29세","이동자수","명","201","267","206","218","244","290",
"충청북도","부산광역시","계","25 - 29세","순이동자수","명","-109","-40","-124","-71","-78","-135",
"충청북도","부산광역시","계","30 - 34세","이동자수","명","225","213","186","182","168","131",
"충청북도","부산광역시","계","30 - 34세","순이동자수","명","-7","-18","-52","-55","-58","-72",
"충청북도","부산광역시","계","35 - 39세","이동자수","명","127","188","158","140","142","118",
"충청북도","부산광역시","계","35 - 39세","순이동자수","명","-23","26","-15","-30","-47","-45",
"충청북도","부산광역시","계","40 - 44세","이동자수","명","118","167","157","117","128","99",
"충청북도","부산광역시","계","40 - 44세","순이동자수","명","-1","18","3","-13","-5","-25",
"충청북도","부산광역시","계","45 - 49세","이동자수","명","120","134","129","111","120","90",
"충청북도","부산광역시","계","45 - 49세","순이동자수","명","23","-9","-12","-9","-31","-43",
"충청북도","부산광역시","계","50 - 54세","이동자수","명","97","105","101","94","80","64",
"충청북도","부산광역시","계","50 - 54세","순이동자수","명","-15","-19","-24","-11","-18","-26",
"충청북도","부산광역시","계","55 - 59세","이동자수","명","63","86","85","71","82","65",
"충청북도","부산광역시","계","55 - 59세","순이동자수","명","-36","-22","-24","-42","-34","-29",
"충청북도","부산광역시","계","60 - 64세","이동자수","명","41","57","57","65","48","52",
"충청북도","부산광역시","계","60 - 64세","순이동자수","명","-23","-22","-21","-27","-56","-38",
"충청북도","부산광역시","계","65 - 69세","이동자수","명","36","38","37","31","43","33",
"충청북도","부산광역시","계","65 - 69세","순이동자수","명","10","-16","-9","-14","-2","-26",
"충청북도","부산광역시","계","70 - 74세","이동자수","명","27","33","33","20","22","15",
"충청북도","부산광역시","계","70 - 74세","순이동자수","명","-1","-1","7","-13","-2","-7",
"충청북도","부산광역시","계","75 - 79세","이동자수","명","13","33","34","19","22","14",
"충청북도","부산광역시","계","75 - 79세","순이동자수","명","-5","10","14","-8","-1","-13",
"충청북도","부산광역시","계","80세이상","이동자수","명","22","42","49","32","39","42",
"충청북도","부산광역시","계","80세이상","순이동자수","명","-11","11","3","7","1","-4",
"충청북도","대구광역시","계","계","이동자수","명","1693","1816","1450","1517","1443","1450",
"충청북도","대구광역시","계","계","순이동자수","명","-265","-210","-507","-254","-381","-567",
"충청북도","대구광역시","계","0 - 4세","이동자수","명","107","108","88","82","63","75",
"충청북도","대구광역시","계","0 - 4세","순이동자수","명","7","13","-3","5","-11","4",
"충청북도","대구광역시","계","5 - 9세","이동자수","명","78","81","62","56","55","51",
"충청북도","대구광역시","계","5 - 9세","순이동자수","명","23","-1","6","4","1","-12",
"충청북도","대구광역시","계","10 - 14세","이동자수","명","68","60","46","31","29","41",
"충청북도","대구광역시","계","10 - 14세","순이동자수","명","-7","-13","7","10","-15","-8",
"충청북도","대구광역시","계","15 - 19세","이동자수","명","87","76","59","75","63","67",
"충청북도","대구광역시","계","15 - 19세","순이동자수","명","2","-18","-9","4","1","-13",
"충청북도","대구광역시","계","20 - 24세","이동자수","명","179","184","159","219","217","214",
"충청북도","대구광역시","계","20 - 24세","순이동자수","명","-29","-45","-152","-44","-7","-76",
"충청북도","대구광역시","계","25 - 29세","이동자수","명","220","242","218","209","235","244",
"충청북도","대구광역시","계","25 - 29세","순이동자수","명","-101","-66","-149","-100","-107","-201",
"충청북도","대구광역시","계","30 - 34세","이동자수","명","238","241","203","198","172","145",
"충청북도","대구광역시","계","30 - 34세","순이동자수","명","-44","-44","-60","-28","-54","-53",
"충청북도","대구광역시","계","35 - 39세","이동자수","명","169","176","149","169","142","149",
"충청북도","대구광역시","계","35 - 39세","순이동자수","명","8","-6","-19","27","-24","-47",
"충청북도","대구광역시","계","40 - 44세","이동자수","명","150","172","101","100","96","88",
"충청북도","대구광역시","계","40 - 44세","순이동자수","명","-36","9","-9","-20","-29","-41",
"충청북도","대구광역시","계","45 - 49세","이동자수","명","104","127","90","101","111","99",
"충청북도","대구광역시","계","45 - 49세","순이동자수","명","-17","-15","-26","-14","-11","-15",
"충청북도","대구광역시","계","50 - 54세","이동자수","명","90","95","77","66","54","77",
"충청북도","대구광역시","계","50 - 54세","순이동자수","명","-35","-25","-37","-54","-48","-31",
"충청북도","대구광역시","계","55 - 59세","이동자수","명","68","87","65","60","82","68",
"충청북도","대구광역시","계","55 - 59세","순이동자수","명","-24","0","-32","-33","-27","-39",
"충청북도","대구광역시","계","60 - 64세","이동자수","명","39","50","44","49","39","45",
"충청북도","대구광역시","계","60 - 64세","순이동자수","명","-12","2","-13","-12","-27","-15",
"충청북도","대구광역시","계","65 - 69세","이동자수","명","21","26","26","28","25","16",
"충청북도","대구광역시","계","65 - 69세","순이동자수","명","-13","-2","-7","2","-7","-14",
"충청북도","대구광역시","계","70 - 74세","이동자수","명","24","38","21","22","13","12",
"충청북도","대구광역시","계","70 - 74세","순이동자수","명","-10","4","-11","-5","-12","-12",
"충청북도","대구광역시","계","75 - 79세","이동자수","명","24","30","22","19","20","20",
"충청북도","대구광역시","계","75 - 79세","순이동자수","명","12","3","11","-2","5","2",
"충청북도","대구광역시","계","80세이상","이동자수","명","27","23","20","33","27","39",
"충청북도","대구광역시","계","80세이상","순이동자수","명","11","-6","-4","6","-9","4",
"충청북도","인천광역시","계","계","이동자수","명","3429","3457","3509","3308","3416","3394",
"충청북도","인천광역시","계","계","순이동자수","명","-743","-753","-1115","-995","-635","-797",
"충청북도","인천광역시","계","0 - 4세","이동자수","명","174","194","174","183","152","140",
"충청북도","인천광역시","계","0 - 4세","순이동자수","명","-68","-21","-74","-21","-32","-42",
"충청북도","인천광역시","계","5 - 9세","이동자수","명","120","123","115","94","111","96",
"충청북도","인천광역시","계","5 - 9세","순이동자수","명","-53","-24","-60","-65","-47","-64",
"충청북도","인천광역시","계","10 - 14세","이동자수","명","97","96","105","74","68","74",
"충청북도","인천광역시","계","10 - 14세","순이동자수","명","-35","-14","-26","-37","-24","-27",
"충청북도","인천광역시","계","15 - 19세","이동자수","명","190","167","212","155","148","159",
"충청북도","인천광역시","계","15 - 19세","순이동자수","명","-18","-72","-51","-56","-51","-21",
"충청북도","인천광역시","계","20 - 24세","이동자수","명","428","477","484","539","529","560",
"충청북도","인천광역시","계","20 - 24세","순이동자수","명","5","-21","-17","30","33","105",
"충청북도","인천광역시","계","25 - 29세","이동자수","명","494","489","469","516","505","563",
"충청북도","인천광역시","계","25 - 29세","순이동자수","명","4","-10","-48","44","24","-33",
"충청북도","인천광역시","계","30 - 34세","이동자수","명","441","409","428","371","359","351",
"충청북도","인천광역시","계","30 - 34세","순이동자수","명","-39","-75","-44","-63","-41","-11",
"충청북도","인천광역시","계","35 - 39세","이동자수","명","288","270","282","264","311","280",
"충청북도","인천광역시","계","35 - 39세","순이동자수","명","-82","-49","-145","-74","-34","-86",
"충청북도","인천광역시","계","40 - 44세","이동자수","명","247","245","262","229","208","209",
"충청북도","인천광역시","계","40 - 44세","순이동자수","명","-73","-29","-107","-94","-71","-78",
"충청북도","인천광역시","계","45 - 49세","이동자수","명","184","193","209","169","198","199",
"충청북도","인천광역시","계","45 - 49세","순이동자수","명","-100","-79","-108","-123","-61","-106",
"충청북도","인천광역시","계","50 - 54세","이동자수","명","204","238","201","166","173","165",
"충청북도","인천광역시","계","50 - 54세","순이동자수","명","-89","-101","-118","-178","-78","-113",
"충청북도","인천광역시","계","55 - 59세","이동자수","명","159","183","186","188","201","201",
"충청북도","인천광역시","계","55 - 59세","순이동자수","명","-114","-141","-165","-153","-136","-110",
"충청북도","인천광역시","계","60 - 64세","이동자수","명","109","103","126","108","141","135",
"충청북도","인천광역시","계","60 - 64세","순이동자수","명","-46","-64","-101","-142","-125","-108",
"충청북도","인천광역시","계","65 - 69세","이동자수","명","74","70","73","78","103","78",
"충청북도","인천광역시","계","65 - 69세","순이동자수","명","-43","-45","-42","-25","-8","-59",
"충청북도","인천광역시","계","70 - 74세","이동자수","명","62","74","57","45","48","43",
"충청북도","인천광역시","계","70 - 74세","순이동자수","명","-24","-16","-12","-35","-28","-33",
"충청북도","인천광역시","계","75 - 79세","이동자수","명","64","53","56","54","53","45",
"충청북도","인천광역시","계","75 - 79세","순이동자수","명","2","5","4","3","9","-20",
"충청북도","인천광역시","계","80세이상","이동자수","명","94","73","70","75","108","96",
"충청북도","인천광역시","계","80세이상","순이동자수","명","30","3","-1","-6","35","9",
"충청북도","광주광역시","계","계","이동자수","명","716","904","711","647","680","729",
"충청북도","광주광역시","계","계","순이동자수","명","-66","-41","-259","-201","-230","-299",
"충청북도","광주광역시","계","0 - 4세","이동자수","명","57","56","45","34","40","38",
"충청북도","광주광역시","계","0 - 4세","순이동자수","명","10","-3","-13","-8","-8","-10",
"충청북도","광주광역시","계","5 - 9세","이동자수","명","27","49","28","36","24","37",
"충청북도","광주광역시","계","5 - 9세","순이동자수","명","-3","14","-11","4","-18","-1",
"충청북도","광주광역시","계","10 - 14세","이동자수","명","28","30","23","21","17","6",
"충청북도","광주광역시","계","10 - 14세","순이동자수","명","6","11","2","-7","0","-15",
"충청북도","광주광역시","계","15 - 19세","이동자수","명","43","33","26","32","28","39",
"충청북도","광주광역시","계","15 - 19세","순이동자수","명","7","-11","-15","-6","-11","-11",
"충청북도","광주광역시","계","20 - 24세","이동자수","명","76","93","84","74","78","85",
"충청북도","광주광역시","계","20 - 24세","순이동자수","명","-9","-25","-42","-51","-56","-67",
"충청북도","광주광역시","계","25 - 29세","이동자수","명","101","122","100","93","120","125",
"충청북도","광주광역시","계","25 - 29세","순이동자수","명","-49","-39","-61","-67","-44","-88",
"충청북도","광주광역시","계","30 - 34세","이동자수","명","112","131","101","103","87","92",
"충청북도","광주광역시","계","30 - 34세","순이동자수","명","-16","-19","-32","-5","-26","-32",
"충청북도","광주광역시","계","35 - 39세","이동자수","명","62","80","83","66","67","81",
"충청북도","광주광역시","계","35 - 39세","순이동자수","명","-4","0","-14","-18","-45","-14",
"충청북도","광주광역시","계","40 - 44세","이동자수","명","63","103","65","56","47","56",
"충청북도","광주광역시","계","40 - 44세","순이동자수","명","2","22","-15","-4","-7","-31",
"충청북도","광주광역시","계","45 - 49세","이동자수","명","45","74","52","40","57","46",
"충청북도","광주광역시","계","45 - 49세","순이동자수","명","-7","21","-16","-9","0","-8",
"충청북도","광주광역시","계","50 - 54세","이동자수","명","39","44","23","29","45","43",
"충청북도","광주광역시","계","50 - 54세","순이동자수","명","-1","-5","-18","-10","4","-2",
"충청북도","광주광역시","계","55 - 59세","이동자수","명","19","25","30","22","22","30",
"충청북도","광주광역시","계","55 - 59세","순이동자수","명","2","-14","-6","-12","-11","-9",
"충청북도","광주광역시","계","60 - 64세","이동자수","명","17","25","19","14","10","16",
"충청북도","광주광역시","계","60 - 64세","순이동자수","명","-2","8","-1","-5","-8","-12",
"충청북도","광주광역시","계","65 - 69세","이동자수","명","11","15","10","8","9","13",
"충청북도","광주광역시","계","65 - 69세","순이동자수","명","0","4","-2","0","2","-3",
"충청북도","광주광역시","계","70 - 74세","이동자수","명","8","10","11","6","7","9",
"충청북도","광주광역시","계","70 - 74세","순이동자수","명","0","2","-1","-1","-6","2",
"충청북도","광주광역시","계","75 - 79세","이동자수","명","6","5","6","7","10","9",
"충청북도","광주광역시","계","75 - 79세","순이동자수","명","3","-7","-4","0","0","2",
"충청북도","광주광역시","계","80세이상","이동자수","명","2","9","5","6","12","4",
"충청북도","광주광역시","계","80세이상","순이동자수","명","-5","0","-10","-2","4","0",
"충청북도","대전광역시","계","계","이동자수","명","8442","8552","7749","7917","8014","7905",
"충청북도","대전광역시","계","계","순이동자수","명","134","296","-516","169","361","3",
"충청북도","대전광역시","계","0 - 4세","이동자수","명","517","523","397","385","360","353",
"충청북도","대전광역시","계","0 - 4세","순이동자수","명","9","84","-7","69","41","43",
"충청북도","대전광역시","계","5 - 9세","이동자수","명","362","326","242","249","244","223",
"충청북도","대전광역시","계","5 - 9세","순이동자수","명","91","49","12","23","27","-17",
"충청북도","대전광역시","계","10 - 14세","이동자수","명","304","266","222","178","167","143",
"충청북도","대전광역시","계","10 - 14세","순이동자수","명","68","42","-1","-6","24","14",
"충청북도","대전광역시","계","15 - 19세","이동자수","명","409","429","398","387","427","416",
"충청북도","대전광역시","계","15 - 19세","순이동자수","명","45","69","19","26","108","140",
"충청북도","대전광역시","계","20 - 24세","이동자수","명","979","1079","1083","1297","1244","1248",
"충청북도","대전광역시","계","20 - 24세","순이동자수","명","221","146","118","344","283","271",
"충청북도","대전광역시","계","25 - 29세","이동자수","명","1168","1227","1183","1284","1259","1395",
"충청북도","대전광역시","계","25 - 29세","순이동자수","명","40","50","15","139","59","48",
"충청북도","대전광역시","계","30 - 34세","이동자수","명","1192","1183","954","973","954","823",
"충청북도","대전광역시","계","30 - 34세","순이동자수","명","19","105","-110","42","53","-23",
"충청북도","대전광역시","계","35 - 39세","이동자수","명","797","724","690","666","673","654",
"충청북도","대전광역시","계","35 - 39세","순이동자수","명","62","-11","-27","44","49","-40",
"충청북도","대전광역시","계","40 - 44세","이동자수","명","646","585","551","502","552","495",
"충청북도","대전광역시","계","40 - 44세","순이동자수","명","29","31","-35","-37","33","6",
"충청북도","대전광역시","계","45 - 49세","이동자수","명","496","525","487","467","503","446",
"충청북도","대전광역시","계","45 - 49세","순이동자수","명","-41","-82","-84","-66","3","-40",
"충청북도","대전광역시","계","50 - 54세","이동자수","명","471","470","429","395","386","397",
"충청북도","대전광역시","계","50 - 54세","순이동자수","명","-162","-93","-156","-135","-118","-100",
"충청북도","대전광역시","계","55 - 59세","이동자수","명","352","401","368","388","424","439",
"충청북도","대전광역시","계","55 - 59세","순이동자수","명","-139","-60","-119","-176","-108","-142",
"충청북도","대전광역시","계","60 - 64세","이동자수","명","213","269","242","300","302","321",
"충청북도","대전광역시","계","60 - 64세","순이동자수","명","-98","-16","-102","-44","-94","-125",
"충청북도","대전광역시","계","65 - 69세","이동자수","명","137","145","142","141","155","202",
"충청북도","대전광역시","계","65 - 69세","순이동자수","명","-31","-40","-24","-31","-36","-3",
"충청북도","대전광역시","계","70 - 74세","이동자수","명","130","120","125","104","117","95",
"충청북도","대전광역시","계","70 - 74세","순이동자수","명","-7","-18","-4","-4","4","-40",
"충청북도","대전광역시","계","75 - 79세","이동자수","명","121","103","88","86","97","100",
"충청북도","대전광역시","계","75 - 79세","순이동자수","명","13","6","-18","0","21","-6",
"충청북도","대전광역시","계","80세이상","이동자수","명","148","177","148","115","150","155",
"충청북도","대전광역시","계","80세이상","순이동자수","명","15","34","7","-19","12","17",
"충청북도","울산광역시","계","계","이동자수","명","1173","865","1057","716","633","576",
"충청북도","울산광역시","계","계","순이동자수","명","282","-26","-105","-274","-344","-617",
"충청북도","울산광역시","계","0 - 4세","이동자수","명","101","54","62","47","36","31",
"충청북도","울산광역시","계","0 - 4세","순이동자수","명","46","13","-1","2","-5","-33",
"충청북도","울산광역시","계","5 - 9세","이동자수","명","65","47","41","19","32","24",
"충청북도","울산광역시","계","5 - 9세","순이동자수","명","24","2","1","-9","-15","-35",
"충청북도","울산광역시","계","10 - 14세","이동자수","명","51","32","41","21","10","11",
"충청북도","울산광역시","계","10 - 14세","순이동자수","명","10","3","-13","-5","-8","-16",
"충청북도","울산광역시","계","15 - 19세","이동자수","명","59","46","65","36","21","26",
"충청북도","울산광역시","계","15 - 19세","순이동자수","명","14","-5","-2","-8","-13","-5",
"충청북도","울산광역시","계","20 - 24세","이동자수","명","77","84","97","90","80","61",
"충청북도","울산광역시","계","20 - 24세","순이동자수","명","-16","-13","-22","-34","-36","-89",
"충청북도","울산광역시","계","25 - 29세","이동자수","명","161","131","127","123","101","102",
"충청북도","울산광역시","계","25 - 29세","순이동자수","명","46","23","-28","-12","-59","-120",
"충청북도","울산광역시","계","30 - 34세","이동자수","명","183","103","130","68","60","73",
"충청북도","울산광역시","계","30 - 34세","순이동자수","명","66","10","25","-46","-49","-60",
"충청북도","울산광역시","계","35 - 39세","이동자수","명","121","84","98","73","77","54",
"충청북도","울산광역시","계","35 - 39세","순이동자수","명","43","5","-16","8","1","-44",
"충청북도","울산광역시","계","40 - 44세","이동자수","명","88","73","113","44","43","47",
"충청북도","울산광역시","계","40 - 44세","순이동자수","명","12","-9","-22","-27","-27","-25",
"충청북도","울산광역시","계","45 - 49세","이동자수","명","73","53","73","45","29","36",
"충청북도","울산광역시","계","45 - 49세","순이동자수","명","14","-12","-7","-32","-31","-58",
"충청북도","울산광역시","계","50 - 54세","이동자수","명","54","45","52","37","30","27",
"충청북도","울산광역시","계","50 - 54세","순이동자수","명","-5","-12","-16","-28","-26","-42",
"충청북도","울산광역시","계","55 - 59세","이동자수","명","29","29","49","34","32","23",
"충청북도","울산광역시","계","55 - 59세","순이동자수","명","-7","-23","-5","-35","-45","-43",
"충청북도","울산광역시","계","60 - 64세","이동자수","명","24","19","30","26","27","23",
"충청북도","울산광역시","계","60 - 64세","순이동자수","명","2","-15","-11","-20","-18","-25",
"충청북도","울산광역시","계","65 - 69세","이동자수","명","19","26","16","9","9","9",
"충청북도","울산광역시","계","65 - 69세","순이동자수","명","1","6","-5","-19","-15","-13",
"충청북도","울산광역시","계","70 - 74세","이동자수","명","20","11","18","7","6","4",
"충청북도","울산광역시","계","70 - 74세","순이동자수","명","13","-3","3","-14","-6","-5",
"충청북도","울산광역시","계","75 - 79세","이동자수","명","18","7","10","10","14","9",
"충청북도","울산광역시","계","75 - 79세","순이동자수","명","11","1","-5","3","0","-4",
"충청북도","울산광역시","계","80세이상","이동자수","명","30","21","35","27","26","16",
"충청북도","울산광역시","계","80세이상","순이동자수","명","8","3","19","2","8","0",
"충청북도","세종특별자치시","계","계","이동자수","명","2794","5940","9061","5544","6270","5978",
"충청북도","세종특별자치시","계","계","순이동자수","명","919","4072","6753","2918","3455","3005",
"충청북도","세종특별자치시","계","0 - 4세","이동자수","명","212","587","937","463","472","463",
"충청북도","세종특별자치시","계","0 - 4세","순이동자수","명","74","484","800","277","292","289",
"충청북도","세종특별자치시","계","5 - 9세","이동자수","명","134","500","853","376","465","425",
"충청북도","세종특별자치시","계","5 - 9세","순이동자수","명","59","409","747","242","346","314",
"충청북도","세종특별자치시","계","10 - 14세","이동자수","명","120","347","605","264","358","248",
"충청북도","세종특별자치시","계","10 - 14세","순이동자수","명","36","272","519","156","247","159",
"충청북도","세종특별자치시","계","15 - 19세","이동자수","명","140","255","350","236","287","262",
"충청북도","세종특별자치시","계","15 - 19세","순이동자수","명","46","177","254","126","179","149",
"충청북도","세종특별자치시","계","20 - 24세","이동자수","명","222","322","472","381","404","397",
"충청북도","세종특별자치시","계","20 - 24세","순이동자수","명","83","183","306","159","178","144",
"충청북도","세종특별자치시","계","25 - 29세","이동자수","명","333","424","611","502","570","663",
"충청북도","세종특별자치시","계","25 - 29세","순이동자수","명","97","200","325","205","237","290",
"충청북도","세종특별자치시","계","30 - 34세","이동자수","명","378","825","1194","735","803","743",
"충청북도","세종특별자치시","계","30 - 34세","순이동자수","명","113","558","870","414","446","391",
"충청북도","세종특별자치시","계","35 - 39세","이동자수","명","269","782","1218","697","772","787",
"충청북도","세종특별자치시","계","35 - 39세","순이동자수","명","78","571","972","397","466","452",
"충청북도","세종특별자치시","계","40 - 44세","이동자수","명","241","605","990","558","645","511",
"충청북도","세종특별자치시","계","40 - 44세","순이동자수","명","88","439","755","315","376","277",
"충청북도","세종특별자치시","계","45 - 49세","이동자수","명","184","367","595","410","445","409",
"충청북도","세종특별자치시","계","45 - 49세","순이동자수","명","30","239","441","237","230","174",
"충청북도","세종특별자치시","계","50 - 54세","이동자수","명","214","296","400","292","335","292",
"충청북도","세종특별자치시","계","50 - 54세","순이동자수","명","98","154","266","139","171","114",
"충청북도","세종특별자치시","계","55 - 59세","이동자수","명","134","243","301","248","261","275",
"충청북도","세종특별자치시","계","55 - 59세","순이동자수","명","53","152","174","111","113","90",
"충청북도","세종특별자치시","계","60 - 64세","이동자수","명","72","146","202","161","163","211",
"충청북도","세종특별자치시","계","60 - 64세","순이동자수","명","32","90","124","77","55","64",
"충청북도","세종특별자치시","계","65 - 69세","이동자수","명","37","88","122","67","107","106",
"충청북도","세종특별자치시","계","65 - 69세","순이동자수","명","8","49","80","23","46","40",
"충청북도","세종특별자치시","계","70 - 74세","이동자수","명","43","65","91","61","75","67",
"충청북도","세종특별자치시","계","70 - 74세","순이동자수","명","11","47","58","16","39","25",
"충청북도","세종특별자치시","계","75 - 79세","이동자수","명","27","51","49","46","61","53",
"충청북도","세종특별자치시","계","75 - 79세","순이동자수","명","-1","27","24","17","21","16",
"충청북도","세종특별자치시","계","80세이상","이동자수","명","34","37","71","47","47","66",
"충청북도","세종특별자치시","계","80세이상","순이동자수","명","14","21","38","7","13","17",
"충청북도","경기도","계","계","이동자수","명","20083","19697","20075","19803","19833","20949",
"충청북도","경기도","계","계","순이동자수","명","-2743","-3916","-3617","-2815","-2653","-2108",
"충청북도","경기도","계","0 - 4세","이동자수","명","1264","1054","1020","1002","1120","962",
"충청북도","경기도","계","0 - 4세","순이동자수","명","-63","-276","-245","-135","154","9",
"충청북도","경기도","계","5 - 9세","이동자수","명","884","771","660","680","757","693",
"충청북도","경기도","계","5 - 9세","순이동자수","명","-45","-192","-242","-132","-48","-87",
"충청북도","경기도","계","10 - 14세","이동자수","명","764","699","620","544","516","520",
"충청북도","경기도","계","10 - 14세","순이동자수","명","-27","-64","-48","-35","-80","-69",
"충청북도","경기도","계","15 - 19세","이동자수","명","1060","1137","1256","1221","1067","1066",
"충청북도","경기도","계","15 - 19세","순이동자수","명","-269","-366","-213","-136","-361","-131",
"충청북도","경기도","계","20 - 24세","이동자수","명","2066","2227","2407","2634","2409","2796",
"충청북도","경기도","계","20 - 24세","순이동자수","명","-15","-45","-11","260","48","469",
"충청북도","경기도","계","25 - 29세","이동자수","명","2860","2796","2854","2826","2946","3298",
"충청북도","경기도","계","25 - 29세","순이동자수","명","411","219","295","360","300","341",
"충청북도","경기도","계","30 - 34세","이동자수","명","2670","2550","2555","2309","2277","2193",
"충청북도","경기도","계","30 - 34세","순이동자수","명","-155","-246","-99","-99","141","-30",
"충청북도","경기도","계","35 - 39세","이동자수","명","1914","1775","1758","1740","1899","1871",
"충청북도","경기도","계","35 - 39세","순이동자수","명","-253","-289","-389","-282","-115","-312",
"충청북도","경기도","계","40 - 44세","이동자수","명","1481","1439","1489","1370","1411","1372",
"충청북도","경기도","계","40 - 44세","순이동자수","명","-353","-451","-334","-305","-251","-343",
"충청북도","경기도","계","45 - 49세","이동자수","명","1172","1181","1281","1259","1226","1375",
"충청북도","경기도","계","45 - 49세","순이동자수","명","-377","-552","-358","-364","-385","-310",
"충청북도","경기도","계","50 - 54세","이동자수","명","1151","1134","1146","1018","978","1133",
"충청북도","경기도","계","50 - 54세","순이동자수","명","-519","-567","-598","-509","-530","-496",
"충청북도","경기도","계","55 - 59세","이동자수","명","803","921","985","1043","1043","1163",
"충청북도","경기도","계","55 - 59세","순이동자수","명","-485","-461","-631","-648","-620","-508",
"충청북도","경기도","계","60 - 64세","이동자수","명","560","596","633","730","732","902",
"충청북도","경기도","계","60 - 64세","순이동자수","명","-293","-293","-444","-431","-496","-450",
"충청북도","경기도","계","65 - 69세","이동자수","명","379","397","394","421","461","497",
"충청북도","경기도","계","65 - 69세","순이동자수","명","-180","-179","-178","-194","-222","-134",
"충청북도","경기도","계","70 - 74세","이동자수","명","382","342","342","324","326","308",
"충청북도","경기도","계","70 - 74세","순이동자수","명","-107","-110","-95","-105","-100","-85",
"충청북도","경기도","계","75 - 79세","이동자수","명","316","300","299","287","267","297",
"충청북도","경기도","계","75 - 79세","순이동자수","명","-23","-25","-18","-44","-63","-56",
"충청북도","경기도","계","80세이상","이동자수","명","357","378","376","395","398","503",
"충청북도","경기도","계","80세이상","순이동자수","명","10","-19","-9","-16","-25","84",
"충청북도","강원도","계","계","이동자수","명","4247","4736","4725","4420","4581","4089",
"충청북도","강원도","계","계","순이동자수","명","-20","296","19","-470","-183","-561",
"충청북도","강원도","계","0 - 4세","이동자수","명","274","302","224","229","231","204",
"충청북도","강원도","계","0 - 4세","순이동자수","명","46","24","-19","-9","-40","-18",
"충청북도","강원도","계","5 - 9세","이동자수","명","189","226","189","185","178","155",
"충청북도","강원도","계","5 - 9세","순이동자수","명","11","29","14","-31","-11","-12",
