"행정구역별","각세별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년",
"경기도","55세","총전출","","19599","21388","24859","25694","22554","23716",
"경기도","55세","순이동","","595","436","955","1394","917","1776",
"경기도","55세","시군구간전입","","5315","5830","6877","7075","6507","7108",
"경기도","55세","시군구간전출","","5315","5830","6877","7075","6507","7108",
"경기도","55세","시도간전입","","6494","6746","7824","8193","7037","7665",
"경기도","55세","시도간전출","","5899","6310","6869","6799","6120","5889",
"경기도","56세","총전입","","18545","20164","23118","25230","25112","24399",
"경기도","56세","총전출","","17873","19594","21887","23832","23903","22837",
"경기도","56세","순이동","","672","570","1231","1398","1209","1562",
"경기도","56세","시군구간전입","","4871","5347","6145","6568","6959","6888",
"경기도","56세","시군구간전출","","4871","5347","6145","6568","6959","6888",
"경기도","56세","시도간전입","","6111","6434","7255","7836","7596","7289",
"경기도","56세","시도간전출","","5439","5864","6024","6438","6387","5727",
"경기도","57세","총전입","","17004","18574","21473","22781","23435","25923",
"경기도","57세","총전출","","16437","18126","20318","21170","22152","24263",
"경기도","57세","순이동","","567","448","1155","1611","1283","1660",
"경기도","57세","시군구간전입","","4539","4998","5706","5881","6375","7328",
"경기도","57세","시군구간전출","","4539","4998","5706","5881","6375","7328",
"경기도","57세","시도간전입","","5674","5976","6934","7432","7397","7801",
"경기도","57세","시도간전출","","5107","5528","5779","5821","6114","6141",
"경기도","58세","총전입","","16835","17463","19717","21012","21058","23948",
"경기도","58세","총전출","","16181","16806","18500","19556","19815","22218",
"경기도","58세","순이동","","654","657","1217","1456","1243","1730",
"경기도","58세","시군구간전입","","4564","4618","5230","5384","5680","6755",
"경기도","58세","시군구간전출","","4564","4618","5230","5384","5680","6755",
"경기도","58세","시도간전입","","5716","5890","6627","6913","6729","7459",
"경기도","58세","시도간전출","","5062","5233","5410","5457","5486","5729",
"경기도","59세","총전입","","13657","17035","18618","19971","19697","21798",
"경기도","59세","총전출","","12915","16298","17404","18348","18608","20040",
"경기도","59세","순이동","","742","737","1214","1623","1089","1758",
"경기도","59세","시군구간전입","","3593","4599","4779","5241","5413","6144",
"경기도","59세","시군구간전출","","3593","4599","4779","5241","5413","6144",
"경기도","59세","시도간전입","","4829","5772","6460","6736","6374","7010",
"경기도","59세","시도간전출","","4087","5035","5246","5113","5285","5252",
"경기도","60세","총전입","","13084","13834","18607","18428","18653","20828",
"경기도","60세","총전출","","12434","13306","17328","16993","17521","19002",
"경기도","60세","순이동","","650","528","1279","1435","1132","1826",
"경기도","60세","시군구간전입","","3403","3746","4870","4816","5157","5838",
"경기도","60세","시군구간전출","","3403","3746","4870","4816","5157","5838",
"경기도","60세","시도간전입","","4820","4826","6515","6474","6264","6925",
"경기도","60세","시도간전출","","4170","4298","5236","5039","5132","5099",
"경기도","61세","총전입","","11777","12989","14510","18100","17312","18968",
"경기도","61세","총전출","","11195","12292","13472","16489","16033","17262",
"경기도","61세","순이동","","582","697","1038","1611","1279","1706",
"경기도","61세","시군구간전입","","3125","3483","3783","4628","4784","5245",
"경기도","61세","시군구간전출","","3125","3483","3783","4628","4784","5245",
"경기도","61세","시도간전입","","4181","4658","5244","6331","5840","6522",
"경기도","61세","시도간전출","","3599","3961","4206","4720","4561","4816",
"경기도","62세","총전입","","9593","11776","14051","14408","16747","17621",
"경기도","62세","총전출","","9015","11304","12867","13106","15523","16069",
"경기도","62세","순이동","","578","472","1184","1302","1224","1552",
"경기도","62세","시군구간전입","","2496","3151","3613","3761","4557","4889",
"경기도","62세","시군구간전출","","2496","3151","3613","3761","4557","4889",
"경기도","62세","시도간전입","","3621","4186","5093","5082","5757","5930",
"경기도","62세","시도간전출","","3043","3714","3909","3780","4533","4378",
"경기도","63세","총전입","","10251","9469","12832","13845","13160","17090",
"경기도","63세","총전출","","9710","9070","11686","12586","12156","15576",
"경기도","63세","순이동","","541","399","1146","1259","1004","1514",
"경기도","63세","시군구간전입","","2674","2530","3346","3536","3541","4773",
"경기도","63세","시군구간전출","","2674","2530","3346","3536","3541","4773",
"경기도","63세","시도간전입","","3773","3459","4685","4955","4594","5861",
"경기도","63세","시도간전출","","3232","3060","3539","3696","3590","4347",
"경기도","64세","총전입","","10285","10624","10508","12864","13107","13898",
"경기도","64세","총전출","","9859","10222","9749","11698","12121","12490",
"경기도","64세","순이동","","426","402","759","1166","986","1408",
"경기도","64세","시군구간전입","","2698","2829","2656","3256","3503","3713",
"경기도","64세","시군구간전출","","2698","2829","2656","3256","3503","3713",
"경기도","64세","시도간전입","","3728","3831","3888","4790","4636","4948",
"경기도","64세","시도간전출","","3302","3429","3129","3624","3650","3540",
"경기도","65세","총전입","","10250","10312","11045","10081","11742","13339",
"경기도","65세","총전출","","9627","9692","9985","9070","10752","11880",
"경기도","65세","순이동","","623","620","1060","1011","990","1459",
"경기도","65세","시군구간전입","","2572","2658","2784","2492","3090","3574",
"경기도","65세","시군구간전출","","2572","2658","2784","2492","3090","3574",
"경기도","65세","시도간전입","","3857","3711","4062","3736","4184","4752",
"경기도","65세","시도간전출","","3234","3091","3002","2725","3194","3293",
"경기도","66세","총전입","","9296","9714","10121","10400","8925","11557",
"경기도","66세","총전출","","8818","9309","9197","9315","8114","10355",
"경기도","66세","순이동","","478","405","924","1085","811","1202",
"경기도","66세","시군구간전입","","2454","2479","2519","2562","2244","3122",
"경기도","66세","시군구간전출","","2454","2479","2519","2562","2244","3122",
"경기도","66세","시도간전입","","3359","3477","3760","3816","3270","4024",
"경기도","66세","시도간전출","","2881","3072","2836","2731","2459","2822",
"경기도","67세","총전입","","7075","9386","10205","10157","9641","9057",
"경기도","67세","총전출","","6720","8924","9123","9027","8815","8039",
"경기도","67세","순이동","","355","462","1082","1130","826","1018",
"경기도","67세","시군구간전입","","1813","2389","2533","2577","2483","2369",
"경기도","67세","시군구간전출","","1813","2389","2533","2577","2483","2369",
"경기도","67세","시도간전입","","2552","3381","3823","3651","3423","3267",
"경기도","67세","시도간전출","","2197","2919","2741","2521","2597","2249",
"경기도","68세","총전입","","7255","7007","9804","10086","9420","9499",
"경기도","68세","총전출","","6895","6582","8832","8945","8358","8529",
"경기도","68세","순이동","","360","425","972","1141","1062","970",
"경기도","68세","시군구간전입","","1867","1805","2483","2495","2328","2533",
"경기도","68세","시군구간전출","","1867","1805","2483","2495","2328","2533",
"경기도","68세","시도간전입","","2643","2507","3527","3746","3478","3367",
"경기도","68세","시도간전출","","2283","2082","2555","2605","2416","2397",
"경기도","69세","총전입","","7085","7155","7209","9766","9246","9570",
"경기도","69세","총전출","","6672","6737","6502","8544","8318","8545",
"경기도","69세","순이동","","413","418","707","1222","928","1025",
"경기도","69세","시군구간전입","","1828","1940","1758","2392","2389","2573",
"경기도","69세","시군구간전출","","1828","1940","1758","2392","2389","2573",
"경기도","69세","시도간전입","","2617","2580","2679","3534","3327","3393",
"경기도","69세","시도간전출","","2204","2162","1972","2312","2399","2368",
"경기도","70세","총전입","","7865","7094","7585","7061","8633","9076",
"경기도","70세","총전출","","7413","6694","6755","6364","7869","8015",
"경기도","70세","순이동","","452","400","830","697","764","1061",
"경기도","70세","시군구간전입","","1979","1822","1772","1741","2187","2346",
"경기도","70세","시군구간전출","","1979","1822","1772","1741","2187","2346",
"경기도","70세","시도간전입","","2870","2550","2895","2563","3063","3247",
"경기도","70세","시도간전출","","2418","2150","2065","1866","2299","2186",
"경기도","71세","총전입","","7831","7621","7205","7164","6399","8660",
"경기도","71세","총전출","","7447","7128","6505","6527","5800","7727",
"경기도","71세","순이동","","384","493","700","637","599","933",
"경기도","71세","시군구간전입","","2079","1913","1731","1825","1633","2261",
"경기도","71세","시군구간전출","","2079","1913","1731","1825","1633","2261",
"경기도","71세","시도간전입","","2796","2738","2658","2572","2301","3130",
"경기도","71세","시도간전출","","2412","2245","1958","1935","1702","2197",
"경기도","72세","총전입","","6511","7659","7929","7120","6573","6460",
"경기도","72세","총전출","","6199","7176","7176","6362","5969","5782",
"경기도","72세","순이동","","312","483","753","758","604","678",
"경기도","72세","시군구간전입","","1703","2004","1982","1717","1674","1694",
"경기도","72세","시군구간전출","","1703","2004","1982","1717","1674","1694",
"경기도","72세","시도간전입","","2389","2771","2924","2593","2320","2267",
"경기도","72세","시도간전출","","2077","2288","2171","1835","1716","1589",
"경기도","73세","총전입","","6107","6283","7822","7593","6398","6511",
"경기도","73세","총전출","","5827","6121","7136","6840","5773","5785",
"경기도","73세","순이동","","280","162","686","753","625","726",
"경기도","73세","시군구간전입","","1583","1626","1988","1912","1629","1679",
"경기도","73세","시군구간전출","","1583","1626","1988","1912","1629","1679",
"경기도","73세","시도간전입","","2161","2185","2816","2719","2241","2355",
"경기도","73세","시도간전출","","1881","2023","2130","1966","1616","1629",
"경기도","74세","총전입","","5972","6131","6573","7700","6931","6363",
"경기도","74세","총전출","","5684","5827","6032","6904","6352","5759",
"경기도","74세","순이동","","288","304","541","796","579","604",
"경기도","74세","시군구간전입","","1555","1603","1653","1892","1787","1726",
"경기도","74세","시군구간전출","","1555","1603","1653","1892","1787","1726",
"경기도","74세","시도간전입","","2123","2152","2347","2745","2414","2184",
"경기도","74세","시도간전출","","1835","1848","1806","1949","1835","1580",
"경기도","75세","총전입","","5432","5605","6027","6322","6790","7023",
"경기도","75세","총전출","","5181","5366","5522","5654","6207","6181",
"경기도","75세","순이동","","251","239","505","668","583","842",
"경기도","75세","시군구간전입","","1425","1468","1543","1539","1786","1771",
"경기도","75세","시군구간전출","","1425","1468","1543","1539","1786","1771",
"경기도","75세","시도간전입","","1918","1960","2157","2263","2364","2485",
"경기도","75세","시도간전출","","1667","1721","1652","1595","1781","1643",
"경기도","76세","총전입","","5169","5334","5876","6006","5638","6875",
"경기도","76세","총전출","","4873","5125","5390","5428","5056","6130",
"경기도","76세","순이동","","296","209","486","578","582","745",
"경기도","76세","시군구간전입","","1332","1389","1461","1515","1429","1786",
"경기도","76세","시군구간전출","","1332","1389","1461","1515","1429","1786",
"경기도","76세","시도간전입","","1913","1833","2131","2164","2031","2489",
"경기도","76세","시도간전출","","1617","1624","1645","1586","1449","1744",
"경기도","77세","총전입","","4749","4961","5452","5640","5177","5675",
"경기도","77세","총전출","","4528","4773","4945","5069","4774","4980",
"경기도","77세","순이동","","221","188","507","571","403","695",
"경기도","77세","시군구간전입","","1200","1250","1365","1409","1311","1446",
"경기도","77세","시군구간전출","","1200","1250","1365","1409","1311","1446",
"경기도","77세","시도간전입","","1726","1815","1977","1973","1812","2085",
"경기도","77세","시도간전출","","1505","1627","1470","1402","1409","1390",
"경기도","78세","총전입","","4557","4682","4926","5104","5097","5362",
"경기도","78세","총전출","","4309","4421","4552","4638","4607","4754",
"경기도","78세","순이동","","248","261","374","466","490","608",
"경기도","78세","시군구간전입","","1215","1255","1242","1294","1336","1350",
"경기도","78세","시군구간전출","","1215","1255","1242","1294","1336","1350",
"경기도","78세","시도간전입","","1645","1660","1799","1793","1824","1945",
"경기도","78세","시도간전출","","1397","1399","1425","1327","1334","1337",
"경기도","79세","총전입","","4037","4373","4634","4842","4505","5128",
"경기도","79세","총전출","","3868","4157","4260","4351","4126","4565",
"경기도","79세","순이동","","169","216","374","491","379","563",
"경기도","79세","시군구간전입","","965","1187","1160","1199","1150","1293",
"경기도","79세","시군구간전출","","965","1187","1160","1199","1150","1293",
"경기도","79세","시도간전입","","1479","1532","1659","1755","1590","1844",
"경기도","79세","시도간전출","","1310","1316","1285","1264","1211","1281",
"경기도","80세","총전입","","3587","3690","4344","4407","4416","4540",
"경기도","80세","총전출","","3453","3610","3929","4071","4051","4037",
"경기도","80세","순이동","","134","80","415","336","365","503",
"경기도","80세","시군구간전입","","966","938","1094","1132","1141","1119",
"경기도","80세","시군구간전출","","966","938","1094","1132","1141","1119",
"경기도","80세","시도간전입","","1310","1324","1603","1544","1546","1677",
"경기도","80세","시도간전출","","1176","1244","1188","1208","1181","1174",
"경기도","81세","총전입","","3203","3424","3817","4250","4139","4345",
"경기도","81세","총전출","","3034","3264","3471","3769","3766","3843",
"경기도","81세","순이동","","169","160","346","481","373","502",
"경기도","81세","시군구간전입","","854","891","938","995","1031","1117",
"경기도","81세","시군구간전출","","854","891","938","995","1031","1117",
"경기도","81세","시도간전입","","1210","1241","1430","1580","1508","1591",
"경기도","81세","시도간전출","","1041","1081","1084","1099","1135","1089",
"경기도","82세","총전입","","2847","3022","3333","3628","3599","3900",
"경기도","82세","총전출","","2700","2857","3088","3297","3320","3497",
"경기도","82세","순이동","","147","165","245","331","279","403",
"경기도","82세","시군구간전입","","722","752","820","906","943","989",
"경기도","82세","시군구간전출","","722","752","820","906","943","989",
"경기도","82세","시도간전입","","1088","1123","1250","1333","1328","1436",
"경기도","82세","시도간전출","","941","958","1005","1002","1049","1033",
"경기도","83세","총전입","","2669","2710","3107","3166","3233","3774",
"경기도","83세","총전출","","2519","2591","2746","2843","2967","3328",
"경기도","83세","순이동","","150","119","361","323","266","446",
"경기도","83세","시군구간전입","","691","675","769","827","857","932",
"경기도","83세","시군구간전출","","691","675","769","827","857","932",
"경기도","83세","시도간전입","","1040","1011","1169","1168","1174","1453",
"경기도","83세","시도간전출","","890","892","808","845","908","1007",
"경기도","84세","총전입","","2435","2555","2545","2928","2775","3321",
"경기도","84세","총전출","","2276","2408","2410","2600","2611","2881",
"경기도","84세","순이동","","159","147","135","328","164","440",
"경기도","84세","시군구간전입","","655","650","642","713","712","841",
"경기도","84세","시군구간전출","","655","650","642","713","712","841",
"경기도","84세","시도간전입","","944","987","946","1107","1026","1260",
"경기도","84세","시도간전출","","785","840","811","779","862","820",
"경기도","85세","총전입","","2153","2249","2411","2403","2532","2785",
"경기도","85세","총전출","","2006","2148","2216","2157","2274","2473",
"경기도","85세","순이동","","147","101","195","246","258","312",
"경기도","85세","시군구간전입","","565","581","607","589","658","750",
"경기도","85세","시군구간전출","","565","581","607","589","658","750",
"경기도","85세","시도간전입","","825","857","935","933","969","1063",
"경기도","85세","시도간전출","","678","756","740","687","711","751",
"경기도","86세","총전입","","1809","1904","2229","2195","2166","2429",
"경기도","86세","총전출","","1712","1857","1983","1921","1968","2147",
"경기도","86세","순이동","","97","47","246","274","198","282",
"경기도","86세","시군구간전입","","499","495","565","541","551","651",
"경기도","86세","시군구간전출","","499","495","565","541","551","651",
"경기도","86세","시도간전입","","684","731","901","860","819","924",
"경기도","86세","시도간전출","","587","684","655","586","621","642",
"경기도","87세","총전입","","1501","1593","1853","2059","2008","2115",
"경기도","87세","총전출","","1398","1513","1726","1867","1813","1863",
"경기도","87세","순이동","","103","80","127","192","195","252",
"경기도","87세","시군구간전입","","390","383","469","512","507","573",
"경기도","87세","시군구간전출","","390","383","469","512","507","573",
"경기도","87세","시도간전입","","579","634","691","784","773","783",
"경기도","87세","시도간전출","","476","554","564","592","578","531",
"경기도","88세","총전입","","1232","1297","1567","1581","1698","1892",
"경기도","88세","총전출","","1173","1244","1436","1453","1593","1648",
"경기도","88세","순이동","","59","53","131","128","105","244",
"경기도","88세","시군구간전입","","285","340","382","396","398","476",
"경기도","88세","시군구간전출","","285","340","382","396","398","476",
"경기도","88세","시도간전입","","492","514","615","640","656","721",
"경기도","88세","시도간전출","","433","461","484","512","551","477",
"경기도","89세","총전입","","1091","1038","1265","1333","1400","1745",
"경기도","89세","총전출","","1030","974","1141","1209","1279","1488",
"경기도","89세","순이동","","61","64","124","124","121","257",
"경기도","89세","시군구간전입","","283","282","306","330","363","445",
"경기도","89세","시군구간전출","","283","282","306","330","363","445",
"경기도","89세","시도간전입","","430","409","483","513","553","684",
"경기도","89세","시도간전출","","369","345","359","389","432","427",
"경기도","90세","총전입","","1128","892","960","1059","1114","1383",
"경기도","90세","총전출","","1096","861","867","978","998","1212",
"경기도","90세","순이동","","32","31","93","81","116","171",
"경기도","90세","시군구간전입","","330","216","250","301","278","363",
"경기도","90세","시군구간전출","","330","216","250","301","278","363",
"경기도","90세","시도간전입","","393","350","369","379","410","533",
"경기도","90세","시도간전출","","361","319","276","298","294","362",
"경기도","91세","총전입","","770","837","812","844","827","1040",
"경기도","91세","총전출","","682","785","728","778","797","907",
"경기도","91세","순이동","","88","52","84","66","30","133",
"경기도","91세","시군구간전입","","216","211","218","219","236","269",
"경기도","91세","시군구간전출","","216","211","218","219","236","269",
"경기도","91세","시도간전입","","311","330","320","313","320","382",
"경기도","91세","시도간전출","","223","278","236","247","290","249",
"경기도","92세","총전입","","539","650","789","690","705","801",
"경기도","92세","총전출","","556","627","746","645","626","723",
"경기도","92세","순이동","","-17","23","43","45","79","78",
"경기도","92세","시군구간전입","","159","166","215","175","193","193",
"경기도","92세","시군구간전출","","159","166","215","175","193","193",
"경기도","92세","시도간전입","","191","251","290","278","261","303",
"경기도","92세","시도간전출","","208","228","247","233","182","225",
"경기도","93세","총전입","","397","435","510","675","507","583",
"경기도","93세","총전출","","385","450","481","640","490","527",
"경기도","93세","순이동","","12","-15","29","35","17","56",
"경기도","93세","시군구간전입","","113","119","129","181","148","181",
"경기도","93세","시군구간전출","","113","119","129","181","148","181",
"경기도","93세","시도간전입","","159","158","197","251","192","210",
"경기도","93세","시도간전출","","147","173","168","216","175","154",
"경기도","94세","총전입","","272","303","327","480","488","474",
"경기도","94세","총전출","","276","301","307","421","434","391",
"경기도","94세","순이동","","-4","2","20","59","54","83",
"경기도","94세","시군구간전입","","92","93","81","118","123","116",
"경기도","94세","시군구간전출","","92","93","81","118","123","116",
"경기도","94세","시도간전입","","106","120","112","191","205","210",
"경기도","94세","시도간전출","","110","118","92","132","151","127",
"경기도","95세","총전입","","200","208","253","296","340","427",
"경기도","95세","총전출","","199","201","234","264","344","395",
"경기도","95세","순이동","","1","7","19","32","-4","32",
"경기도","95세","시군구간전입","","72","51","76","84","113","98",
"경기도","95세","시군구간전출","","72","51","76","84","113","98",
"경기도","95세","시도간전입","","70","95","91","111","100","170",
"경기도","95세","시도간전출","","69","88","72","79","104","138",
"경기도","96세","총전입","","136","153","164","214","226","286",
"경기도","96세","총전출","","141","157","149","185","204","267",
"경기도","96세","순이동","","-5","-4","15","29","22","19",
"경기도","96세","시군구간전입","","45","43","37","42","49","72",
"경기도","96세","시군구간전출","","45","43","37","42","49","72",
"경기도","96세","시도간전입","","45","61","71","92","94","101",
"경기도","96세","시도간전출","","50","65","56","63","72","82",
"경기도","97세","총전입","","107","104","107","150","155","177",
"경기도","97세","총전출","","101","114","103","131","134","172",
"경기도","97세","순이동","","6","-10","4","19","21","5",
"경기도","97세","시군구간전입","","22","28","29","35","37","44",
"경기도","97세","시군구간전출","","22","28","29","35","37","44",
"경기도","97세","시도간전입","","48","32","43","63","62","61",
"경기도","97세","시도간전출","","42","42","39","44","41","56",
"경기도","98세","총전입","","55","60","94","94","81","120",
"경기도","98세","총전출","","50","62","91","90","84","107",
"경기도","98세","순이동","","5","-2","3","4","-3","13",
"경기도","98세","시군구간전입","","15","15","30","32","17","41",
"경기도","98세","시군구간전출","","15","15","30","32","17","41",
"경기도","98세","시도간전입","","24","26","28","36","30","47",
"경기도","98세","시도간전출","","19","28","25","32","33","34",
"경기도","99세","총전입","","35","44","58","66","56","62",
"경기도","99세","총전출","","32","41","51","70","59","63",
"경기도","99세","순이동","","3","3","7","-4","-3","-1",
"경기도","99세","시군구간전입","","10","14","12","17","15","11",
"경기도","99세","시군구간전출","","10","14","12","17","15","11",
"경기도","99세","시도간전입","","13","18","23","23","19","26",
"경기도","99세","시도간전출","","10","15","16","27","22","27",
"경기도","100세이상","총전입","","66","88","125","128","130","149",
"경기도","100세이상","총전출","","72","87","114","113","109","126",
"경기도","100세이상","순이동","","-6","1","11","15","21","23",
"경기도","100세이상","시군구간전입","","11","14","29","25","24","34",
"경기도","100세이상","시군구간전출","","11","14","29","25","24","34",
"경기도","100세이상","시도간전입","","26","38","41","55","59","64",
"경기도","100세이상","시도간전출","","32","37","30","40","38","41",
"강원도","계","총전입","","217917","228369","227125","223484","211653","216398",
"강원도","계","총전출","","214931","226284","222352","221592","209618","220252",
"강원도","계","순이동","","2986","2085","4773","1892","2035","-3854",
"강원도","계","시군구간전입","","37608","38306","38880","39101","38720","37068",
"강원도","계","시군구간전출","","37608","38306","38880","39101","38720","37068",
"강원도","계","시도간전입","","81876","83119","87107","82563","80690","76312",
"강원도","계","시도간전출","","78890","81034","82334","80671","78655","80166",
"강원도","0세","총전입","","2730","2625","2367","2333","2118","2096",
"강원도","0세","총전출","","2610","2413","2288","2270","2019","2021",
"강원도","0세","순이동","","120","212","79","63","99","75",
"강원도","0세","시군구간전입","","432","387","350","396","350","359",
"강원도","0세","시군구간전출","","432","387","350","396","350","359",
"강원도","0세","시도간전입","","1041","971","893","852","782","703",
"강원도","0세","시도간전출","","921","759","814","789","683","628",
"강원도","1세","총전입","","2843","2983","2658","2536","2326","2269",
"강원도","1세","총전출","","2795","2884","2556","2420","2248","2219",
"강원도","1세","순이동","","48","99","102","116","78","50",
"강원도","1세","시군구간전입","","448","468","443","440","370","368",
"강원도","1세","시군구간전출","","448","468","443","440","370","368",
"강원도","1세","시도간전입","","1017","1056","960","930","873","768",
"강원도","1세","시도간전출","","969","957","858","814","795","718",
"강원도","2세","총전입","","2646","2792","2424","2244","2130","2196",
"강원도","2세","총전출","","2581","2651","2348","2231","2071","2146",
"강원도","2세","순이동","","65","141","76","13","59","50",
"강원도","2세","시군구간전입","","405","459","426","403","362","322",
"강원도","2세","시군구간전출","","405","459","426","403","362","322",
"강원도","2세","시도간전입","","926","963","876","789","771","712",
"강원도","2세","시도간전출","","861","822","800","776","712","662",
"강원도","3세","총전입","","2435","2790","2578","2344","2012","2127",
"강원도","3세","총전출","","2386","2642","2519","2281","2009","2135",
"강원도","3세","순이동","","49","148","59","63","3","-8",
"강원도","3세","시군구간전입","","397","432","419","385","376","349",
"강원도","3세","시군구간전출","","397","432","419","385","376","349",
"강원도","3세","시도간전입","","819","922","825","771","687","645",
"강원도","3세","시도간전출","","770","774","766","708","684","653",
"강원도","4세","총전입","","2270","2446","2390","2234","1936","2040",
"강원도","4세","총전출","","2248","2438","2320","2174","1959","2002",
"강원도","4세","순이동","","22","8","70","60","-23","38",
"강원도","4세","시군구간전입","","366","397","383","386","342","319",
"강원도","4세","시군구간전출","","366","397","383","386","342","319",
"강원도","4세","시도간전입","","789","746","800","714","620","597",
"강원도","4세","시도간전출","","767","738","730","654","643","559",
"강원도","5세","총전입","","2625","2561","2381","2426","2226","2167",
"강원도","5세","총전출","","2546","2463","2308","2343","2159","2187",
"강원도","5세","순이동","","79","98","73","83","67","-20",
"강원도","5세","시군구간전입","","373","363","392","369","379","351",
"강원도","5세","시군구간전출","","373","363","392","369","379","351",
"강원도","5세","시도간전입","","795","765","726","736","685","579",
"강원도","5세","시도간전출","","716","667","653","653","618","599",
"강원도","6세","총전입","","3709","3817","3435","3292","3307","3446",
"강원도","6세","총전출","","3696","3796","3320","3236","3280","3437",
"강원도","6세","순이동","","13","21","115","56","27","9",
"강원도","6세","시군구간전입","","457","476","420","419","415","436",
"강원도","6세","시군구간전출","","457","476","420","419","415","436",
"강원도","6세","시도간전입","","767","776","763","664","661","677",
"강원도","6세","시도간전출","","754","755","648","608","634","668",
"강원도","7세","총전입","","2121","2205","2183","1934","1776","2008",
"강원도","7세","총전출","","2076","2143","2117","1886","1819","1964",
"강원도","7세","순이동","","45","62","66","48","-43","44",
"강원도","7세","시군구간전입","","328","334","368","332","307","296",
"강원도","7세","시군구간전출","","328","334","368","332","307","296",
"강원도","7세","시도간전입","","609","622","611","531","483","524",
"강원도","7세","시도간전출","","564","560","545","483","526","480",
"강원도","8세","총전입","","1858","1904","1839","1914","1632","1728",
"강원도","8세","총전출","","1837","1937","1827","1855","1633","1708",
"강원도","8세","순이동","","21","-33","12","59","-1","20",
"강원도","8세","시군구간전입","","282","308","298","343","303","280",
"강원도","8세","시군구간전출","","282","308","298","343","303","280",
"강원도","8세","시도간전입","","587","519","545","559","482","466",
"강원도","8세","시도간전출","","566","552","533","500","483","446",
"강원도","9세","총전입","","1965","1900","1750","1772","1542","1652",
"강원도","9세","총전출","","1979","1895","1731","1719","1584","1683",
"강원도","9세","순이동","","-14","5","19","53","-42","-31",
"강원도","9세","시군구간전입","","332","311","312","306","271","288",
"강원도","9세","시군구간전출","","332","311","312","306","271","288",
"강원도","9세","시도간전입","","568","511","533","490","439","425",
"강원도","9세","시도간전출","","582","506","514","437","481","456",
"강원도","10세","총전입","","1859","1905","1759","1681","1535","1719",
"강원도","10세","총전출","","1866","1950","1721","1697","1603","1743",
"강원도","10세","순이동","","-7","-45","38","-16","-68","-24",
"강원도","10세","시군구간전입","","315","306","275","309","277","302",
"강원도","10세","시군구간전출","","315","306","275","309","277","302",
"강원도","10세","시도간전입","","512","515","505","437","381","408",
"강원도","10세","시도간전출","","519","560","467","453","449","432",
"강원도","11세","총전입","","1991","1854","1869","1542","1460","1539",
"강원도","11세","총전출","","2008","1899","1881","1611","1536","1580",
"강원도","11세","순이동","","-17","-45","-12","-69","-76","-41",
"강원도","11세","시군구간전입","","332","282","281","260","265","226",
"강원도","11세","시군구간전출","","332","282","281","260","265","226",
"강원도","11세","시도간전입","","536","465","522","377","330","343",
"강원도","11세","시도간전출","","553","510","534","446","406","384",
"강원도","12세","총전입","","2973","2642","2460","2492","2011","2120",
"강원도","12세","총전출","","3050","2721","2519","2507","2093","2187",
"강원도","12세","순이동","","-77","-79","-59","-15","-82","-67",
"강원도","12세","시군구간전입","","576","476","421","397","347","365",
"강원도","12세","시군구간전출","","576","476","421","397","347","365",
"강원도","12세","시도간전입","","626","539","492","516","389","388",
"강원도","12세","시도간전출","","703","618","551","531","471","455",
"강원도","13세","총전입","","1960","2064","1789","1651","1461","1526",
"강원도","13세","총전출","","2034","2081","1809","1644","1447","1563",
"강원도","13세","순이동","","-74","-17","-20","7","14","-37",
"강원도","13세","시군구간전입","","314","308","285","262","247","274",
"강원도","13세","시군구간전출","","314","308","285","262","247","274",
"강원도","13세","시도간전입","","475","531","457","397","359","336",
"강원도","13세","시도간전출","","549","548","477","390","345","373",
"강원도","14세","총전입","","2005","2085","1969","1635","1447","1433",
"강원도","14세","총전출","","2038","2165","1993","1677","1477","1488",
"강원도","14세","순이동","","-33","-80","-24","-42","-30","-55",
"강원도","14세","시군구간전입","","301","279","300","238","254","206",
"강원도","14세","시군구간전출","","301","279","300","238","254","206",
"강원도","14세","시도간전입","","496","450","532","380","319","307",
"강원도","14세","시도간전출","","529","530","556","422","349","362",
"강원도","15세","총전입","","2870","2864","2729","2633","2186","2144",
"강원도","15세","총전출","","2716","2706","2586","2470","2066","2059",
"강원도","15세","순이동","","154","158","143","163","120","85",
"강원도","15세","시군구간전입","","650","675","574","598","530","466",
"강원도","15세","시군구간전출","","650","675","574","598","530","466",
"강원도","15세","시도간전입","","861","813","763","765","639","579",
"강원도","15세","시도간전출","","707","655","620","602","519","494",
"강원도","16세","총전입","","2000","2180","2088","2036","1757","1544",
"강원도","16세","총전출","","1974","2153","2080","1994","1795","1542",
"강원도","16세","순이동","","26","27","8","42","-38","2",
"강원도","16세","시군구간전입","","358","343","372","372","401","325",
"강원도","16세","시군구간전출","","358","343","372","372","401","325",
"강원도","16세","시도간전입","","447","491","512","495","393","334",
"강원도","16세","시도간전출","","421","464","504","453","431","332",
"강원도","17세","총전입","","1998","1984","1888","1803","1663","1587",
"강원도","17세","총전출","","2031","2029","1906","1878","1697","1637",
"강원도","17세","순이동","","-33","-45","-18","-75","-34","-50",
"강원도","17세","시군구간전입","","333","333","321","319","348","260",
"강원도","17세","시군구간전출","","333","333","321","319","348","260",
"강원도","17세","시도간전입","","399","382","400","308","359","326",
"강원도","17세","시도간전출","","432","427","418","383","393","376",
"강원도","18세","총전입","","4555","4560","3957","3408","3259","3158",
