"행정구역별","각세별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년",
"대구광역시","63세","시도간전입","","513","538","597","585","478","635",
"대구광역시","63세","시도간전출","","620","660","827","727","671","869",
"대구광역시","64세","총전입","","2202","2302","2103","2444","2484","2488",
"대구광역시","64세","총전출","","2309","2394","2236","2537","2650","2599",
"대구광역시","64세","순이동","","-107","-92","-133","-93","-166","-111",
"대구광역시","64세","시군구간전입","","844","895","869","1068","1076","976",
"대구광역시","64세","시군구간전출","","844","895","869","1068","1076","976",
"대구광역시","64세","시도간전입","","536","612","509","584","567","587",
"대구광역시","64세","시도간전출","","643","704","642","677","733","698",
"대구광역시","65세","총전입","","2029","2257","2119","1804","2126","2413",
"대구광역시","65세","총전출","","2108","2384","2247","1912","2321","2615",
"대구광역시","65세","순이동","","-79","-127","-128","-108","-195","-202",
"대구광역시","65세","시군구간전입","","840","924","870","769","937","1004",
"대구광역시","65세","시군구간전출","","840","924","870","769","937","1004",
"대구광역시","65세","시도간전입","","486","537","489","417","454","505",
"대구광역시","65세","시도간전출","","565","664","617","525","649","707",
"대구광역시","66세","총전입","","1773","2033","2134","1766","1664","2120",
"대구광역시","66세","총전출","","1819","2096","2247","1859","1837","2226",
"대구광역시","66세","순이동","","-46","-63","-113","-93","-173","-106",
"대구광역시","66세","시군구간전입","","702","823","861","771","757","882",
"대구광역시","66세","시군구간전출","","702","823","861","771","757","882",
"대구광역시","66세","시도간전입","","439","488","494","396","361","455",
"대구광역시","66세","시도간전출","","485","551","607","489","534","561",
"대구광역시","67세","총전입","","1199","1689","1945","1803","1727","1762",
"대구광역시","67세","총전출","","1271","1780","2089","1870","1812","1813",
"대구광역시","67세","순이동","","-72","-91","-144","-67","-85","-51",
"대구광역시","67세","시군구간전입","","445","661","791","798","741","736",
"대구광역시","67세","시군구간전출","","445","661","791","798","741","736",
"대구광역시","67세","시도간전입","","311","396","401","399","387","397",
"대구광역시","67세","시도간전출","","383","487","545","466","472","448",
"대구광역시","68세","총전입","","1448","1173","1646","1651","1669","1744",
"대구광역시","68세","총전출","","1469","1221","1729","1733","1825","1850",
"대구광역시","68세","순이동","","-21","-48","-83","-82","-156","-106",
"대구광역시","68세","시군구간전입","","576","507","681","755","728","725",
"대구광역시","68세","시군구간전출","","576","507","681","755","728","725",
"대구광역시","68세","시도간전입","","344","267","370","361","329","366",
"대구광역시","68세","시도간전출","","365","315","453","443","485","472",
"대구광역시","69세","총전입","","1534","1389","1141","1415","1606","1821",
"대구광역시","69세","총전출","","1573","1437","1188","1442","1657","1901",
"대구광역시","69세","순이동","","-39","-48","-47","-27","-51","-80",
"대구광역시","69세","시군구간전입","","598","559","498","598","695","748",
"대구광역시","69세","시군구간전출","","598","559","498","598","695","748",
"대구광역시","69세","시도간전입","","371","339","239","340","349","395",
"대구광역시","69세","시도간전출","","410","387","286","367","400","475",
"대구광역시","70세","총전입","","1628","1465","1287","982","1439","1705",
"대구광역시","70세","총전출","","1692","1512","1361","1000","1495","1797",
"대구광역시","70세","순이동","","-64","-47","-74","-18","-56","-92",
"대구광역시","70세","시군구간전입","","643","594","541","447","629","705",
"대구광역시","70세","시군구간전출","","643","594","541","447","629","705",
"대구광역시","70세","시도간전입","","395","378","284","222","314","334",
"대구광역시","70세","시도간전출","","459","425","358","240","370","426",
"대구광역시","71세","총전입","","1552","1609","1353","1123","931","1461",
"대구광역시","71세","총전출","","1550","1706","1383","1130","964","1524",
"대구광역시","71세","순이동","","2","-97","-30","-7","-33","-63",
"대구광역시","71세","시군구간전입","","606","639","530","459","401","617",
"대구광역시","71세","시군구간전출","","606","639","530","459","401","617",
"대구광역시","71세","시도간전입","","398","393","324","284","205","287",
"대구광역시","71세","시도간전출","","396","490","354","291","238","350",
"대구광역시","72세","총전입","","1254","1527","1616","1094","1035","918",
"대구광역시","72세","총전출","","1274","1526","1660","1133","1063","951",
"대구광역시","72세","순이동","","-20","1","-44","-39","-28","-33",
"대구광역시","72세","시군구간전입","","474","581","615","469","451","387",
"대구광역시","72세","시군구간전출","","474","581","615","469","451","387",
"대구광역시","72세","시도간전입","","328","381","342","236","213","187",
"대구광역시","72세","시도간전출","","348","380","386","275","241","220",
"대구광역시","73세","총전입","","1251","1264","1421","1218","1126","1060",
"대구광역시","73세","총전출","","1261","1289","1460","1289","1130","1112",
"대구광역시","73세","순이동","","-10","-25","-39","-71","-4","-52",
"대구광역시","73세","시군구간전입","","463","479","549","514","470","487",
"대구광역시","73세","시군구간전출","","463","479","549","514","470","487",
"대구광역시","73세","시도간전입","","345","316","313","259","270","204",
"대구광역시","73세","시도간전출","","355","341","352","330","274","256",
"대구광역시","74세","총전입","","1232","1285","1262","1236","1319","1245",
"대구광역시","74세","총전출","","1216","1346","1283","1293","1336","1265",
"대구광역시","74세","순이동","","16","-61","-21","-57","-17","-20",
"대구광역시","74세","시군구간전입","","471","468","509","485","547","520",
"대구광역시","74세","시군구간전출","","471","468","509","485","547","520",
"대구광역시","74세","시도간전입","","304","326","287","282","279","238",
"대구광역시","74세","시도간전출","","288","387","308","339","296","258",
"대구광역시","75세","총전입","","1149","1218","1201","998","1140","1363",
"대구광역시","75세","총전출","","1153","1241","1251","1062","1183","1422",
"대구광역시","75세","순이동","","-4","-23","-50","-64","-43","-59",
"대구광역시","75세","시군구간전입","","428","480","517","397","475","581",
"대구광역시","75세","시군구간전출","","428","480","517","397","475","581",
"대구광역시","75세","시도간전입","","284","292","239","241","239","251",
"대구광역시","75세","시도간전출","","288","315","289","305","282","310",
"대구광역시","76세","총전입","","1058","1112","1143","994","992","1269",
"대구광역시","76세","총전출","","1061","1134","1174","972","994","1291",
"대구광역시","76세","순이동","","-3","-22","-31","22","-2","-22",
"대구광역시","76세","시군구간전입","","396","410","473","395","405","534",
"대구광역시","76세","시군구간전출","","396","410","473","395","405","534",
"대구광역시","76세","시도간전입","","274","274","251","256","235","273",
"대구광역시","76세","시도간전출","","277","296","282","234","237","295",
"대구광역시","77세","총전입","","1027","1018","1041","879","954","1091",
"대구광역시","77세","총전출","","1014","1057","1046","915","961","1099",
"대구광역시","77세","순이동","","13","-39","-5","-36","-7","-8",
"대구광역시","77세","시군구간전입","","347","386","392","355","376","454",
"대구광역시","77세","시군구간전출","","347","386","392","355","376","454",
"대구광역시","77세","시도간전입","","294","245","257","206","234","230",
"대구광역시","77세","시도간전출","","281","284","262","242","241","238",
"대구광역시","78세","총전입","","919","1015","987","867","916","1006",
"대구광역시","78세","총전출","","881","1012","1022","847","927","1033",
"대구광역시","78세","순이동","","38","3","-35","20","-11","-27",
"대구광역시","78세","시군구간전입","","316","362","371","339","361","422",
"대구광역시","78세","시군구간전출","","316","362","371","339","361","422",
"대구광역시","78세","시도간전입","","286","278","230","237","246","196",
"대구광역시","78세","시도간전출","","248","275","265","217","257","223",
"대구광역시","79세","총전입","","801","869","965","812","830","959",
"대구광역시","79세","총전출","","797","910","977","824","853","939",
"대구광역시","79세","순이동","","4","-41","-12","-12","-23","20",
"대구광역시","79세","시군구간전입","","307","311","378","329","347","377",
"대구광역시","79세","시군구간전출","","307","311","378","329","347","377",
"대구광역시","79세","시도간전입","","221","249","241","214","180","249",
"대구광역시","79세","시도간전출","","217","290","253","226","203","229",
"대구광역시","80세","총전입","","847","791","857","814","778","846",
"대구광역시","80세","총전출","","815","835","883","804","814","876",
"대구광역시","80세","순이동","","32","-44","-26","10","-36","-30",
"대구광역시","80세","시군구간전입","","312","298","335","293","318","349",
"대구광역시","80세","시군구간전출","","312","298","335","293","318","349",
"대구광역시","80세","시도간전입","","257","222","214","228","191","200",
"대구광역시","80세","시도간전출","","225","266","240","218","227","230",
"대구광역시","81세","총전입","","743","720","770","756","761","890",
"대구광역시","81세","총전출","","739","743","735","748","760","892",
"대구광역시","81세","순이동","","4","-23","35","8","1","-2",
"대구광역시","81세","시군구간전입","","297","254","278","290","288","357",
"대구광역시","81세","시군구간전출","","297","254","278","290","288","357",
"대구광역시","81세","시도간전입","","202","218","225","225","198","215",
"대구광역시","81세","시도간전출","","198","241","190","217","197","217",
"대구광역시","82세","총전입","","600","721","655","667","683","792",
"대구광역시","82세","총전출","","617","742","681","663","655","803",
"대구광역시","82세","순이동","","-17","-21","-26","4","28","-11",
"대구광역시","82세","시군구간전입","","238","293","246","246","246","299",
"대구광역시","82세","시군구간전출","","238","293","246","246","246","299",
"대구광역시","82세","시도간전입","","167","211","180","205","208","207",
"대구광역시","82세","시도간전출","","184","232","206","201","180","218",
"대구광역시","83세","총전입","","505","570","665","527","582","767",
"대구광역시","83세","총전출","","482","570","664","527","612","762",
"대구광역시","83세","순이동","","23","0","1","0","-30","5",
"대구광역시","83세","시군구간전입","","168","212","280","207","246","307",
"대구광역시","83세","시군구간전출","","168","212","280","207","246","307",
"대구광역시","83세","시도간전입","","178","163","174","161","145","214",
"대구광역시","83세","시도간전출","","155","163","173","161","175","209",
"대구광역시","84세","총전입","","480","475","508","566","514","672",
"대구광역시","84세","총전출","","481","485","517","532","525","657",
"대구광역시","84세","순이동","","-1","-10","-9","34","-11","15",
"대구광역시","84세","시군구간전입","","164","173","193","208","203","263",
"대구광역시","84세","시군구간전출","","164","173","193","208","203","263",
"대구광역시","84세","시도간전입","","153","156","148","183","152","188",
"대구광역시","84세","시도간전출","","154","166","157","149","163","173",
"대구광역시","85세","총전입","","480","427","473","406","499","491",
"대구광역시","85세","총전출","","490","462","462","377","486","486",
"대구광역시","85세","순이동","","-10","-35","11","29","13","5",
"대구광역시","85세","시군구간전입","","175","169","158","141","206","187",
"대구광역시","85세","시군구간전출","","175","169","158","141","206","187",
"대구광역시","85세","시도간전입","","150","142","145","143","155","146",
"대구광역시","85세","시도간전출","","160","177","134","114","142","141",
"대구광역시","86세","총전입","","329","377","389","361","424","470",
"대구광역시","86세","총전출","","315","393","384","340","419","482",
"대구광역시","86세","순이동","","14","-16","5","21","5","-12",
"대구광역시","86세","시군구간전입","","130","142","145","116","162","185",
"대구광역시","86세","시군구간전출","","130","142","145","116","162","185",
"대구광역시","86세","시도간전입","","114","122","122","127","117","145",
"대구광역시","86세","시도간전출","","100","138","117","106","112","157",
"대구광역시","87세","총전입","","265","340","345","326","352","379",
"대구광역시","87세","총전출","","256","334","318","339","330","381",
"대구광역시","87세","순이동","","9","6","27","-13","22","-2",
"대구광역시","87세","시군구간전입","","105","139","132","119","138","158",
"대구광역시","87세","시군구간전출","","105","139","132","119","138","158",
"대구광역시","87세","시도간전입","","90","105","106","96","112","111",
"대구광역시","87세","시도간전출","","81","99","79","109","90","113",
"대구광역시","88세","총전입","","208","260","293","306","295","364",
"대구광역시","88세","총전출","","203","257","263","304","265","338",
"대구광역시","88세","순이동","","5","3","30","2","30","26",
"대구광역시","88세","시군구간전입","","78","115","90","112","111","135",
"대구광역시","88세","시군구간전출","","78","115","90","112","111","135",
"대구광역시","88세","시도간전입","","74","84","108","98","107","120",
"대구광역시","88세","시도간전출","","69","81","78","96","77","94",
"대구광역시","89세","총전입","","157","210","218","254","230","283",
"대구광역시","89세","총전출","","162","190","224","236","253","284",
"대구광역시","89세","순이동","","-5","20","-6","18","-23","-1",
"대구광역시","89세","시군구간전입","","46","73","88","94","98","109",
"대구광역시","89세","시군구간전출","","46","73","88","94","98","109",
"대구광역시","89세","시도간전입","","56","83","64","87","64","82",
"대구광역시","89세","시도간전출","","61","63","70","69","87","83",
"대구광역시","90세","총전입","","162","155","178","163","194","222",
"대구광역시","90세","총전출","","153","142","190","156","174","208",
"대구광역시","90세","순이동","","9","13","-12","7","20","14",
"대구광역시","90세","시군구간전입","","60","52","74","60","69","81",
"대구광역시","90세","시군구간전출","","60","52","74","60","69","81",
"대구광역시","90세","시도간전입","","50","57","53","55","75","75",
"대구광역시","90세","시도간전출","","41","44","65","48","55","61",
"대구광역시","91세","총전입","","134","126","153","133","132","191",
"대구광역시","91세","총전출","","133","135","156","126","130","191",
"대구광역시","91세","순이동","","1","-9","-3","7","2","0",
"대구광역시","91세","시군구간전입","","50","43","52","52","45","70",
"대구광역시","91세","시군구간전출","","50","43","52","52","45","70",
"대구광역시","91세","시도간전입","","42","42","46","38","41","62",
"대구광역시","91세","시도간전출","","41","51","49","31","39","62",
"대구광역시","92세","총전입","","97","109","112","104","117","127",
"대구광역시","92세","총전출","","84","98","109","102","99","124",
"대구광역시","92세","순이동","","13","11","3","2","18","3",
"대구광역시","92세","시군구간전입","","40","32","42","42","35","45",
"대구광역시","92세","시군구간전출","","40","32","42","42","35","45",
"대구광역시","92세","시도간전입","","37","47","37","35","53","40",
"대구광역시","92세","시도간전출","","24","36","34","33","35","37",
"대구광역시","93세","총전입","","65","101","87","85","65","112",
"대구광역시","93세","총전출","","65","81","97","76","67","104",
"대구광역시","93세","순이동","","0","20","-10","9","-2","8",
"대구광역시","93세","시군구간전입","","28","23","35","35","22","44",
"대구광역시","93세","시군구간전출","","28","23","35","35","22","44",
"대구광역시","93세","시도간전입","","19","41","25","32","26","35",
"대구광역시","93세","시도간전출","","19","21","35","23","28","27",
"대구광역시","94세","총전입","","44","67","60","72","64","81",
"대구광역시","94세","총전출","","42","70","66","61","54","69",
"대구광역시","94세","순이동","","2","-3","-6","11","10","12",
"대구광역시","94세","시군구간전입","","15","26","27","21","21","23",
"대구광역시","94세","시군구간전출","","15","26","27","21","21","23",
"대구광역시","94세","시도간전입","","19","23","14","30","25","27",
"대구광역시","94세","시도간전출","","17","26","20","19","15","15",
"대구광역시","95세","총전입","","26","39","39","38","31","61",
"대구광역시","95세","총전출","","35","41","48","28","42","56",
"대구광역시","95세","순이동","","-9","-2","-9","10","-11","5",
"대구광역시","95세","시군구간전입","","11","11","14","11","9","20",
"대구광역시","95세","시군구간전출","","11","11","14","11","9","20",
"대구광역시","95세","시도간전입","","8","17","12","16","14","21",
"대구광역시","95세","시도간전출","","17","19","21","6","25","16",
"대구광역시","96세","총전입","","23","35","20","37","43","45",
"대구광역시","96세","총전출","","20","24","15","32","43","38",
"대구광역시","96세","순이동","","3","11","5","5","0","7",
"대구광역시","96세","시군구간전입","","15","14","7","13","12","15",
"대구광역시","96세","시군구간전출","","15","14","7","13","12","15",
"대구광역시","96세","시도간전입","","6","15","7","13","12","15",
"대구광역시","96세","시도간전출","","3","4","2","8","12","8",
"대구광역시","97세","총전입","","22","12","20","12","23","29",
"대구광역시","97세","총전출","","19","11","15","14","18","27",
"대구광역시","97세","순이동","","3","1","5","-2","5","2",
"대구광역시","97세","시군구간전입","","8","4","6","7","8","7",
"대구광역시","97세","시군구간전출","","8","4","6","7","8","7",
"대구광역시","97세","시도간전입","","8","6","8","2","9","11",
"대구광역시","97세","시도간전출","","5","5","3","4","4","9",
"대구광역시","98세","총전입","","9","11","12","16","13","22",
"대구광역시","98세","총전출","","11","10","10","17","9","19",
"대구광역시","98세","순이동","","-2","1","2","-1","4","3",
"대구광역시","98세","시군구간전입","","3","4","6","8","7","6",
"대구광역시","98세","시군구간전출","","3","4","6","8","7","6",
"대구광역시","98세","시도간전입","","2","4","4","3","4","9",
"대구광역시","98세","시도간전출","","4","3","2","4","0","6",
"대구광역시","99세","총전입","","7","11","4","6","9","14",
"대구광역시","99세","총전출","","9","7","7","7","8","14",
"대구광역시","99세","순이동","","-2","4","-3","-1","1","0",
"대구광역시","99세","시군구간전입","","5","3","2","1","3","7",
"대구광역시","99세","시군구간전출","","5","3","2","1","3","7",
"대구광역시","99세","시도간전입","","1","6","0","3","3","3",
"대구광역시","99세","시도간전출","","3","2","3","4","2","3",
"대구광역시","100세이상","총전입","","20","19","13","24","18","26",
"대구광역시","100세이상","총전출","","19","17","13","25","15","21",
"대구광역시","100세이상","순이동","","1","2","0","-1","3","5",
"대구광역시","100세이상","시군구간전입","","6","3","4","8","8","6",
"대구광역시","100세이상","시군구간전출","","6","3","4","8","8","6",
"대구광역시","100세이상","시도간전입","","5","7","5","7","8","13",
"대구광역시","100세이상","시도간전출","","4","5","5","8","5","8",
"인천광역시","계","총전입","","461613","452297","473223","441646","409465","433639",
"인천광역시","계","총전출","","439578","442973","463685","435869","411135","433706",
"인천광역시","계","순이동","","22035","9324","9538","5777","-1670","-67",
"인천광역시","계","시군구간전입","","137512","132647","139776","129082","118622","131244",
"인천광역시","계","시군구간전출","","137512","132647","139776","129082","118622","131244",
"인천광역시","계","시도간전입","","164167","156922","158601","150863","143071","146403",
"인천광역시","계","시도간전출","","142132","147598","149063","145086","144741","146470",
"인천광역시","0세","총전입","","6762","6043","6295","5662","4540","4491",
"인천광역시","0세","총전출","","6336","5874","5928","5363","4462","4927",
"인천광역시","0세","순이동","","426","169","367","299","78","-436",
"인천광역시","0세","시군구간전입","","2076","1842","1959","1712","1377","1505",
"인천광역시","0세","시군구간전출","","2076","1842","1959","1712","1377","1505",
"인천광역시","0세","시도간전입","","2533","2213","2260","2005","1591","1367",
"인천광역시","0세","시도간전출","","2107","2044","1893","1706","1513","1803",
"인천광역시","1세","총전입","","7310","6960","6566","6128","5158","5161",
"인천광역시","1세","총전출","","6653","6690","6478","6016","5135","5140",
"인천광역시","1세","순이동","","657","270","88","112","23","21",
"인천광역시","1세","시군구간전입","","2149","2097","2049","1857","1526","1700",
"인천광역시","1세","시군구간전출","","2149","2097","2049","1857","1526","1700",
"인천광역시","1세","시도간전입","","2675","2383","2105","2036","1801","1599",
"인천광역시","1세","시도간전출","","2018","2113","2017","1924","1778","1578",
"인천광역시","2세","총전입","","6157","5905","5963","4987","4534","4886",
"인천광역시","2세","총전출","","5871","5835","5862","5101","4793","5105",
"인천광역시","2세","순이동","","286","70","101","-114","-259","-219",
"인천광역시","2세","시군구간전입","","1901","1650","1795","1447","1371","1574",
"인천광역시","2세","시군구간전출","","1901","1650","1795","1447","1371","1574",
"인천광역시","2세","시도간전입","","2097","1958","1906","1604","1451","1429",
"인천광역시","2세","시도간전출","","1811","1888","1805","1718","1710","1648",
"인천광역시","3세","총전입","","5395","5634","5787","4852","4040","4760",
"인천광역시","3세","총전출","","5161","5635","5730","5053","4350","5002",
"인천광역시","3세","순이동","","234","-1","57","-201","-310","-242",
"인천광역시","3세","시군구간전입","","1589","1686","1688","1393","1237","1524",
"인천광역시","3세","시군구간전출","","1589","1686","1688","1393","1237","1524",
"인천광역시","3세","시도간전입","","1809","1836","1803","1488","1210","1388",
"인천광역시","3세","시도간전출","","1575","1837","1746","1689","1520","1630",
"인천광역시","4세","총전입","","4958","4690","5119","4523","4021","4131",
"인천광역시","4세","총전출","","4835","4679","5082","4668","4179","4352",
"인천광역시","4세","순이동","","123","11","37","-145","-158","-221",
"인천광역시","4세","시군구간전입","","1418","1393","1494","1310","1132","1344",
"인천광역시","4세","시군구간전출","","1418","1393","1494","1310","1132","1344",
"인천광역시","4세","시도간전입","","1543","1474","1489","1314","1240","1105",
"인천광역시","4세","시도간전출","","1420","1463","1452","1459","1398","1326",
"인천광역시","5세","총전입","","5234","4746","4866","4499","3987","4240",
"인천광역시","5세","총전출","","5113","4754","4742","4626","4223","4483",
"인천광역시","5세","순이동","","121","-8","124","-127","-236","-243",
"인천광역시","5세","시군구간전입","","1503","1311","1402","1308","1106","1293",
"인천광역시","5세","시군구간전출","","1503","1311","1402","1308","1106","1293",
"인천광역시","5세","시도간전입","","1624","1435","1445","1269","1132","1115",
"인천광역시","5세","시도간전출","","1503","1443","1321","1396","1368","1358",
"인천광역시","6세","총전입","","6591","6403","6266","5356","5215","5493",
"인천광역시","6세","총전출","","6482","6441","6220","5498","5391","5750",
"인천광역시","6세","순이동","","109","-38","46","-142","-176","-257",
"인천광역시","6세","시군구간전입","","1866","1713","1632","1439","1407","1616",
"인천광역시","6세","시군구간전출","","1866","1713","1632","1439","1407","1616",
"인천광역시","6세","시도간전입","","1651","1578","1569","1256","1270","1229",
"인천광역시","6세","시도간전출","","1542","1616","1523","1398","1446","1486",
"인천광역시","7세","총전입","","3708","3597","4035","3447","2974","3354",
"인천광역시","7세","총전출","","3504","3514","3979","3512","3163","3503",
"인천광역시","7세","순이동","","204","83","56","-65","-189","-149",
"인천광역시","7세","시군구간전입","","987","1004","1129","895","832","965",
"인천광역시","7세","시군구간전출","","987","1004","1129","895","832","965",
"인천광역시","7세","시도간전입","","1190","1117","1144","927","816","877",
"인천광역시","7세","시도간전출","","986","1034","1088","992","1005","1026",
"인천광역시","8세","총전입","","3536","3294","3589","3285","2810","2991",
"인천광역시","8세","총전출","","3348","3243","3618","3319","3011","3177",
"인천광역시","8세","순이동","","188","51","-29","-34","-201","-186",
"인천광역시","8세","시군구간전입","","1007","970","1044","932","812","882",
"인천광역시","8세","시군구간전출","","1007","970","1044","932","812","882",
"인천광역시","8세","시도간전입","","1159","1029","988","974","800","778",
"인천광역시","8세","시도간전출","","971","978","1017","1008","1001","964",
"인천광역시","9세","총전입","","3670","3277","3244","3075","2951","2969",
"인천광역시","9세","총전출","","3501","3229","3226","3069","3065","3080",
"인천광역시","9세","순이동","","169","48","18","6","-114","-111",
"인천광역시","9세","시군구간전입","","1092","925","889","877","833","898",
"인천광역시","9세","시군구간전출","","1092","925","889","877","833","898",
"인천광역시","9세","시도간전입","","1148","1040","938","848","842","792",
"인천광역시","9세","시도간전출","","979","992","920","842","956","903",
"인천광역시","10세","총전입","","3625","3423","3232","2906","2748","3096",
"인천광역시","10세","총전출","","3551","3352","3201","2946","2850","3188",
"인천광역시","10세","순이동","","74","71","31","-40","-102","-92",
"인천광역시","10세","시군구간전입","","1035","977","853","815","786","925",
"인천광역시","10세","시군구간전출","","1035","977","853","815","786","925",
"인천광역시","10세","시도간전입","","1055","982","913","773","720","794",
"인천광역시","10세","시도간전출","","981","911","882","813","822","886",
"인천광역시","11세","총전입","","3894","3389","3497","2960","2688","2978",
"인천광역시","11세","총전출","","3675","3302","3408","2905","2692","3029",
"인천광역시","11세","순이동","","219","87","89","55","-4","-51",
"인천광역시","11세","시군구간전입","","1092","930","986","775","755","896",
"인천광역시","11세","시군구간전출","","1092","930","986","775","755","896",
"인천광역시","11세","시도간전입","","1141","959","975","758","686","731",
"인천광역시","11세","시도간전출","","922","872","886","703","690","782",
"인천광역시","12세","총전입","","4800","4156","4023","3614","2965","3120",
"인천광역시","12세","총전출","","4646","4057","3996","3631","3014","3195",
"인천광역시","12세","순이동","","154","99","27","-17","-49","-75",
"인천광역시","12세","시군구간전입","","1356","1153","1127","1018","812","889",
"인천광역시","12세","시군구간전출","","1356","1153","1127","1018","812","889",
"인천광역시","12세","시도간전입","","1324","1128","1060","916","729","736",
"인천광역시","12세","시도간전출","","1170","1029","1033","933","778","811",
"인천광역시","13세","총전입","","4180","3766","3442","2875","2507","2460",
"인천광역시","13세","총전출","","3997","3633","3354","2821","2541","2439",
"인천광역시","13세","순이동","","183","133","88","54","-34","21",
"인천광역시","13세","시군구간전입","","1151","935","838","747","688","628",
"인천광역시","13세","시군구간전출","","1151","935","838","747","688","628",
"인천광역시","13세","시도간전입","","1125","1026","896","750","631","631",
"인천광역시","13세","시도간전출","","942","893","808","696","665","610",
"인천광역시","14세","총전입","","4286","3994","3812","3060","2616","2631",
"인천광역시","14세","총전출","","4116","3911","3765","2998","2624","2685",
"인천광역시","14세","순이동","","170","83","47","62","-8","-54",
"인천광역시","14세","시군구간전입","","1166","1022","958","756","653","740",
"인천광역시","14세","시군구간전출","","1166","1022","958","756","653","740",
"인천광역시","14세","시도간전입","","1135","1047","896","750","623","616",
"인천광역시","14세","시도간전출","","965","964","849","688","631","670",
"인천광역시","15세","총전입","","4813","4348","4547","3924","3193","3005",
"인천광역시","15세","총전출","","4805","4279","4458","3837","3253","3016",
"인천광역시","15세","순이동","","8","69","89","87","-60","-11",
"인천광역시","15세","시군구간전입","","1384","1168","1174","1075","890","829",
"인천광역시","15세","시군구간전출","","1384","1168","1174","1075","890","829",
"인천광역시","15세","시도간전입","","1241","1173","1153","1027","797","737",
"인천광역시","15세","시도간전출","","1233","1104","1064","940","857","748",
"인천광역시","16세","총전입","","4419","4174","4058","3565","3141","2860",
"인천광역시","16세","총전출","","4276","4064","4002","3485","3123","2826",
"인천광역시","16세","순이동","","143","110","56","80","18","34",
"인천광역시","16세","시군구간전입","","1122","1066","1004","920","784","749",
"인천광역시","16세","시군구간전출","","1122","1066","1004","920","784","749",
"인천광역시","16세","시도간전입","","998","949","871","792","720","604",
"인천광역시","16세","시도간전출","","855","839","815","712","702","570",
"인천광역시","17세","총전입","","4275","4113","3998","3546","3095","3080",
"인천광역시","17세","총전출","","4132","3991","3869","3443","3097","3066",
"인천광역시","17세","순이동","","143","122","129","103","-2","14",
"인천광역시","17세","시군구간전입","","1181","1097","1022","917","771","856",
"인천광역시","17세","시군구간전출","","1181","1097","1022","917","771","856",
"인천광역시","17세","시도간전입","","958","864","846","742","634","637",
"인천광역시","17세","시도간전출","","815","742","717","639","636","623",
"인천광역시","18세","총전입","","5712","5414","5359","4721","4293","4290",
"인천광역시","18세","총전출","","5770","5617","5542","4823","4512","4481",
"인천광역시","18세","순이동","","-58","-203","-183","-102","-219","-191",
"인천광역시","18세","시군구간전입","","1560","1454","1422","1251","1110","1112",
"인천광역시","18세","시군구간전출","","1560","1454","1422","1251","1110","1112",
"인천광역시","18세","시도간전입","","1750","1618","1544","1464","1403","1393",
"인천광역시","18세","시도간전출","","1808","1821","1727","1566","1622","1584",
"인천광역시","19세","총전입","","5887","5853","6095","5683","5185","5014",
"인천광역시","19세","총전출","","5652","5720","5914","5460","5178","5006",
"인천광역시","19세","순이동","","235","133","181","223","7","8",
"인천광역시","19세","시군구간전입","","1599","1453","1590","1478","1239","1288",
"인천광역시","19세","시군구간전출","","1599","1453","1590","1478","1239","1288",
"인천광역시","19세","시도간전입","","2034","2078","2139","2111","1983","1875",
"인천광역시","19세","시도간전출","","1799","1945","1958","1888","1976","1867",
"인천광역시","20세","총전입","","6178","5940","6063","5859","5309","5359",
"인천광역시","20세","총전출","","5856","5703","5873","5443","5209","5221",
"인천광역시","20세","순이동","","322","237","190","416","100","138",
"인천광역시","20세","시군구간전입","","1733","1616","1651","1476","1345","1447",
"인천광역시","20세","시군구간전출","","1733","1616","1651","1476","1345","1447",
"인천광역시","20세","시도간전입","","2120","1973","2000","2131","1945","2015",
"인천광역시","20세","시도간전출","","1798","1736","1810","1715","1845","1877",
"인천광역시","21세","총전입","","6452","6535","6685","6095","5789","5724",
"인천광역시","21세","총전출","","6164","6317","6543","5874","5630","5637",
"인천광역시","21세","순이동","","288","218","142","221","159","87",
"인천광역시","21세","시군구간전입","","1860","1711","1814","1575","1553","1497",
"인천광역시","21세","시군구간전출","","1860","1711","1814","1575","1553","1497",
"인천광역시","21세","시도간전입","","2326","2384","2301","2254","2220","2193",
"인천광역시","21세","시도간전출","","2038","2166","2159","2033","2061","2106",
"인천광역시","22세","총전입","","6708","7178","7991","7386","6828","7149",
"인천광역시","22세","총전출","","6309","6985","7794","7074","6530","6769",
"인천광역시","22세","순이동","","399","193","197","312","298","380",
"인천광역시","22세","시군구간전입","","1735","1897","2108","1872","1667","1830",
"인천광역시","22세","시군구간전출","","1735","1897","2108","1872","1667","1830",
"인천광역시","22세","시도간전입","","2779","2888","3162","3093","3012","3180",
"인천광역시","22세","시도간전출","","2380","2695","2965","2781","2714","2800",
"인천광역시","23세","총전입","","6850","7190","8346","8086","7573","8036",
"인천광역시","23세","총전출","","6389","7047","8107","7792","7283","7581",
"인천광역시","23세","순이동","","461","143","239","294","290","455",
"인천광역시","23세","시군구간전입","","1798","1860","2191","2016","1846","2013",
"인천광역시","23세","시군구간전출","","1798","1860","2191","2016","1846","2013",
"인천광역시","23세","시도간전입","","2995","2971","3415","3511","3516","3682",
"인천광역시","23세","시도간전출","","2534","2828","3176","3217","3226","3227",
"인천광역시","24세","총전입","","7176","7449","8317","8778","8644","8959",
