"행정구역별(시도)","성별","연령별","항목","단위","2015 년","2016 년","2017 년","2018 년",
"대구광역시","여자","20~24세","2005~2009","","33","X","X","X",
"대구광역시","여자","20~24세","2000~2004","","7","X","X","X",
"대구광역시","여자","20~24세","1990~1999","","17","13","9","6",
"대구광역시","여자","20~24세","1989년이전","","X","X","X","X",
"대구광역시","여자","20~24세","미상","","","6","X","X",
"대구광역시","여자","25~29세","외국인 - 계","","2534","2487","2521","2732",
"대구광역시","여자","25~29세","2018","","","","","688",
"대구광역시","여자","25~29세","2017","","","","463","494",
"대구광역시","여자","25~29세","2016","","","447","452","369",
"대구광역시","여자","25~29세","2015","","359","328","313","259",
"대구광역시","여자","25~29세","2014","","403","308","254","203",
"대구광역시","여자","25~29세","2013","","337","292","237","178",
"대구광역시","여자","25~29세","2012","","272","244","189","167",
"대구광역시","여자","25~29세","2011","","327","252","196","132",
"대구광역시","여자","25~29세","2010","","246","190","147","101",
"대구광역시","여자","25~29세","2005~2009","","561","407","250","127",
"대구광역시","여자","25~29세","2000~2004","","7","X","X","X",
"대구광역시","여자","25~29세","1990~1999","","7","8","8","5",
"대구광역시","여자","25~29세","1989년이전","","15","10","7","X",
"대구광역시","여자","25~29세","미상","","","X","X","5",
"대구광역시","여자","30~34세","외국인 - 계","","1635","1882","2146","2520",
"대구광역시","여자","30~34세","2018","","","","","438",
"대구광역시","여자","30~34세","2017","","","","297","405",
"대구광역시","여자","30~34세","2016","","","258","309","254",
"대구광역시","여자","30~34세","2015","","162","242","215","187",
"대구광역시","여자","30~34세","2014","","230","216","187","170",
"대구광역시","여자","30~34세","2013","","216","205","201","163",
"대구광역시","여자","30~34세","2012","","147","147","127","125",
"대구광역시","여자","30~34세","2011","","185","155","160","161",
"대구광역시","여자","30~34세","2010","","147","147","151","133",
"대구광역시","여자","30~34세","2005~2009","","481","458","464","464",
"대구광역시","여자","30~34세","2000~2004","","49","42","20","11",
"대구광역시","여자","30~34세","1990~1999","","X","X","X","X",
"대구광역시","여자","30~34세","1989년이전","","16","10","12","7",
"대구광역시","여자","30~34세","미상","","","X","X","X",
"대구광역시","여자","35~39세","외국인 - 계","","1078","1240","1386","1765",
"대구광역시","여자","35~39세","2018","","","","","386",
"대구광역시","여자","35~39세","2017","","","","204","255",
"대구광역시","여자","35~39세","2016","","","167","197","181",
"대구광역시","여자","35~39세","2015","","99","150","128","111",
"대구광역시","여자","35~39세","2014","","152","134","107","104",
"대구광역시","여자","35~39세","2013","","101","93","106","91",
"대구광역시","여자","35~39세","2012","","88","95","88","95",
"대구광역시","여자","35~39세","2011","","104","93","93","95",
"대구광역시","여자","35~39세","2010","","87","92","85","87",
"대구광역시","여자","35~39세","2005~2009","","325","319","297","296",
"대구광역시","여자","35~39세","2000~2004","","96","75","64","54",
"대구광역시","여자","35~39세","1990~1999","","9","6","X","X",
"대구광역시","여자","35~39세","1989년이전","","17","12","12","6",
"대구광역시","여자","35~39세","미상","","","X","X","X",
"대구광역시","여자","40~44세","외국인 - 계","","899","936","1016","1242",
"대구광역시","여자","40~44세","2018","","","","","248",
"대구광역시","여자","40~44세","2017","","","","150","183",
"대구광역시","여자","40~44세","2016","","","130","148","141",
"대구광역시","여자","40~44세","2015","","114","125","101","89",
"대구광역시","여자","40~44세","2014","","118","104","87","79",
"대구광역시","여자","40~44세","2013","","101","77","56","50",
"대구광역시","여자","40~44세","2012","","71","61","64","52",
"대구광역시","여자","40~44세","2011","","56","55","45","55",
"대구광역시","여자","40~44세","2010","","68","61","59","58",
"대구광역시","여자","40~44세","2005~2009","","198","195","203","209",
"대구광역시","여자","40~44세","2000~2004","","105","84","64","60",
"대구광역시","여자","40~44세","1990~1999","","53","33","26","10",
"대구광역시","여자","40~44세","1989년이전","","15","10","12","7",
"대구광역시","여자","40~44세","미상","","","X","X","X",
"대구광역시","여자","45~49세","외국인 - 계","","992","1021","1071","1116",
"대구광역시","여자","45~49세","2018","","","","","189",
"대구광역시","여자","45~49세","2017","","","","135","153",
"대구광역시","여자","45~49세","2016","","","143","161","126",
"대구광역시","여자","45~49세","2015","","129","123","131","99",
"대구광역시","여자","45~49세","2014","","141","118","88","75",
"대구광역시","여자","45~49세","2013","","107","84","86","59",
"대구광역시","여자","45~49세","2012","","82","71","43","44",
"대구광역시","여자","45~49세","2011","","64","61","49","43",
"대구광역시","여자","45~49세","2010","","57","60","55","54",
"대구광역시","여자","45~49세","2005~2009","","195","160","152","144",
"대구광역시","여자","45~49세","2000~2004","","92","89","80","79",
"대구광역시","여자","45~49세","1990~1999","","111","99","79","42",
"대구광역시","여자","45~49세","1989년이전","","14","7","6","6",
"대구광역시","여자","45~49세","미상","","","6","6","X",
"대구광역시","여자","50~54세","외국인 - 계","","780","903","960","968",
"대구광역시","여자","50~54세","2018","","","","","167",
"대구광역시","여자","50~54세","2017","","","","157","145",
"대구광역시","여자","50~54세","2016","","","116","119","89",
"대구광역시","여자","50~54세","2015","","102","126","116","86",
"대구광역시","여자","50~54세","2014","","128","136","107","74",
"대구광역시","여자","50~54세","2013","","96","84","67","46",
"대구광역시","여자","50~54세","2012","","67","68","32","30",
"대구광역시","여자","50~54세","2011","","70","58","44","43",
"대구광역시","여자","50~54세","2010","","47","44","49","49",
"대구광역시","여자","50~54세","2005~2009","","133","127","121","119",
"대구광역시","여자","50~54세","2000~2004","","52","36","38","40",
"대구광역시","여자","50~54세","1990~1999","","65","83","90","66",
"대구광역시","여자","50~54세","1989년이전","","20","21","15","9",
"대구광역시","여자","50~54세","미상","","","X","5","5",
"대구광역시","여자","55~59세","외국인 - 계","","581","592","633","703",
"대구광역시","여자","55~59세","2018","","","","","124",
"대구광역시","여자","55~59세","2017","","","","114","108",
"대구광역시","여자","55~59세","2016","","","104","100","109",
"대구광역시","여자","55~59세","2015","","84","84","76","54",
"대구광역시","여자","55~59세","2014","","104","93","58","52",
"대구광역시","여자","55~59세","2013","","71","64","55","22",
"대구광역시","여자","55~59세","2012","","60","47","22","20",
"대구광역시","여자","55~59세","2011","","53","24","25","35",
"대구광역시","여자","55~59세","2010","","34","35","25","30",
"대구광역시","여자","55~59세","2005~2009","","82","65","66","74",
"대구광역시","여자","55~59세","2000~2004","","37","25","28","25",
"대구광역시","여자","55~59세","1990~1999","","25","21","35","36",
"대구광역시","여자","55~59세","1989년이전","","31","26","26","13",
"대구광역시","여자","55~59세","미상","","","X","X","X",
"대구광역시","여자","60~64세","외국인 - 계","","384","395","424","443",
"대구광역시","여자","60~64세","2018","","","","","63",
"대구광역시","여자","60~64세","2017","","","","67","69",
"대구광역시","여자","60~64세","2016","","","64","58","50",
"대구광역시","여자","60~64세","2015","","60","58","47","45",
"대구광역시","여자","60~64세","2014","","77","69","66","55",
"대구광역시","여자","60~64세","2013","","48","41","40","26",
"대구광역시","여자","60~64세","2012","","38","28","17","18",
"대구광역시","여자","60~64세","2011","","29","18","11","11",
"대구광역시","여자","60~64세","2010","","24","22","24","20",
"대구광역시","여자","60~64세","2005~2009","","55","44","39","39",
"대구광역시","여자","60~64세","2000~2004","","20","16","14","19",
"대구광역시","여자","60~64세","1990~1999","","16","15","15","14",
"대구광역시","여자","60~64세","1989년이전","","17","16","22","10",
"대구광역시","여자","60~64세","미상","","","X","X","X",
"대구광역시","여자","65~69세","외국인 - 계","","162","185","220","255",
"대구광역시","여자","65~69세","2018","","","","","30",
"대구광역시","여자","65~69세","2017","","","","25","31",
"대구광역시","여자","65~69세","2016","","","24","26","19",
"대구광역시","여자","65~69세","2015","","17","12","15","18",
"대구광역시","여자","65~69세","2014","","14","24","29","27",
"대구광역시","여자","65~69세","2013","","13","10","12","14",
"대구광역시","여자","65~69세","2012","","17","16","8","14",
"대구광역시","여자","65~69세","2011","","19","16","17","22",
"대구광역시","여자","65~69세","2010","","16","16","16","15",
"대구광역시","여자","65~69세","2005~2009","","27","30","35","38",
"대구광역시","여자","65~69세","2000~2004","","9","9","9","7",
"대구광역시","여자","65~69세","1990~1999","","15","15","14","9",
"대구광역시","여자","65~69세","1989년이전","","15","11","12","11",
"대구광역시","여자","65~69세","미상","","","X","X","X",
"대구광역시","여자","70~74세","외국인 - 계","","91","88","77","85",
"대구광역시","여자","70~74세","2018","","","","","10",
"대구광역시","여자","70~74세","2017","","","","9","5",
"대구광역시","여자","70~74세","2016","","","13","8","7",
"대구광역시","여자","70~74세","2015","","12","9","9","9",
"대구광역시","여자","70~74세","2014","","7","7","5","5",
"대구광역시","여자","70~74세","2013","","6","5","X","X",
"대구광역시","여자","70~74세","2012","","6","X","X","X",
"대구광역시","여자","70~74세","2011","","X","5","X","X",
"대구광역시","여자","70~74세","2010","","9","9","7","9",
"대구광역시","여자","70~74세","2005~2009","","19","14","12","11",
"대구광역시","여자","70~74세","2000~2004","","14","8","5","X",
"대구광역시","여자","70~74세","1990~1999","","X","6","7","X",
"대구광역시","여자","70~74세","1989년이전","","11","9","8","12",
"대구광역시","여자","70~74세","미상","","","X","X","X",
"대구광역시","여자","75세 이상","외국인 - 계","","136","134","114","111",
"대구광역시","여자","75세 이상","2018","","","","","9",
"대구광역시","여자","75세 이상","2017","","","","8","10",
"대구광역시","여자","75세 이상","2016","","","16","10","10",
"대구광역시","여자","75세 이상","2015","","12","7","6","X",
"대구광역시","여자","75세 이상","2014","","6","8","9","7",
"대구광역시","여자","75세 이상","2013","","5","8","7","6",
"대구광역시","여자","75세 이상","2012","","8","7","6","5",
"대구광역시","여자","75세 이상","2011","","11","9","X","X",
"대구광역시","여자","75세 이상","2010","","6","X","X","5",
"대구광역시","여자","75세 이상","2005~2009","","19","13","11","12",
"대구광역시","여자","75세 이상","2000~2004","","19","14","9","10",
"대구광역시","여자","75세 이상","1990~1999","","13","11","8","X",
"대구광역시","여자","75세 이상","1989년이전","","37","36","29","23",
"대구광역시","여자","75세 이상","미상","","","X","X","X",
"인천광역시","계","합계","외국인 - 계","","67850","71873","79170","88489",
"인천광역시","계","합계","2018","","","","","18035",
"인천광역시","계","합계","2017","","","","14461","15441",
"인천광역시","계","합계","2016","","","12201","13326","11773",
"인천광역시","계","합계","2015","","10549","10808","10031","7808",
"인천광역시","계","합계","2014","","12785","11246","8678","7502",
"인천광역시","계","합계","2013","","10231","8196","7498","4709",
"인천광역시","계","합계","2012","","7031","6285","3887","3731",
"인천광역시","계","합계","2011","","6610","4350","4058","3940",
"인천광역시","계","합계","2010","","4378","3875","3745","3667",
"인천광역시","계","합계","2005~2009","","10431","9461","8476","8077",
"인천광역시","계","합계","2000~2004","","2552","2174","1788","1660",
"인천광역시","계","합계","1990~1999","","1872","1693","1581","724",
"인천광역시","계","합계","1989년이전","","1411","1105","1070","834",
"인천광역시","계","합계","미상","","","479","571","588",
"인천광역시","계","0~4세","외국인 - 계","","1311","1703","2162","2842",
"인천광역시","계","0~4세","2018","","","","","970",
"인천광역시","계","0~4세","2017","","","","674","634",
"인천광역시","계","0~4세","2016","","","641","579","501",
"인천광역시","계","0~4세","2015","","435","395","345","298",
"인천광역시","계","0~4세","2014","","370","272","212","177",
"인천광역시","계","0~4세","2013","","252","174","128","X",
"인천광역시","계","0~4세","2012","","137","83","X","X",
"인천광역시","계","0~4세","2011","","99","X","X","X",
"인천광역시","계","0~4세","2010","","13","X","X","X",
"인천광역시","계","0~4세","2005~2009","","X","X","X","X",
"인천광역시","계","0~4세","2000~2004","","X","X","X","X",
"인천광역시","계","0~4세","1990~1999","","X","X","X","X",
"인천광역시","계","0~4세","1989년이전","","5","X","X","X",
"인천광역시","계","0~4세","미상","","","138","224","262",
"인천광역시","계","5~9세","외국인 - 계","","897","1102","1207","1602",
"인천광역시","계","5~9세","2018","","","","","362",
"인천광역시","계","5~9세","2017","","","","239","251",
"인천광역시","계","5~9세","2016","","","204","222","197",
"인천광역시","계","5~9세","2015","","114","139","138","145",
"인천광역시","계","5~9세","2014","","137","132","110","128",
"인천광역시","계","5~9세","2013","","102","100","118","202",
"인천광역시","계","5~9세","2012","","86","84","135","117",
"인천광역시","계","5~9세","2011","","160","207","93","80",
"인천광역시","계","5~9세","2010","","116","95","55","42",
"인천광역시","계","5~9세","2005~2009","","180","108","53","21",
"인천광역시","계","5~9세","2000~2004","","X","X","X","X",
"인천광역시","계","5~9세","1990~1999","","X","X","X","X",
"인천광역시","계","5~9세","1989년이전","","X","X","X","X",
"인천광역시","계","5~9세","미상","","","33","44","57",
"인천광역시","계","10~14세","외국인 - 계","","616","740","768","1071",
"인천광역시","계","10~14세","2018","","","","","272",
"인천광역시","계","10~14세","2017","","","","161","164",
"인천광역시","계","10~14세","2016","","","122","160","168",
"인천광역시","계","10~14세","2015","","98","117","101","94",
"인천광역시","계","10~14세","2014","","90","78","66","72",
"인천광역시","계","10~14세","2013","","61","60","62","67",
"인천광역시","계","10~14세","2012","","39","46","48","46",
"인천광역시","계","10~14세","2011","","44","54","36","43",
"인천광역시","계","10~14세","2010","","34","36","25","25",
"인천광역시","계","10~14세","2005~2009","","140","138","72","91",
"인천광역시","계","10~14세","2000~2004","","109","73","22","10",
"인천광역시","계","10~14세","1990~1999","","X","X","X","X",
"인천광역시","계","10~14세","1989년이전","","X","X","X","X",
"인천광역시","계","10~14세","미상","","","16","15","19",
"인천광역시","계","15~19세","외국인 - 계","","1253","1323","1519","1962",
"인천광역시","계","15~19세","2018","","","","","1026",
"인천광역시","계","15~19세","2017","","","","720","402",
"인천광역시","계","15~19세","2016","","","517","321","142",
"인천광역시","계","15~19세","2015","","497","265","136","99",
"인천광역시","계","15~19세","2014","","228","108","76","70",
"인천광역시","계","15~19세","2013","","102","74","51","44",
"인천광역시","계","15~19세","2012","","52","44","36","28",
"인천광역시","계","15~19세","2011","","42","28","19","18",
"인천광역시","계","15~19세","2010","","18","15","9","10",
"인천광역시","계","15~19세","2005~2009","","95","100","39","34",
"인천광역시","계","15~19세","2000~2004","","81","86","69","60",
"인천광역시","계","15~19세","1990~1999","","136","67","28","16",
"인천광역시","계","15~19세","1989년이전","","X","X","X","X",
"인천광역시","계","15~19세","미상","","","19","15","13",
"인천광역시","계","20~24세","외국인 - 계","","5715","5655","6120","7393",
"인천광역시","계","20~24세","2018","","","","","2947",
"인천광역시","계","20~24세","2017","","","","2051","1817",
"인천광역시","계","20~24세","2016","","","1782","1607","1158",
"인천광역시","계","20~24세","2015","","1634","1333","927","617",
"인천광역시","계","20~24세","2014","","1420","963","685","402",
"인천광역시","계","20~24세","2013","","1064","701","396","191",
"인천광역시","계","20~24세","2012","","717","409","177","84",
"인천광역시","계","20~24세","2011","","417","166","75","32",
"인천광역시","계","20~24세","2010","","172","81","30","13",
"인천광역시","계","20~24세","2005~2009","","98","50","29","24",
"인천광역시","계","20~24세","2000~2004","","29","31","15","15",
"인천광역시","계","20~24세","1990~1999","","158","119","107","77",
"인천광역시","계","20~24세","1989년이전","","6","X","X","X",
"인천광역시","계","20~24세","미상","","","20","21","16",
"인천광역시","계","25~29세","외국인 - 계","","11265","11448","12027","12708",
"인천광역시","계","25~29세","2018","","","","","2988",
"인천광역시","계","25~29세","2017","","","","2483","2494",
"인천광역시","계","25~29세","2016","","","2289","2391","1993",
"인천광역시","계","25~29세","2015","","1990","2035","1861","1542",
"인천광역시","계","25~29세","2014","","2339","1968","1645","1306",
"인천광역시","계","25~29세","2013","","1990","1684","1500","776",
"인천광역시","계","25~29세","2012","","1783","1526","718","602",
"인천광역시","계","25~29세","2011","","1404","667","503","358",
"인천광역시","계","25~29세","2010","","586","481","378","290",
"인천광역시","계","25~29세","2005~2009","","992","658","419","240",
"인천광역시","계","25~29세","2000~2004","","29","17","14","13",
"인천광역시","계","25~29세","1990~1999","","44","52","64","69",
"인천광역시","계","25~29세","1989년이전","","108","49","31","16",
"인천광역시","계","25~29세","미상","","","22","20","21",
"인천광역시","계","30~34세","외국인 - 계","","11293","12030","13710","15123",
"인천광역시","계","30~34세","2018","","","","","2622",
"인천광역시","계","30~34세","2017","","","","2309","2631",
"인천광역시","계","30~34세","2016","","","1914","2319","2146",
"인천광역시","계","30~34세","2015","","1601","1820","1833","1559",
"인천광역시","계","30~34세","2014","","1905","1738","1616","1482",
"인천광역시","계","30~34세","2013","","1915","1633","1591","1024",
"인천광역시","계","30~34세","2012","","1535","1512","870","879",
"인천광역시","계","30~34세","2011","","1327","791","864","833",
"인천광역시","계","30~34세","2010","","734","667","667","612",
"인천광역시","계","30~34세","2005~2009","","1937","1666","1414","1177",
"인천광역시","계","30~34세","2000~2004","","164","115","70","51",
"인천광역시","계","30~34세","1990~1999","","14","18","15","5",
"인천광역시","계","30~34세","1989년이전","","161","115","111","74",
"인천광역시","계","30~34세","미상","","","41","31","28",
"인천광역시","계","35~39세","외국인 - 계","","8182","8868","10145","11408",
"인천광역시","계","35~39세","2018","","","","","1922",
"인천광역시","계","35~39세","2017","","","","1527","1858",
"인천광역시","계","35~39세","2016","","","1197","1504","1461",
"인천광역시","계","35~39세","2015","","966","1212","1235","1075",
"인천광역시","계","35~39세","2014","","1365","1297","1114","1038",
"인천광역시","계","35~39세","2013","","1424","1215","1211","601",
"인천광역시","계","35~39세","2012","","816","830","502","521",
"인천광역시","계","35~39세","2011","","824","501","552","584",
"인천광역시","계","35~39세","2010","","540","527","542","533",
"인천광역시","계","35~39세","2005~2009","","1642","1569","1510","1467",
"인천광역시","계","35~39세","2000~2004","","388","327","262","207",
"인천광역시","계","35~39세","1990~1999","","87","57","36","11",
"인천광역시","계","35~39세","1989년이전","","130","113","113","93",
"인천광역시","계","35~39세","미상","","","23","37","37",
"인천광역시","계","40~44세","외국인 - 계","","6629","6658","6928","7572",
"인천광역시","계","40~44세","2018","","","","","1309",
"인천광역시","계","40~44세","2017","","","","994","1261",
"인천광역시","계","40~44세","2016","","","810","995","876",
"인천광역시","계","40~44세","2015","","723","781","726","550",
"인천광역시","계","40~44세","2014","","1096","1000","739","606",
"인천광역시","계","40~44세","2013","","867","705","694","406",
"인천광역시","계","40~44세","2012","","519","498","296","300",
"인천광역시","계","40~44세","2011","","578","393","336","331",
"인천광역시","계","40~44세","2010","","469","405","399","396",
"인천광역시","계","40~44세","2005~2009","","1547","1362","1157","1096",
"인천광역시","계","40~44세","2000~2004","","423","364","311","279",
"인천광역시","계","40~44세","1990~1999","","289","221","166","62",
"인천광역시","계","40~44세","1989년이전","","118","100","99","87",
"인천광역시","계","40~44세","미상","","","19","16","13",
"인천광역시","계","45~49세","외국인 - 계","","5919","6298","6892","7217",
"인천광역시","계","45~49세","2018","","","","","1165",
"인천광역시","계","45~49세","2017","","","","983","1147",
"인천광역시","계","45~49세","2016","","","705","837","796",
"인천광역시","계","45~49세","2015","","641","769","766","453",
"인천광역시","계","45~49세","2014","","1068","999","630","496",
"인천광역시","계","45~49세","2013","","715","504","479","334",
"인천광역시","계","45~49세","2012","","369","322","303","285",
"인천광역시","계","45~49세","2011","","422","358","375","360",
"인천광역시","계","45~49세","2010","","419","402","407","414",
"인천광역시","계","45~49세","2005~2009","","1328","1337","1260","1222",
"인천광역시","계","45~49세","2000~2004","","413","370","333","320",
"인천광역시","계","45~49세","1990~1999","","415","405","377","116",
"인천광역시","계","45~49세","1989년이전","","129","107","120","92",
"인천광역시","계","45~49세","미상","","","20","22","17",
"인천광역시","계","50~54세","외국인 - 계","","5284","5755","6024","6243",
"인천광역시","계","50~54세","2018","","","","","955",
"인천광역시","계","50~54세","2017","","","","871","1008",
"인천광역시","계","50~54세","2016","","","710","829","726",
"인천광역시","계","50~54세","2015","","649","704","660","349",
"인천광역시","계","50~54세","2014","","1069","1026","515","456",
"인천광역시","계","50~54세","2013","","678","460","398","283",
"인천광역시","계","50~54세","2012","","286","294","243","231",
"인천광역시","계","50~54세","2011","","392","376","348","356",
"인천광역시","계","50~54세","2010","","425","374","384","360",
"인천광역시","계","50~54세","2005~2009","","1003","1075","1053","1050",
"인천광역시","계","50~54세","2000~2004","","319","282","266","252",
"인천광역시","계","50~54세","1990~1999","","306","312","333","126",
"인천광역시","계","50~54세","1989년이전","","157","121","103","79",
"인천광역시","계","50~54세","미상","","","21","21","12",
"인천광역시","계","55~59세","외국인 - 계","","3951","4075","4509","5318",
"인천광역시","계","55~59세","2018","","","","","804",
"인천광역시","계","55~59세","2017","","","","736","965",
"인천광역시","계","55~59세","2016","","","549","646","688",
"인천광역시","계","55~59세","2015","","554","549","572","289",
"인천광역시","계","55~59세","2014","","859","790","349","319",
"인천광역시","계","55~59세","2013","","459","313","273","219",
"인천광역시","계","55~59세","2012","","234","214","165","205",
"인천광역시","계","55~59세","2011","","321","239","265","278",
"인천광역시","계","55~59세","2010","","318","282","288","358",
"인천광역시","계","55~59세","2005~2009","","601","564","636","752",
"인천광역시","계","55~59세","2000~2004","","229","198","189","191",
"인천광역시","계","55~59세","1990~1999","","161","163","187","102",
"인천광역시","계","55~59세","1989년이전","","215","174","168","120",
"인천광역시","계","55~59세","미상","","","40","35","28",
"인천광역시","계","60~64세","외국인 - 계","","3006","3282","3781","4284",
"인천광역시","계","60~64세","2018","","","","","426",
"인천광역시","계","60~64세","2017","","","","420","539",
"인천광역시","계","60~64세","2016","","","441","521","545",
"인천광역시","계","60~64세","2015","","407","448","462","469",
"인천광역시","계","60~64세","2014","","592","603","625","607",
"인천광역시","계","60~64세","2013","","397","364","349","245",
"인천광역시","계","60~64세","2012","","271","211","182","169",
"인천광역시","계","60~64세","2011","","331","284","259","270",
"인천광역시","계","60~64세","2010","","281","239","256","258",
"인천광역시","계","60~64세","2005~2009","","382","354","378","448",
"인천광역시","계","60~64세","2000~2004","","121","90","83","117",
"인천광역시","계","60~64세","1990~1999","","95","102","92","60",
"인천광역시","계","60~64세","1989년이전","","129","113","119","102",
"인천광역시","계","60~64세","미상","","","33","35","29",
"인천광역시","계","65~69세","외국인 - 계","","1269","1573","1911","2180",
"인천광역시","계","65~69세","2018","","","","","146",
"인천광역시","계","65~69세","2017","","","","144","121",
"인천광역시","계","65~69세","2016","","","159","200","187",
"인천광역시","계","65~69세","2015","","115","111","131","138",
"인천광역시","계","65~69세","2014","","117","144","172","208",
"인천광역시","계","65~69세","2013","","100","117","157","225",
"인천광역시","계","65~69세","2012","","92","123","130","167",
"인천광역시","계","65~69세","2011","","148","195","246","286",
"인천광역시","계","65~69세","2010","","192","218","235","257",
"인천광역시","계","65~69세","2005~2009","","257","269","252","250",
"인천광역시","계","65~69세","2000~2004","","93","82","72","68",
"인천광역시","계","65~69세","1990~1999","","71","74","76","40",
"인천광역시","계","65~69세","1989년이전","","84","66","78","71",
"인천광역시","계","65~69세","미상","","","15","18","16",
"인천광역시","계","70~74세","외국인 - 계","","551","594","665","758",
"인천광역시","계","70~74세","2018","","","","","51",
"인천광역시","계","70~74세","2017","","","","62","65",
"인천광역시","계","70~74세","2016","","","81","76","73",
"인천광역시","계","70~74세","2015","","58","59","57","52",
"인천광역시","계","70~74세","2014","","56","52","48","52",
"인천광역시","계","70~74세","2013","","50","42","43","45",
"인천광역시","계","70~74세","2012","","40","36","41","48",
"인천광역시","계","70~74세","2011","","58","51","52","62",
"인천광역시","계","70~74세","2010","","36","31","52","79",
"인천광역시","계","70~74세","2005~2009","","120","111","118","121",
"인천광역시","계","70~74세","2000~2004","","41","41","21","25",
"인천광역시","계","70~74세","1990~1999","","41","41","42","30",
"인천광역시","계","70~74세","1989년이전","","51","42","45","45",
"인천광역시","계","70~74세","미상","","","7","8","10",
"인천광역시","계","75세 이상","외국인 - 계","","709","769","802","808",
"인천광역시","계","75세 이상","2018","","","","","70",
"인천광역시","계","75세 이상","2017","","","","87","84",
"인천광역시","계","75세 이상","2016","","","80","119","116",
"인천광역시","계","75세 이상","2015","","67","71","81","79",
"인천광역시","계","75세 이상","2014","","74","76","76","83",
"인천광역시","계","75세 이상","2013","","55","50","48","47",
"인천광역시","계","75세 이상","2012","","55","53","41","49",
"인천광역시","계","75세 이상","2011","","43","40","35","49",
"인천광역시","계","75세 이상","2010","","25","22","18","20",
"인천광역시","계","75세 이상","2005~2009","","109","100","86","84",
"인천광역시","계","75세 이상","2000~2004","","113","98","61","52",
"인천광역시","계","75세 이상","1990~1999","","55","62","58","10",
"인천광역시","계","75세 이상","1989년이전","","113","105","83","55",
"인천광역시","계","75세 이상","미상","","","12","9","10",
"인천광역시","남자","합계","외국인 - 계","","40224","41959","45773","50742",
"인천광역시","남자","합계","2018","","","","","10875",
"인천광역시","남자","합계","2017","","","","8621","9472",
"인천광역시","남자","합계","2016","","","7106","8099","7199",
"인천광역시","남자","합계","2015","","6125","6407","6025","4686",
"인천광역시","남자","합계","2014","","7681","6823","5323","4551",
"인천광역시","남자","합계","2013","","6509","5256","4719","2353",
"인천광역시","남자","합계","2012","","4584","4093","1959","1875",
"인천광역시","남자","합계","2011","","3996","2160","1984","1911",
"인천광역시","남자","합계","2010","","2391","2068","1973","1905",
"인천광역시","남자","합계","2005~2009","","5619","4969","4269","4010",
"인천광역시","남자","합계","2000~2004","","1364","1144","903","804",
"인천광역시","남자","합계","1990~1999","","1156","1045","983","322",
"인천광역시","남자","합계","1989년이전","","799","629","603","463",
"인천광역시","남자","합계","미상","","","259","312","316",
"인천광역시","남자","0~4세","외국인 - 계","","660","881","1101","1472",
"인천광역시","남자","0~4세","2018","","","","","523",
"인천광역시","남자","0~4세","2017","","","","342","323",
"인천광역시","남자","0~4세","2016","","","346","306","262",
"인천광역시","남자","0~4세","2015","","215","195","166","140",
"인천광역시","남자","0~4세","2014","","177","138","110","95",
"인천광역시","남자","0~4세","2013","","130","93","65","X",
"인천광역시","남자","0~4세","2012","","70","48","X","X",
"인천광역시","남자","0~4세","2011","","55","X","X","X",
"인천광역시","남자","0~4세","2010","","10","X","X","X",
"인천광역시","남자","0~4세","2005~2009","","X","X","X","X",
"인천광역시","남자","0~4세","2000~2004","","X","X","X","X",
"인천광역시","남자","0~4세","1990~1999","","X","X","X","X",
"인천광역시","남자","0~4세","1989년이전","","X","X","X","X",
"인천광역시","남자","0~4세","미상","","","61","112","129",
"인천광역시","남자","5~9세","외국인 - 계","","469","594","647","826",
"인천광역시","남자","5~9세","2018","","","","","185",
"인천광역시","남자","5~9세","2017","","","","125","133",
"인천광역시","남자","5~9세","2016","","","107","115","100",
"인천광역시","남자","5~9세","2015","","56","66","67","65",
"인천광역시","남자","5~9세","2014","","72","69","59","59",
"인천광역시","남자","5~9세","2013","","54","57","67","104",
"인천광역시","남자","5~9세","2012","","47","42","68","57",
"인천광역시","남자","5~9세","2011","","88","118","55","50",
"인천광역시","남자","5~9세","2010","","65","60","38","31",
"인천광역시","남자","5~9세","2005~2009","","87","51","27","9",
"인천광역시","남자","5~9세","2000~2004","","X","X","X","X",
"인천광역시","남자","5~9세","1990~1999","","X","X","X","X",
"인천광역시","남자","5~9세","1989년이전","","X","X","X","X",
"인천광역시","남자","5~9세","미상","","","24","26","33",
"인천광역시","남자","10~14세","외국인 - 계","","309","385","412","538",
"인천광역시","남자","10~14세","2018","","","","","116",
"인천광역시","남자","10~14세","2017","","","","92","89",
"인천광역시","남자","10~14세","2016","","","59","79","82",
"인천광역시","남자","10~14세","2015","","53","64","59","52",
"인천광역시","남자","10~14세","2014","","47","40","31","32",
"인천광역시","남자","10~14세","2013","","31","34","38","40",
"인천광역시","남자","10~14세","2012","","11","20","27","30",
"인천광역시","남자","10~14세","2011","","19","29","21","24",
"인천광역시","남자","10~14세","2010","","19","22","15","14",
"인천광역시","남자","10~14세","2005~2009","","75","73","35","47",
"인천광역시","남자","10~14세","2000~2004","","54","37","11","5",
"인천광역시","남자","10~14세","1990~1999","","X","X","X","X",
"인천광역시","남자","10~14세","1989년이전","","X","X","X","X",
"인천광역시","남자","10~14세","미상","","","7","X","7",
"인천광역시","남자","15~19세","외국인 - 계","","589","629","752","984",
"인천광역시","남자","15~19세","2018","","","","","497",
