"행정구역별(시도)","성별","연령별","항목","단위","2015 년","2016 년","2017 년","2018 년",
"전국","계","합계","외국인 - 계","","1363712","1413758","1479247","1651561",
"전국","계","합계","2018","","","","","356707",
"전국","계","합계","2017","","","","274874","300908",
"전국","계","합계","2016","","","257978","263793","230775",
"전국","계","합계","2015","","230959","226052","201778","149460",
"전국","계","합계","2014","","283238","245748","177550","151556",
"전국","계","합계","2013","","213703","162028","140149","86675",
"전국","계","합계","2012","","137923","119415","73141","64924",
"전국","계","합계","2011","","133141","87232","73960","67071",
"전국","계","합계","2010","","90595","76408","68015","62547",
"전국","계","합계","2005~2009","","186795","160538","138354","127798",
"전국","계","합계","2000~2004","","45125","36985","28614","26758",
"전국","계","합계","1990~1999","","30703","27258","24769","12600",
"전국","계","합계","1989년이전","","11530","8544","8268","6584",
"전국","계","합계","미상","","","5572","5982","7198",
"전국","계","0~4세","외국인 - 계","","23273","25775","27022","32275",
"전국","계","0~4세","2018","","","","","11128",
"전국","계","0~4세","2017","","","","8918","7681",
"전국","계","0~4세","2016","","","9243","6957","5365",
"전국","계","0~4세","2015","","7325","5839","4300","3181",
"전국","계","0~4세","2014","","6901","4473","2757","2026",
"전국","계","0~4세","2013","","4355","2661","1573","X",
"전국","계","0~4세","2012","","2599","1534","X","X",
"전국","계","0~4세","2011","","1894","X","X","X",
"전국","계","0~4세","2010","","132","X","X","X",
"전국","계","0~4세","2005~2009","","X","X","X","X",
"전국","계","0~4세","2000~2004","","X","X","X","X",
"전국","계","0~4세","1990~1999","","X","X","X","X",
"전국","계","0~4세","1989년이전","","66","X","X","X",
"전국","계","0~4세","미상","","","2025","2517","2894",
"전국","계","5~9세","외국인 - 계","","14901","17566","15152","18792",
"전국","계","5~9세","2018","","","","","3905",
"전국","계","5~9세","2017","","","","2688","2901",
"전국","계","5~9세","2016","","","2653","2615","2413",
"전국","계","5~9세","2015","","2012","2191","1907","1807",
"전국","계","5~9세","2014","","2311","2087","1648","1637",
"전국","계","5~9세","2013","","1782","1720","1491","2396",
"전국","계","5~9세","2012","","1412","1492","1933","1518",
"전국","계","5~9세","2011","","2834","3875","1149","880",
"전국","계","5~9세","2010","","1780","1423","642","492",
"전국","계","5~9세","2005~2009","","2740","1704","654","311",
"전국","계","5~9세","2000~2004","","X","X","X","X",
"전국","계","5~9세","1990~1999","","X","X","X","X",
"전국","계","5~9세","1989년이전","","30","X","X","X",
"전국","계","5~9세","미상","","","421","425","532",
"전국","계","10~14세","외국인 - 계","","9432","10534","8816","11860",
"전국","계","10~14세","2018","","","","","2755",
"전국","계","10~14세","2017","","","","1811","1992",
"전국","계","10~14세","2016","","","1671","1743","1679",
"전국","계","10~14세","2015","","1384","1380","1181","1196",
"전국","계","10~14세","2014","","1331","1100","888","928",
"전국","계","10~14세","2013","","867","787","682","726",
"전국","계","10~14세","2012","","718","643","539","569",
"전국","계","10~14세","2011","","1005","1081","496","549",
"전국","계","10~14세","2010","","529","521","283","297",
"전국","계","10~14세","2005~2009","","1860","2017","852","944",
"전국","계","10~14세","2000~2004","","1722","1171","210","88",
"전국","계","10~14세","1990~1999","","X","X","X","X",
"전국","계","10~14세","1989년이전","","16","X","X","X",
"전국","계","10~14세","미상","","","163","131","137",
"전국","계","15~19세","외국인 - 계","","23534","27311","30563","37692",
"전국","계","15~19세","2018","","","","","21651",
"전국","계","15~19세","2017","","","","16414","8960",
"전국","계","15~19세","2016","","","13785","8106","2494",
"전국","계","15~19세","2015","","10539","5453","2044","1180",
"전국","계","15~19세","2014","","5370","1921","1088","841",
"전국","계","15~19세","2013","","1596","923","664","523",
"전국","계","15~19세","2012","","948","651","472","403",
"전국","계","15~19세","2011","","830","667","353","290",
"전국","계","15~19세","2010","","395","332","171","174",
"전국","계","15~19세","2005~2009","","1130","1053","432","403",
"전국","계","15~19세","2000~2004","","1289","1546","442","448",
"전국","계","15~19세","1990~1999","","1415","825","256","94",
"전국","계","15~19세","1989년이전","","22","X","X","X",
"전국","계","15~19세","미상","","","155","121","231",
"전국","계","20~24세","외국인 - 계","","145172","152146","161704","194511",
"전국","계","20~24세","2018","","","","","74806",
"전국","계","20~24세","2017","","","","54523","49331",
"전국","계","20~24세","2016","","","54219","44125","33760",
"전국","계","20~24세","2015","","48405","36946","27437","18275",
"전국","계","20~24세","2014","","37153","26448","17860","10206",
"전국","계","20~24세","2013","","24998","16560","9974","3948",
"전국","계","20~24세","2012","","16442","9555","3888","1445",
"전국","계","20~24세","2011","","9792","3949","1426","557",
"전국","계","20~24세","2010","","3981","1412","431","219",
"전국","계","20~24세","2005~2009","","1829","742","410","324",
"전국","계","20~24세","2000~2004","","504","474","251","228",
"전국","계","20~24세","1990~1999","","1914","1468","1060","742",
"전국","계","20~24세","1989년이전","","154","X","X","X",
"전국","계","20~24세","미상","","","373","319","670",
"전국","계","25~29세","외국인 - 계","","237392","239214","243718","260938",
"전국","계","25~29세","2018","","","","","60486",
"전국","계","25~29세","2017","","","","45134","49520",
"전국","계","25~29세","2016","","","46596","48567","42615",
"전국","계","25~29세","2015","","42071","43766","39870","33613",
"전국","계","25~29세","2014","","49131","42827","36640","30339",
"전국","계","25~29세","2013","","44419","36213","30932","15555",
"전국","계","25~29세","2012","","34708","29534","14221","10780",
"전국","계","25~29세","2011","","29012","14198","10991","7378",
"전국","계","25~29세","2010","","13608","10261","7475","4838",
"전국","계","25~29세","2005~2009","","22368","14061","8290","4278",
"전국","계","25~29세","2000~2004","","516","331","224","222",
"전국","계","25~29세","1990~1999","","556","650","713","628",
"전국","계","25~29세","1989년이전","","1003","445","288","126",
"전국","계","25~29세","미상","","","332","373","560",
"전국","계","30~34세","외국인 - 계","","200576","213718","231716","258920",
"전국","계","30~34세","2018","","","","","47114",
"전국","계","30~34세","2017","","","","36537","44673",
"전국","계","30~34세","2016","","","34872","40557","37757",
"전국","계","30~34세","2015","","28406","32678","31142","26673",
"전국","계","30~34세","2014","","35895","33289","29810","28261",
"전국","계","30~34세","2013","","34788","29787","28782","17435",
"전국","계","30~34세","2012","","26648","25711","14819","13892",
"전국","계","30~34세","2011","","24700","14845","13945","12951",
"전국","계","30~34세","2010","","13109","11758","10728","9442",
"전국","계","30~34세","2005~2009","","32634","27462","22930","18866",
"전국","계","30~34세","2000~2004","","2858","1837","1021","654",
"전국","계","30~34세","1990~1999","","233","224","211","124",
"전국","계","30~34세","1989년이전","","1305","917","882","667",
"전국","계","30~34세","미상","","","338","352","411",
"전국","계","35~39세","외국인 - 계","","143273","150460","166309","191494",
"전국","계","35~39세","2018","","","","","34458",
"전국","계","35~39세","2017","","","","24479","31586",
"전국","계","35~39세","2016","","","21633","26316","25179",
"전국","계","35~39세","2015","","18010","21572","21319","17823",
"전국","계","35~39세","2014","","25942","23635","19986","18815",
"전국","계","35~39세","2013","","23835","19532","19018","11046",
"전국","계","35~39세","2012","","15614","14977","9487","9332",
"전국","계","35~39세","2011","","15263","9531","9472","9176",
"전국","계","35~39세","2010","","9933","8981","8717","8456",
"전국","계","35~39세","2005~2009","","26210","23823","22075","21323",
"전국","계","35~39세","2000~2004","","6391","5085","3889","3049",
"전국","계","35~39세","1990~1999","","1096","662","399","181",
"전국","계","35~39세","1989년이전","","979","775","873","729",
"전국","계","35~39세","미상","","","254","279","341",
"전국","계","40~44세","외국인 - 계","","122906","120621","120666","134146",
"전국","계","40~44세","2018","","","","","23741",
"전국","계","40~44세","2017","","","","16968","22162",
"전국","계","40~44세","2016","","","15558","18102","16681",
"전국","계","40~44세","2015","","14123","15548","14225","10420",
"전국","계","40~44세","2014","","23237","19639","13380","11931",
"전국","계","40~44세","2013","","17305","12590","11605","7390",
"전국","계","40~44세","2012","","9881","9116","6199","5851",
"전국","계","40~44세","2011","","10795","7838","6730","6426",
"전국","계","40~44세","2010","","9238","7826","6779","6298",
"전국","계","40~44세","2005~2009","","25714","22029","18292","16934",
"전국","계","40~44세","2000~2004","","7422","6385","5279","4819",
"전국","계","40~44세","1990~1999","","4310","3271","2293","751",
"전국","계","40~44세","1989년이전","","881","623","619","535",
"전국","계","40~44세","미상","","","198","195","207",
"전국","계","45~49세","외국인 - 계","","121216","123306","128530","136565",
"전국","계","45~49세","2018","","","","","23329",
"전국","계","45~49세","2017","","","","18594","22934",
"전국","계","45~49세","2016","","","15232","18282","16637",
"전국","계","45~49세","2015","","14558","16096","15486","8890",
"전국","계","45~49세","2014","","25364","22963","13306","10942",
"전국","계","45~49세","2013","","18382","11924","9765","6997",
"전국","계","45~49세","2012","","8096","6905","5773","5385",
"전국","계","45~49세","2011","","8615","7236","6893","6485",
"전국","계","45~49세","2010","","8996","8041","7777","7349",
"전국","계","45~49세","2005~2009","","22522","21589","20400","19396",
"전국","계","45~49세","2000~2004","","6889","6132","5575","5327",
"전국","계","45~49세","1990~1999","","6880","6271","5721","2099",
"전국","계","45~49세","1989년이전","","914","685","738","583",
"전국","계","45~49세","미상","","","232","220","212",
"전국","계","50~54세","외국인 - 계","","117471","123372","121787","124949",
"전국","계","50~54세","2018","","","","","21006",
"전국","계","50~54세","2017","","","","20039","23279",
"전국","계","50~54세","2016","","","17031","18956","16341",
"전국","계","50~54세","2015","","16006","16701","14982","7044",
"전국","계","50~54세","2014","","27738","26582","11659","9162",
"전국","계","50~54세","2013","","16994","10840","8657","5991",
"전국","계","50~54세","2012","","6892","6524","5094","4847",
"전국","계","50~54세","2011","","9149","7560","6712","6141",
"전국","계","50~54세","2010","","9601","8564","7829","7076",
"전국","계","50~54세","2005~2009","","18486","17854","16704","15921",
"전국","계","50~54세","2000~2004","","5788","4912","4321","4260",
"전국","계","50~54세","1990~1999","","5559","5605","5763","3047",
"전국","계","50~54세","1989년이전","","1258","919","807","607",
"전국","계","50~54세","미상","","","280","264","227",
"전국","계","55~59세","외국인 - 계","","93754","89458","90876","107372",
"전국","계","55~59세","2018","","","","","19414",
"전국","계","55~59세","2017","","","","15256","20953",
"전국","계","55~59세","2016","","","11169","13249","14022",
"전국","계","55~59세","2015","","14762","14004","13321","5797",
"전국","계","55~59세","2014","","23984","20756","8655","7470",
"전국","계","55~59세","2013","","11663","6833","5662","4254",
"전국","계","55~59세","2012","","5218","4462","3252","3457",
"전국","계","55~59세","2011","","7717","5889","5496","5805",
"전국","계","55~59세","2010","","7856","6514","6338","6904",
"전국","계","55~59세","2005~2009","","13510","11974","11863","12810",
"전국","계","55~59세","2000~2004","","4244","3235","2931","3029",
"전국","계","55~59세","1990~1999","","3206","3061","3342","2237",
"전국","계","55~59세","1989년이전","","1594","1299","1224","926",
"전국","계","55~59세","미상","","","262","287","294",
"전국","계","60~64세","외국인 - 계","","62516","68827","76527","81013",
"전국","계","60~64세","2018","","","","","8283",
"전국","계","60~64세","2017","","","","8457","10540",
"전국","계","60~64세","2016","","","8773","10257","9869",
"전국","계","60~64세","2015","","8505","9226","9946","9211",
"전국","계","60~64세","2014","","13866","14764","14429","12846",
"전국","계","60~64세","2013","","8472","7580","6943","4834",
"전국","계","60~64세","2012","","5328","4796","3778","3187",
"전국","계","60~64세","2011","","6456","5353","4669","4435",
"전국","계","60~64세","2010","","5988","5323","5051","5109",
"전국","계","60~64세","2005~2009","","8196","7701","7728","8276",
"전국","계","60~64세","2000~2004","","2631","2142","2020","2125",
"전국","계","60~64세","1990~1999","","1947","1930","1916","1184",
"전국","계","60~64세","1989년이전","","1127","994","1105","899",
"전국","계","60~64세","미상","","","245","228","215",
"전국","계","65~69세","외국인 - 계","","26148","29011","33057","36694",
"전국","계","65~69세","2018","","","","","2274",
"전국","계","65~69세","2017","","","","2426","2167",
"전국","계","65~69세","2016","","","2858","3164","3222",
"전국","계","65~69세","2015","","2472","2343","2404","2281",
"전국","계","65~69세","2014","","2567","2986","3450","4188",
"전국","계","65~69세","2013","","2295","2441","2905","4097",
"전국","계","65~69세","2012","","1973","2156","2505","2967",
"전국","계","65~69세","2011","","3452","3762","4256","4362",
"전국","계","65~69세","2010","","4049","4252","4446","4135",
"전국","계","65~69세","2005~2009","","5250","4784","4416","4499",
"전국","계","65~69세","2000~2004","","2019","1464","1120","1120",
"전국","계","65~69세","1990~1999","","1385","1270","1228","692",
"전국","계","65~69세","1989년이전","","686","559","596","559",
"전국","계","65~69세","미상","","","136","141","131",
"전국","계","70~74세","외국인 - 계","","9809","9929","10764","12022",
"전국","계","70~74세","2018","","","","","1044",
"전국","계","70~74세","2017","","","","1150","928",
"전국","계","70~74세","2016","","","1244","1250","1202",
"전국","계","70~74세","2015","","1087","995","919","843",
"전국","계","70~74세","2014","","965","853","716","708",
"전국","계","70~74세","2013","","841","703","661","671",
"전국","계","70~74세","2012","","627","555","520","630",
"전국","계","70~74세","2011","","756","711","787","1013",
"전국","계","70~74세","2010","","798","706","969","1357",
"전국","계","70~74세","2005~2009","","2346","2096","2096","2190",
"전국","계","70~74세","2000~2004","","1096","854","516","555",
"전국","계","70~74세","1990~1999","","822","756","710","421",
"전국","계","70~74세","1989년이전","","471","387","409","383",
"전국","계","70~74세","미상","","","69","61","77",
"전국","계","75세 이상","외국인 - 계","","12339","12510","12040","12318",
"전국","계","75세 이상","2018","","","","","1313",
"전국","계","75세 이상","2017","","","","1480","1301",
"전국","계","75세 이상","2016","","","1441","1547","1539",
"전국","계","75세 이상","2015","","1294","1314","1295","1226",
"전국","계","75세 이상","2014","","1483","1425","1278","1256",
"전국","계","75세 이상","2013","","1111","934","835","812",
"전국","계","75세 이상","2012","","819","804","661","661",
"전국","계","75세 이상","2011","","871","737","585","623",
"전국","계","75세 이상","2010","","602","494","379","401",
"전국","계","75세 이상","2005~2009","","1999","1649","1212","1323",
"전국","계","75세 이상","2000~2004","","1756","1417","815","834",
"전국","계","75세 이상","1990~1999","","1380","1265","1157","400",
"전국","계","75세 이상","1989년이전","","1024","941","727","570",
"전국","계","75세 이상","미상","","","89","69","59",
"전국","남자","합계","외국인 - 계","","788663","815467","845663","945641",
"전국","남자","합계","2018","","","","","207708",
"전국","남자","합계","2017","","","","156322","179786",
"전국","남자","합계","2016","","","146459","156372","139664",
"전국","남자","합계","2015","","129591","133686","121470","90838",
"전국","남자","합계","2014","","168457","148708","108110","93066",
"전국","남자","합계","2013","","131281","100013","87030","45877",
"전국","남자","합계","2012","","85786","75246","38206","33760",
"전국","남자","합계","2011","","80931","45731","38157","34406",
"전국","남자","합계","2010","","48262","40589","35582","32604",
"전국","남자","합계","2005~2009","","98378","83553","69136","63146",
"전국","남자","합계","2000~2004","","22438","18508","13685","12645",
"전국","남자","합계","1990~1999","","17153","15231","13783","4734",
"전국","남자","합계","1989년이전","","6386","4756","4578","3624",
"전국","남자","합계","미상","","","2987","3232","3783",
"전국","남자","0~4세","외국인 - 계","","11885","13143","13698","16441",
"전국","남자","0~4세","2018","","","","","5661",
"전국","남자","0~4세","2017","","","","4539","3920",
"전국","남자","0~4세","2016","","","4756","3574","2802",
"전국","남자","0~4세","2015","","3728","2962","2178","1621",
"전국","남자","0~4세","2014","","3461","2258","1360","1001",
"전국","남자","0~4세","2013","","2233","1371","785","X",
"전국","남자","0~4세","2012","","1347","789","X","X",
"전국","남자","0~4세","2011","","1003","X","X","X",
"전국","남자","0~4세","2010","","81","X","X","X",
"전국","남자","0~4세","2005~2009","","X","X","X","X",
"전국","남자","0~4세","2000~2004","","X","X","X","X",
"전국","남자","0~4세","1990~1999","","X","X","X","X",
"전국","남자","0~4세","1989년이전","","32","X","X","X",
"전국","남자","0~4세","미상","","","1007","1262","1436",
"전국","남자","5~9세","외국인 - 계","","7683","9152","7801","9529",
"전국","남자","5~9세","2018","","","","","1948",
"전국","남자","5~9세","2017","","","","1392","1494",
"전국","남자","5~9세","2016","","","1371","1329","1186",
"전국","남자","5~9세","2015","","1001","1074","927","874",
"전국","남자","5~9세","2014","","1145","1055","826","817",
"전국","남자","5~9세","2013","","885","859","767","1230",
"전국","남자","5~9세","2012","","737","805","1015","783",
"전국","남자","5~9세","2011","","1450","2034","629","480",
"전국","남자","5~9세","2010","","932","758","348","269",
"전국","남자","5~9세","2005~2009","","1518","968","344","177",
"전국","남자","5~9세","2000~2004","","X","X","X","X",
"전국","남자","5~9세","1990~1999","","X","X","X","X",
"전국","남자","5~9세","1989년이전","","15","X","X","X",
"전국","남자","5~9세","미상","","","228","224","271",
"전국","남자","10~14세","외국인 - 계","","4868","5440","4503","5984",
"전국","남자","10~14세","2018","","","","","1340",
"전국","남자","10~14세","2017","","","","928","1022",
"전국","남자","10~14세","2016","","","796","827","823",
"전국","남자","10~14세","2015","","666","684","581","580",
"전국","남자","10~14세","2014","","663","556","458","464",
"전국","남자","10~14세","2013","","430","403","354","393",
"전국","남자","10~14세","2012","","362","326","287","302",
"전국","남자","10~14세","2011","","507","569","269","280",
"전국","남자","10~14세","2010","","283","271","162","171",
"전국","남자","10~14세","2005~2009","","996","1088","451","494",
"전국","남자","10~14세","2000~2004","","953","657","126","54",
"전국","남자","10~14세","1990~1999","","X","X","X","X",
"전국","남자","10~14세","1989년이전","","8","X","X","X",
"전국","남자","10~14세","미상","","","90","60","61",
"전국","남자","15~19세","외국인 - 계","","10961","12573","14142","18166",
"전국","남자","15~19세","2018","","","","","10336",
"전국","남자","15~19세","2017","","","","7319","4212",
"전국","남자","15~19세","2016","","","5797","3679","1196",
"전국","남자","15~19세","2015","","4435","2520","993","596",
"전국","남자","15~19세","2014","","2560","973","580","437",
"전국","남자","15~19세","2013","","831","479","338","254",
"전국","남자","15~19세","2012","","470","333","230","200",
"전국","남자","15~19세","2011","","413","329","187","163",
"전국","남자","15~19세","2010","","213","191","96","97",
"전국","남자","15~19세","2005~2009","","594","582","245","224",
"전국","남자","15~19세","2000~2004","","670","837","263","279",
"전국","남자","15~19세","1990~1999","","769","444","137","54",
"전국","남자","15~19세","1989년이전","","6","X","X","X",
"전국","남자","15~19세","미상","","","88","75","118",
"전국","남자","20~24세","외국인 - 계","","78919","81969","86007","106914",
"전국","남자","20~24세","2018","","","","","41629",
"전국","남자","20~24세","2017","","","","27563","27899",
"전국","남자","20~24세","2016","","","27696","24802","18635",
"전국","남자","20~24세","2015","","25029","21155","15395","9819",
"전국","남자","20~24세","2014","","21894","15378","9857","5256",
"전국","남자","20~24세","2013","","14208","9047","4926","1634",
"전국","남자","20~24세","2012","","9212","4923","1524","603",
"전국","남자","20~24세","2011","","4980","1544","601","288",
"전국","남자","20~24세","2010","","1490","582","244","128",
"전국","남자","20~24세","2005~2009","","767","410","221","167",
"전국","남자","20~24세","2000~2004","","253","239","115","100",
"전국","남자","20~24세","1990~1999","","1017","808","581","405",
"전국","남자","20~24세","1989년이전","","69","X","X","X",
"전국","남자","20~24세","미상","","","187","178","351",
"전국","남자","25~29세","외국인 - 계","","147001","148745","150593","162450",
"전국","남자","25~29세","2018","","","","","38475",
"전국","남자","25~29세","2017","","","","28544","31674",
"전국","남자","25~29세","2016","","","30235","31944","28521",
"전국","남자","25~29세","2015","","26637","28578","26335","22542",
"전국","남자","25~29세","2014","","32603","28939","24899","21045",
"전국","남자","25~29세","2013","","29197","23724","20381","7711",
"전국","남자","25~29세","2012","","23301","20111","6889","5071",
"전국","남자","25~29세","2011","","19099","6972","5083","3295",
"전국","남자","25~29세","2010","","6142","4303","2981","1879",
"전국","남자","25~29세","2005~2009","","8919","4921","2639","1372",
"전국","남자","25~29세","2000~2004","","271","191","122","117",
"전국","남자","25~29세","1990~1999","","287","343","400","345",
"전국","남자","25~29세","1989년이전","","545","247","157","69",
"전국","남자","25~29세","미상","","","181","219","334",
"전국","남자","30~34세","외국인 - 계","","131891","138444","147564","162953",
"전국","남자","30~34세","2018","","","","","30773",
"전국","남자","30~34세","2017","","","","24511","30126",
"전국","남자","30~34세","2016","","","23811","27789","26588",
"전국","남자","30~34세","2015","","19344","22261","21575","18564",
"전국","남자","30~34세","2014","","24623","23390","21144","20130",
"전국","남자","30~34세","2013","","24915","21123","20115","9564",
"전국","남자","30~34세","2012","","19023","18270","8129","7311",
"전국","남자","30~34세","2011","","16869","7901","7195","6580",
"전국","남자","30~34세","2010","","7084","6038","5238","4444",
"전국","남자","30~34세","2005~2009","","17860","14019","10667","7939",
"전국","남자","30~34세","2000~2004","","1345","820","417","271",
"전국","남자","30~34세","1990~1999","","118","116","98","58",
"전국","남자","30~34세","1989년이전","","710","499","483","370",
"전국","남자","30~34세","미상","","","196","203","235",
"전국","남자","35~39세","외국인 - 계","","95078","98874","107308","121378",
"전국","남자","35~39세","2018","","","","","21982",
"전국","남자","35~39세","2017","","","","16335","21261",
"전국","남자","35~39세","2016","","","14545","17864","17537",
"전국","남자","35~39세","2015","","12153","14843","14948","12613",
"전국","남자","35~39세","2014","","17435","16346","14032","13428",
"전국","남자","35~39세","2013","","17434","14497","14146","6765",
"전국","남자","35~39세","2012","","11240","10903","5672","5397",
"전국","남자","35~39세","2011","","10975","5714","5394","5076",
"전국","남자","35~39세","2010","","6096","5304","4871","4606",
"전국","남자","35~39세","2005~2009","","15139","13198","11371","10678",
"전국","남자","35~39세","2000~2004","","3336","2528","1762","1336",
"전국","남자","35~39세","1990~1999","","712","410","251","105",
"전국","남자","35~39세","1989년이전","","558","448","498","397",
"전국","남자","35~39세","미상","","","138","164","197",
"전국","남자","40~44세","외국인 - 계","","76341","75112","74096","81783",
"전국","남자","40~44세","2018","","","","","14402",
"전국","남자","40~44세","2017","","","","10190","13917",
"전국","남자","40~44세","2016","","","9221","11000","10531",
"전국","남자","40~44세","2015","","8277","9501","9130","6896",
"전국","남자","40~44세","2014","","14456","12562","8566","7808",
"전국","남자","40~44세","2013","","10968","8390","8111","4612",
"전국","남자","40~44세","2012","","6359","6245","3799","3631",
"전국","남자","40~44세","2011","","7253","4936","4161","3870",
"전국","남자","40~44세","2010","","5842","4955","4138","3759",
"전국","남자","40~44세","2005~2009","","15762","13222","10320","9236",
"전국","남자","40~44세","2000~2004","","3999","3356","2635","2265",
"전국","남자","40~44세","1990~1999","","2887","2226","1546","420",
"전국","남자","40~44세","1989년이전","","538","370","371","322",
"전국","남자","40~44세","미상","","","128","129","114",
"전국","남자","45~49세","외국인 - 계","","65943","67994","70938","76344",
"전국","남자","45~49세","2018","","","","","13834",
"전국","남자","45~49세","2017","","","","10557","13494",
"전국","남자","45~49세","2016","","","8086","9873","9206",
"전국","남자","45~49세","2015","","7678","8689","8559","4649",
"전국","남자","45~49세","2014","","14221","13131","7248","5957",
"전국","남자","45~49세","2013","","9657","6115","5067","3687",
"전국","남자","45~49세","2012","","3976","3485","3005","2841",
"전국","남자","45~49세","2011","","4442","3800","3651","3494",
"전국","남자","45~49세","2010","","4979","4569","4454","4291",
"전국","남자","45~49세","2005~2009","","12603","12386","11419","10838",
"전국","남자","45~49세","2000~2004","","3685","3330","2877","2747",
"전국","남자","45~49세","1990~1999","","4115","3823","3640","803",
"전국","남자","45~49세","1989년이전","","587","443","463","378",
"전국","남자","45~49세","미상","","","137","125","125",
"전국","남자","50~54세","외국인 - 계","","58868","62726","62080","64497",
"전국","남자","50~54세","2018","","","","","11599",
"전국","남자","50~54세","2017","","","","10613","12784",
"전국","남자","50~54세","2016","","","8838","10016","8731",
"전국","남자","50~54세","2015","","7932","8470","7700","3382",
"전국","남자","50~54세","2014","","14196","13859","5678","4431",
"전국","남자","50~54세","2013","","8524","5207","4074","2986",
"전국","남자","50~54세","2012","","3221","3040","2464","2360",
"전국","남자","50~54세","2011","","4414","3699","3245","2965",
"전국","남자","50~54세","2010","","5077","4606","4211","3768",
"전국","남자","50~54세","2005~2009","","9226","9069","8476","8195",
"전국","남자","50~54세","2000~2004","","2805","2422","2095","2039",
"전국","남자","50~54세","1990~1999","","2758","2816","2861","770",
"전국","남자","50~54세","1989년이전","","715","538","486","364",
"전국","남자","50~54세","미상","","","162","161","123",
"전국","남자","55~59세","외국인 - 계","","46436","44275","44566","52939",
"전국","남자","55~59세","2018","","","","","9920",
"전국","남자","55~59세","2017","","","","7712","10813",
"전국","남자","55~59세","2016","","","5281","6572","7049",
"전국","남자","55~59세","2015","","6907","6761","6574","2701",
"전국","남자","55~59세","2014","","12179","10526","3926","3344",
"전국","남자","55~59세","2013","","5921","3304","2603","2117",
"전국","남자","55~59세","2012","","2471","2122","1650","1697",
"전국","남자","55~59세","2011","","3773","2956","2708","2840",
"전국","남자","55~59세","2010","","4160","3496","3354","3649",
"전국","남자","55~59세","2005~2009","","6565","5882","5693","6178",
"전국","남자","55~59세","2000~2004","","1819","1470","1267","1350",
"전국","남자","55~59세","1990~1999","","1744","1594","1668","628",
"전국","남자","55~59세","1989년이전","","897","729","677","494",
"전국","남자","55~59세","미상","","","154","162","159",
"전국","남자","60~64세","외국인 - 계","","31421","34555","38282","40166",
"전국","남자","60~64세","2018","","","","","4098",
"전국","남자","60~64세","2017","","","","4315","5557",
"전국","남자","60~64세","2016","","","4181","5031","4777",
"전국","남자","60~64세","2015","","4092","4511","4913","4432",
"전국","남자","60~64세","2014","","7183","7704","7311","6396",
"전국","남자","60~64세","2013","","4317","3815","3501","2420",
"전국","남자","60~64세","2012","","2627","2358","1870","1629",
"전국","남자","60~64세","2011","","3326","2753","2327","2221",
"전국","남자","60~64세","2010","","3158","2818","2634","2664",
"전국","남자","60~64세","2005~2009","","4002","3799","3768","3991",
"전국","남자","60~64세","2000~2004","","1099","923","834","866",
"전국","남자","60~64세","1990~1999","","978","996","1023","492",
"전국","남자","60~64세","1989년이전","","639","548","619","494",
"전국","남자","60~64세","미상","","","149","136","129",
"전국","남자","65~69세","외국인 - 계","","12666","14019","15873","17526",
"전국","남자","65~69세","2018","","","","","961",
"전국","남자","65~69세","2017","","","","1024","980",
"전국","남자","65~69세","2016","","","1123","1349","1380",
"전국","남자","65~69세","2015","","1029","1021","1066","1017",
"전국","남자","65~69세","2014","","1186","1440","1706","2039",
"전국","남자","65~69세","2013","","1113","1204","1443","2066",
"전국","남자","65~69세","2012","","984","1102","1314","1497",
"전국","남자","65~69세","2011","","1784","1962","2143","2187",
"전국","남자","65~69세","2010","","2121","2195","2272","2097",
"전국","남자","65~69세","2005~2009","","2578","2330","2061","2105",
"전국","남자","65~69세","2000~2004","","844","637","499","510",
"전국","남자","65~69세","1990~1999","","652","619","596","299",
"전국","남자","65~69세","1989년이전","","375","309","318","309",
"전국","남자","65~69세","미상","","","77","82","79",
"전국","남자","70~74세","외국인 - 계","","4248","4207","4487","4947",
"전국","남자","70~74세","2018","","","","","381",
"전국","남자","70~74세","2017","","","","396","308",
"전국","남자","70~74세","2016","","","381","390","357",
"전국","남자","70~74세","2015","","359","333","280","263",
"전국","남자","70~74세","2014","","314","283","266","263",
"전국","남자","70~74세","2013","","343","265","247","277",
"전국","남자","70~74세","2012","","261","235","216","282",
"전국","남자","70~74세","2011","","362","345","390","471",
"전국","남자","70~74세","2010","","409","347","466","664",
"전국","남자","70~74세","2005~2009","","1073","1041","998","1032",
"전국","남자","70~74세","2000~2004","","523","399","241","259",
"전국","남자","70~74세","1990~1999","","387","362","361","169",
"전국","남자","70~74세","1989년이전","","217","189","210","190",
"전국","남자","70~74세","미상","","","27","26","31",
"전국","남자","75세 이상","외국인 - 계","","4454","4239","3725","3624",
"전국","남자","75세 이상","2018","","","","","369",
"전국","남자","75세 이상","2017","","","","384","325",
"전국","남자","75세 이상","2016","","","341","333","345",
"전국","남자","75세 이상","2015","","324","323","316","289",
"전국","남자","75세 이상","2014","","338","308","253","250",
"전국","남자","75세 이상","2013","","305","210","172","161",
"전국","남자","75세 이상","2012","","195","199","142","156",
"전국","남자","75세 이상","2011","","281","217","174","196",
"전국","남자","75세 이상","2010","","195","156","113","118",
"전국","남자","75세 이상","2005~2009","","776","638","463","520",
"전국","남자","75세 이상","2000~2004","","836","699","432","452",
"전국","남자","75세 이상","1990~1999","","729","674","621","186",
