"강원도","인천광역시",5071,-502,5148,-401,5058,-846,5080,-518,4663,-733,4832,-293
"강원도","광주광역시",805,-94,828,-126,945,-84,751,-76,730,-129,711,-19
"강원도","대전광역시",2995,258,2867,467,2902,479,2783,570,2682,380,2529,435
"강원도","울산광역시",1095,198,1146,157,1103,-25,939,-101,766,-181,737,-190
"강원도","세종특별자치시",272,34,490,271,765,449,710,300,797,315,870,421
"강원도","경기도",27207,-2391,28207,-1710,28238,-2723,28369,-986,27656,-1042,29402,1900
"강원도","강원도",136041,0,145250,0,140018,0,140921,0,130963,0,140086,0
"강원도","충청북도",4267,20,4440,-296,4706,-19,4890,470,4764,183,4650,561
"강원도","충청남도",3445,473,3550,465,3743,571,3316,294,3645,777,3373,438
"강원도","전라북도",1537,60,1470,-130,1577,-39,1464,-57,1378,-165,1289,-37
"강원도","전라남도",1416,-89,1521,-12,1589,-12,1497,-22,1405,-73,1290,-93
"강원도","경상북도",3878,-65,3916,13,3999,-70,3593,-222,3587,113,3361,-59
"강원도","경상남도",2541,-159,2731,182,2772,64,2483,-204,2312,-163,2192,-161
"강원도","제주특별자치도",686,175,814,271,839,232,934,240,945,252,935,133
"충청북도","전국",212860,-3113,213577,-2367,213188,-1438,197668,-5011,194915,-2262,213737,-5149
"충청북도","서울특별시",13209,-574,13291,-953,13197,-1182,13032,-1055,12961,-341,13783,377
"충청북도","부산광역시",1565,-171,1932,-36,1757,-266,1559,-318,1660,-390,1406,-574
"충청북도","대구광역시",1693,-265,1816,-210,1450,-507,1517,-254,1443,-381,1450,-567
"충청북도","인천광역시",3429,-743,3457,-753,3509,-1115,3308,-995,3416,-635,3394,-797
"충청북도","광주광역시",716,-66,904,-41,711,-259,647,-201,680,-230,729,-299
"충청북도","대전광역시",8442,134,8552,296,7749,-516,7917,169,8014,361,7905,3
"충청북도","울산광역시",1173,282,865,-26,1057,-105,716,-274,633,-344,576,-617
"충청북도","세종특별자치시",2794,919,5940,4072,9061,6753,5544,2918,6270,3455,5978,3005
"충청북도","경기도",20083,-2743,19697,-3916,20075,-3617,19803,-2815,19833,-2653,20949,-2108
"충청북도","강원도",4247,-20,4736,296,4725,19,4420,-470,4581,-183,4089,-561
"충청북도","충청북도",139959,0,136614,0,133264,0,124156,0,119825,0,138870,0
"충청북도","충청남도",6056,212,6304,38,6580,327,6056,359,6387,559,6087,239
"충청북도","전라북도",1834,-105,1773,-483,1753,-518,1692,-467,1770,-425,1696,-719
"충청북도","전라남도",1209,9,1191,-145,1344,-98,1233,-239,1232,-248,1133,-391
"충청북도","경상북도",3692,-235,3606,-506,3859,-366,3410,-731,3475,-569,3122,-1285
"충청북도","경상남도",2119,46,2057,-296,2259,-205,1751,-819,1726,-493,1731,-911
