"국적별","체류자격별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년",
"키르기스스탄","사증면제","계","","3","","","1","8","",
"키르기스스탄","사증면제","남자","","1","","","1","5","",
"키르기스스탄","사증면제","여자","","2","","","0","3","",
"키르기스스탄","관광통과","계","","","6","13","13","6","19",
"키르기스스탄","관광통과","남자","","","5","11","12","5","10",
"키르기스스탄","관광통과","여자","","","1","2","1","1","9",
"키르기스스탄","단기방문","계","","78","137","186","227","239","209",
"키르기스스탄","단기방문","남자","","30","73","108","136","170","124",
"키르기스스탄","단기방문","여자","","48","64","78","91","69","85",
"키르기스스탄","단기취업","계","","","","","2","","",
"키르기스스탄","단기취업","남자","","","","","2","","",
"키르기스스탄","단기취업","여자","","","","","0","","",
"키르기스스탄","문화예술","계","","1","","","","","1",
"키르기스스탄","문화예술","남자","","1","","","","","0",
"키르기스스탄","문화예술","여자","","0","","","","","1",
"키르기스스탄","구직","계","","","","2","","1","3",
"키르기스스탄","구직","남자","","","","0","","0","1",
"키르기스스탄","구직","여자","","","","2","","1","2",
"키르기스스탄","유학","계","","57","49","50","48","82","93",
"키르기스스탄","유학","남자","","21","21","21","21","35","37",
"키르기스스탄","유학","여자","","36","28","29","27","47","56",
"키르기스스탄","일반연수","계","","39","53","42","74","75","60",
"키르기스스탄","일반연수","남자","","13","16","16","28","40","20",
"키르기스스탄","일반연수","여자","","26","37","26","46","35","40",
"키르기스스탄","기업투자","계","","3","1","1","1","2","4",
"키르기스스탄","기업투자","남자","","3","1","1","1","2","4",
"키르기스스탄","기업투자","여자","","0","0","0","0","0","0",
"키르기스스탄","무역경영","계","","","","3","3","1","2",
"키르기스스탄","무역경영","남자","","","","3","3","1","2",
"키르기스스탄","무역경영","여자","","","","0","0","0","0",
"키르기스스탄","회화지도","계","","","","","1","","",
"키르기스스탄","회화지도","남자","","","","","0","","",
"키르기스스탄","회화지도","여자","","","","","1","","",
"키르기스스탄","전문직업","계","","","","","1","","",
"키르기스스탄","전문직업","남자","","","","","1","","",
"키르기스스탄","전문직업","여자","","","","","0","","",
"키르기스스탄","예술흥행","계","","39","65","47","26","","1",
"키르기스스탄","예술흥행","남자","","3","10","3","0","","0",
"키르기스스탄","예술흥행","여자","","36","55","44","26","","1",
"키르기스스탄","특정활동","계","","","1","1","2","1","1",
"키르기스스탄","특정활동","남자","","","0","1","1","0","0",
"키르기스스탄","특정활동","여자","","","1","0","1","1","1",
"키르기스스탄","비전문취업","계","","263","224","303","231","208","388",
"키르기스스탄","비전문취업","남자","","249","216","287","215","197","383",
"키르기스스탄","비전문취업","여자","","14","8","16","16","11","5",
"키르기스스탄","방문동거","계","","17","21","95","220","223","262",
"키르기스스탄","방문동거","남자","","7","6","44","92","103","111",
"키르기스스탄","방문동거","여자","","10","15","51","128","120","151",
"키르기스스탄","거주","계","","9","2","4","3","2","5",
"키르기스스탄","거주","남자","","4","1","3","2","2","4",
"키르기스스탄","거주","여자","","5","1","1","1","0","1",
"키르기스스탄","동반","계","","28","15","21","12","16","25",
"키르기스스탄","동반","남자","","10","4","8","6","6","10",
"키르기스스탄","동반","여자","","18","11","13","6","10","15",
"키르기스스탄","재외동포","계","","42","75","179","232","130","263",
"키르기스스탄","재외동포","남자","","20","37","108","115","79","127",
"키르기스스탄","재외동포","여자","","22","38","71","117","51","136",
"키르기스스탄","영주","계","","2","10","5","8","9","9",
"키르기스스탄","영주","남자","","0","0","0","0","0","0",
"키르기스스탄","영주","여자","","2","10","5","8","9","9",
"키르기스스탄","결혼이민","계","","97","53","48","48","56","49",
"키르기스스탄","결혼이민","남자","","1","2","0","1","5","0",
"키르기스스탄","결혼이민","여자","","96","51","48","47","51","49",
"키르기스스탄","기타","계","","","1","5","4","7","6",
"키르기스스탄","기타","남자","","","1","5","4","5","4",
"키르기스스탄","기타","여자","","","0","0","0","2","2",
"키르기스스탄","방문취업","계","","218","287","380","601","621","497",
"키르기스스탄","방문취업","남자","","135","177","250","369","382","321",
"키르기스스탄","방문취업","여자","","83","110","130","232","239","176",
"쿠웨이트","총계","계","","8","12","9","16","13","21",
"쿠웨이트","총계","남자","","7","6","3","6","8","12",
"쿠웨이트","총계","여자","","1","6","6","10","5","9",
"쿠웨이트","사증면제","계","","","","","","1","",
"쿠웨이트","사증면제","남자","","","","","","1","",
"쿠웨이트","사증면제","여자","","","","","","0","",
"쿠웨이트","관광통과","계","","1","2","3","11","8","8",
"쿠웨이트","관광통과","남자","","1","1","2","5","3","4",
"쿠웨이트","관광통과","여자","","0","1","1","6","5","4",
"쿠웨이트","단기방문","계","","","2","","","","",
"쿠웨이트","단기방문","남자","","","1","","","","",
"쿠웨이트","단기방문","여자","","","1","","","","",
"쿠웨이트","유학","계","","","1","","","1","",
"쿠웨이트","유학","남자","","","1","","","1","",
"쿠웨이트","유학","여자","","","0","","","0","",
"쿠웨이트","일반연수","계","","1","2","3","1","","4",
"쿠웨이트","일반연수","남자","","1","1","1","0","","3",
"쿠웨이트","일반연수","여자","","0","1","2","1","","1",
"쿠웨이트","주재","계","","","","","1","2","1",
"쿠웨이트","주재","남자","","","","","1","2","1",
"쿠웨이트","주재","여자","","","","","0","0","0",
"쿠웨이트","무역경영","계","","4","","","","","2",
"쿠웨이트","무역경영","남자","","4","","","","","2",
"쿠웨이트","무역경영","여자","","0","","","","","0",
"쿠웨이트","특정활동","계","","","","","1","1","",
"쿠웨이트","특정활동","남자","","","","","0","1","",
"쿠웨이트","특정활동","여자","","","","","1","0","",
"쿠웨이트","거주","계","","","","","","","1",
"쿠웨이트","거주","남자","","","","","","","0",
"쿠웨이트","거주","여자","","","","","","","1",
"쿠웨이트","동반","계","","2","4","2","1","","5",
"쿠웨이트","동반","남자","","1","2","0","0","","2",
"쿠웨이트","동반","여자","","1","2","2","1","","3",
"쿠웨이트","재외동포","계","","","1","","1","","",
"쿠웨이트","재외동포","남자","","","0","","0","","",
"쿠웨이트","재외동포","여자","","","1","","1","","",
"쿠웨이트","기타","계","","","","1","","","",
"쿠웨이트","기타","남자","","","","0","","","",
"쿠웨이트","기타","여자","","","","1","","","",
"라오스","총계","계","","271","267","225","216","252","380",
"라오스","총계","남자","","108","109","86","71","84","208",
"라오스","총계","여자","","163","158","139","145","168","172",
"라오스","공무","계","","1","1","8","1","","1",
"라오스","공무","남자","","1","1","4","1","","1",
"라오스","공무","여자","","0","0","4","0","","0",
"라오스","사증면제","계","","6","1","","","1","",
"라오스","사증면제","남자","","3","1","","","0","",
"라오스","사증면제","여자","","3","0","","","1","",
"라오스","관광통과","계","","","","","1","","15",
"라오스","관광통과","남자","","","","","1","","7",
"라오스","관광통과","여자","","","","","0","","8",
"라오스","단기방문","계","","134","151","106","111","158","116",
"라오스","단기방문","남자","","65","67","32","31","51","37",
"라오스","단기방문","여자","","69","84","74","80","107","79",
"라오스","단기취업","계","","","","","","","6",
"라오스","단기취업","남자","","","","","","","6",
"라오스","단기취업","여자","","","","","","","0",
"라오스","문화예술","계","","","3","1","3","4","3",
"라오스","문화예술","남자","","","0","0","3","3","2",
"라오스","문화예술","여자","","","3","1","0","1","1",
"라오스","유학","계","","29","34","32","30","22","31",
"라오스","유학","남자","","17","17","21","9","11","18",
"라오스","유학","여자","","12","17","11","21","11","13",
"라오스","일반연수","계","","33","27","35","30","28","30",
"라오스","일반연수","남자","","17","15","16","16","11","10",
"라오스","일반연수","여자","","16","12","19","14","17","20",
"라오스","교수","계","","","","","1","","1",
"라오스","교수","남자","","","","","1","","1",
"라오스","교수","여자","","","","","0","","0",
"라오스","예술흥행","계","","5","8","13","8","4","6",
"라오스","예술흥행","남자","","5","5","10","7","4","6",
"라오스","예술흥행","여자","","0","3","3","1","0","0",
"라오스","비전문취업","계","","","","","","","133",
"라오스","비전문취업","남자","","","","","","","120",
"라오스","비전문취업","여자","","","","","","","13",
"라오스","방문동거","계","","3","3","3","2","6","2",
"라오스","방문동거","남자","","0","0","1","1","1","0",
"라오스","방문동거","여자","","3","3","2","1","5","2",
"라오스","거주","계","","","2","1","1","4","1",
"라오스","거주","남자","","","0","1","1","2","0",
"라오스","거주","여자","","","2","0","0","2","1",
"라오스","동반","계","","1","5","5","","4","1",
"라오스","동반","남자","","0","3","1","","1","0",
"라오스","동반","여자","","1","2","4","","3","1",
"라오스","결혼이민","계","","59","32","21","28","21","34",
"라오스","결혼이민","남자","","0","0","0","0","0","0",
"라오스","결혼이민","여자","","59","32","21","28","21","34",
"레바논","총계","계","","12","12","7","12","7","5",
"레바논","총계","남자","","6","5","4","8","2","3",
"레바논","총계","여자","","6","7","3","4","5","2",
"레바논","공무","계","","","1","","","","",
"레바논","공무","남자","","","0","","","","",
"레바논","공무","여자","","","1","","","","",
"레바논","사증면제","계","","1","","","","","",
"레바논","사증면제","남자","","0","","","","","",
"레바논","사증면제","여자","","1","","","","","",
"레바논","단기방문","계","","3","2","3","3","","",
"레바논","단기방문","남자","","2","0","2","2","","",
"레바논","단기방문","여자","","1","2","1","1","","",
"레바논","단기취업","계","","","","1","","","",
"레바논","단기취업","남자","","","","0","","","",
"레바논","단기취업","여자","","","","1","","","",
"레바논","문화예술","계","","","","","","1","",
"레바논","문화예술","남자","","","","","","0","",
"레바논","문화예술","여자","","","","","","1","",
"레바논","구직","계","","","","","","","1",
"레바논","구직","남자","","","","","","","0",
"레바논","구직","여자","","","","","","","1",
"레바논","유학","계","","1","2","","1","2","",
"레바논","유학","남자","","1","1","","1","1","",
"레바논","유학","여자","","0","1","","0","1","",
"레바논","일반연수","계","","2","1","","2","","2",
"레바논","일반연수","남자","","1","0","","2","","2",
"레바논","일반연수","여자","","1","1","","0","","0",
"레바논","주재","계","","","1","","","","",
"레바논","주재","남자","","","1","","","","",
"레바논","주재","여자","","","0","","","","",
"레바논","기업투자","계","","","","","1","","",
"레바논","기업투자","남자","","","","","1","","",
"레바논","기업투자","여자","","","","","0","","",
"레바논","무역경영","계","","","1","","","","",
"레바논","무역경영","남자","","","1","","","","",
"레바논","무역경영","여자","","","0","","","","",
"레바논","회화지도","계","","1","","","","","",
"레바논","회화지도","남자","","0","","","","","",
"레바논","회화지도","여자","","1","","","","","",
"레바논","연구","계","","1","","","","1","",
"레바논","연구","남자","","1","","","","0","",
"레바논","연구","여자","","0","","","","1","",
"레바논","예술흥행","계","","","1","","","","",
"레바논","예술흥행","남자","","","1","","","","",
"레바논","예술흥행","여자","","","0","","","","",
"레바논","특정활동","계","","","","2","1","1","",
"레바논","특정활동","남자","","","","2","1","1","",
"레바논","특정활동","여자","","","","0","0","0","",
"레바논","동반","계","","2","2","1","3","2","1",
"레바논","동반","남자","","0","0","0","0","0","1",
"레바논","동반","여자","","2","2","1","3","2","0",
"레바논","영주","계","","","","","1","","",
"레바논","영주","남자","","","","","1","","",
"레바논","영주","여자","","","","","0","","",
"레바논","결혼이민","계","","1","1","","","","1",
"레바논","결혼이민","남자","","1","1","","","","0",
"레바논","결혼이민","여자","","0","0","","","","1",
"마카오","총계","계","","26","38","32","40","49","38",
"마카오","총계","남자","","5","3","7","3","8","5",
"마카오","총계","여자","","21","35","25","37","41","33",
"마카오","관광통과","계","","8","8","3","7","16","9",
"마카오","관광통과","남자","","4","2","2","1","3","4",
"마카오","관광통과","여자","","4","6","1","6","13","5",
"마카오","단기방문","계","","3","4","","","1","",
"마카오","단기방문","남자","","0","1","","","1","",
"마카오","단기방문","여자","","3","3","","","0","",
"마카오","구직","계","","","","","","","2",
"마카오","구직","남자","","","","","","","0",
"마카오","구직","여자","","","","","","","2",
"마카오","유학","계","","6","9","15","13","16","13",
"마카오","유학","남자","","1","0","3","1","2","0",
"마카오","유학","여자","","5","9","12","12","14","13",
"마카오","일반연수","계","","9","17","13","17","13","13",
"마카오","일반연수","남자","","0","0","2","0","2","1",
"마카오","일반연수","여자","","9","17","11","17","11","12",
"마카오","방문동거","계","","","","","1","1","",
"마카오","방문동거","남자","","","","","1","0","",
"마카오","방문동거","여자","","","","","0","1","",
"마카오","결혼이민","계","","","","1","2","2","1",
"마카오","결혼이민","남자","","","","0","0","0","0",
"마카오","결혼이민","여자","","","","1","2","2","1",
"말레이시아","총계","계","","963","1184","1285","1521","3798","4124",
"말레이시아","총계","남자","","513","597","598","815","2737","2843",
"말레이시아","총계","여자","","450","587","687","706","1061","1281",
"말레이시아","공무","계","","3","3","2","3","4","1",
"말레이시아","공무","남자","","1","2","2","3","1","0",
"말레이시아","공무","여자","","2","1","0","0","3","1",
"말레이시아","사증면제","계","","155","270","288","615","3033","3367",
"말레이시아","사증면제","남자","","93","171","181","455","2482","2609",
"말레이시아","사증면제","여자","","62","99","107","160","551","758",
"말레이시아","관광통과","계","","","1","","2","","",
"말레이시아","관광통과","남자","","","1","","2","","",
"말레이시아","관광통과","여자","","","0","","0","","",
"말레이시아","단기방문","계","","24","14","59","13","11","1",
"말레이시아","단기방문","남자","","15","8","34","10","7","0",
"말레이시아","단기방문","여자","","9","6","25","3","4","1",
"말레이시아","단기취업","계","","4","2","4","4","","4",
"말레이시아","단기취업","남자","","2","2","2","4","","4",
"말레이시아","단기취업","여자","","2","0","2","0","","0",
"말레이시아","문화예술","계","","","","","1","6","4",
"말레이시아","문화예술","남자","","","","","0","0","2",
"말레이시아","문화예술","여자","","","","","1","6","2",
"말레이시아","구직","계","","1","","","1","1","1",
"말레이시아","구직","남자","","0","","","0","1","0",
"말레이시아","구직","여자","","1","","","1","0","1",
"말레이시아","유학","계","","252","341","368","438","392","387",
"말레이시아","유학","남자","","91","110","105","119","94","83",
"말레이시아","유학","여자","","161","231","263","319","298","304",
"말레이시아","일반연수","계","","170","190","230","209","171","171",
"말레이시아","일반연수","남자","","70","74","74","76","52","47",
"말레이시아","일반연수","여자","","100","116","156","133","119","124",
"말레이시아","종교","계","","4","","1","1","2","",
"말레이시아","종교","남자","","0","","0","0","2","",
"말레이시아","종교","여자","","4","","1","1","0","",
"말레이시아","주재","계","","1","4","4","2","1","1",
"말레이시아","주재","남자","","1","3","2","0","0","0",
"말레이시아","주재","여자","","0","1","2","2","1","1",
"말레이시아","기업투자","계","","6","10","5","6","3","3",
"말레이시아","기업투자","남자","","5","8","1","2","2","2",
"말레이시아","기업투자","여자","","1","2","4","4","1","1",
"말레이시아","무역경영","계","","165","135","120","53","43","32",
"말레이시아","무역경영","남자","","159","133","116","47","41","30",
"말레이시아","무역경영","여자","","6","2","4","6","2","2",
"말레이시아","교수","계","","2","3","1","3","1","",
"말레이시아","교수","남자","","1","1","0","2","1","",
"말레이시아","교수","여자","","1","2","1","1","0","",
"말레이시아","연구","계","","4","4","3","7","3","2",
"말레이시아","연구","남자","","2","4","1","4","3","1",
"말레이시아","연구","여자","","2","0","2","3","0","1",
"말레이시아","기술지도","계","","","2","1","1","","",
"말레이시아","기술지도","남자","","","2","1","1","","",
"말레이시아","기술지도","여자","","","0","0","0","","",
"말레이시아","전문직업","계","","4","5","12","25","5","1",
"말레이시아","전문직업","남자","","4","5","12","25","5","1",
"말레이시아","전문직업","여자","","0","0","0","0","0","0",
"말레이시아","예술흥행","계","","3","3","1","","","2",
"말레이시아","예술흥행","남자","","1","0","0","","","1",
"말레이시아","예술흥행","여자","","2","3","1","","","1",
"말레이시아","특정활동","계","","38","41","36","30","32","39",
"말레이시아","특정활동","남자","","23","27","25","19","15","18",
"말레이시아","특정활동","여자","","15","14","11","11","17","21",
"말레이시아","방문동거","계","","6","3","7","1","6","2",
"말레이시아","방문동거","남자","","2","0","1","0","3","1",
"말레이시아","방문동거","여자","","4","3","6","1","3","1",
"말레이시아","거주","계","","","","","4","3","4",
"말레이시아","거주","남자","","","","","3","2","1",
"말레이시아","거주","여자","","","","","1","1","3",
"말레이시아","동반","계","","102","128","128","88","59","73",
"말레이시아","동반","남자","","39","42","37","39","20","28",
"말레이시아","동반","여자","","63","86","91","49","39","45",
"말레이시아","영주","계","","2","3","","1","4","1",
"말레이시아","영주","남자","","1","0","","0","1","0",
"말레이시아","영주","여자","","1","3","","1","3","1",
"말레이시아","결혼이민","계","","16","22","15","13","17","15",
"말레이시아","결혼이민","남자","","2","4","4","4","4","2",
"말레이시아","결혼이민","여자","","14","18","11","9","13","13",
"말레이시아","기타","계","","1","","1","","1","13",
"말레이시아","기타","남자","","1","","1","","1","13",
"말레이시아","기타","여자","","0","","0","","0","0",
"몰디브","총계","계","","3","2","3","2","5","1",
"몰디브","총계","남자","","2","1","3","1","2","1",
"몰디브","총계","여자","","1","1","0","1","3","0",
"몰디브","문화예술","계","","","","","","1","",
"몰디브","문화예술","남자","","","","","","0","",
"몰디브","문화예술","여자","","","","","","1","",
"몰디브","유학","계","","1","2","2","1","4","1",
"몰디브","유학","남자","","0","1","2","0","2","1",
"몰디브","유학","여자","","1","1","0","1","2","0",
"몰디브","일반연수","계","","1","","1","","","",
"몰디브","일반연수","남자","","1","","1","","","",
"몰디브","일반연수","여자","","0","","0","","","",
"몰디브","결혼이민","계","","1","","","1","","",
"몰디브","결혼이민","남자","","1","","","1","","",
"몰디브","결혼이민","여자","","0","","","0","","",
"몽골","총계","계","","4331","3966","8286","8155","11781","10166",
"몽골","총계","남자","","2553","2150","4148","3845","5902","4957",
"몽골","총계","여자","","1778","1816","4138","4310","5879","5209",
"몽골","공무","계","","6","12","20","36","56","49",
"몽골","공무","남자","","2","3","9","22","33","22",
"몽골","공무","여자","","4","9","11","14","23","27",
"몽골","사증면제","계","","8","13","11","12","11","11",
"몽골","사증면제","남자","","3","7","9","8","5","6",
"몽골","사증면제","여자","","5","6","2","4","6","5",
"몽골","관광통과","계","","43","84","174","206","155","231",
"몽골","관광통과","남자","","22","44","92","100","81","127",
"몽골","관광통과","여자","","21","40","82","106","74","104",
"몽골","일시취재","계","","","","","","1","4",
"몽골","일시취재","남자","","","","","","1","3",
"몽골","일시취재","여자","","","","","","0","1",
"몽골","단기방문","계","","733","1210","5381","4191","6095","5523",
"몽골","단기방문","남자","","263","461","2487","1852","2958","2702",
"몽골","단기방문","여자","","470","749","2894","2339","3137","2821",
"몽골","단기취업","계","","","","","","","8",
"몽골","단기취업","남자","","","","","","","6",
"몽골","단기취업","여자","","","","","","","2",
"몽골","문화예술","계","","3","2","7","7","13","10",
"몽골","문화예술","남자","","1","1","5","5","6","4",
"몽골","문화예술","여자","","2","1","2","2","7","6",
"몽골","구직","계","","6","9","28","33","17","22",
"몽골","구직","남자","","1","0","3","1","2","4",
"몽골","구직","여자","","5","9","25","32","15","18",
"몽골","유학","계","","334","338","334","384","460","519",
"몽골","유학","남자","","87","115","100","132","129","167",
"몽골","유학","여자","","247","223","234","252","331","352",
"몽골","일반연수","계","","625","499","602","1517","2679","1991",
"몽골","일반연수","남자","","259","222","233","562","1081","802",
"몽골","일반연수","여자","","366","277","369","955","1598","1189",
"몽골","종교","계","","2","6","2","10","6","4",
"몽골","종교","남자","","2","4","1","9","3","3",
"몽골","종교","여자","","0","2","1","1","3","1",
"몽골","주재","계","","11","6","6","5","12","4",
"몽골","주재","남자","","6","0","3","1","4","1",
"몽골","주재","여자","","5","6","3","4","8","3",
"몽골","기업투자","계","","3","2","4","3","1","3",
"몽골","기업투자","남자","","1","1","2","1","1","0",
"몽골","기업투자","여자","","2","1","2","2","0","3",
"몽골","무역경영","계","","3","3","3","2","1","3",
"몽골","무역경영","남자","","1","2","1","1","0","2",
"몽골","무역경영","여자","","2","1","2","1","1","1",
"몽골","교수","계","","2","4","2","","2","1",
"몽골","교수","남자","","0","2","2","","1","1",
"몽골","교수","여자","","2","2","0","","1","0",
"몽골","연구","계","","1","5","6","6","1","5",
"몽골","연구","남자","","0","3","3","5","0","1",
"몽골","연구","여자","","1","2","3","1","1","4",
"몽골","예술흥행","계","","98","89","81","73","79","83",
"몽골","예술흥행","남자","","60","57","55","52","51","55",
"몽골","예술흥행","여자","","38","32","26","21","28","28",
"몽골","특정활동","계","","12","6","8","11","9","12",
"몽골","특정활동","남자","","6","3","0","7","4","4",
"몽골","특정활동","여자","","6","3","8","4","5","8",
"몽골","비전문취업","계","","1989","1283","1147","1021","1380","799",
"몽골","비전문취업","남자","","1736","1128","1009","875","1268","699",
"몽골","비전문취업","여자","","253","155","138","146","112","100",
"몽골","방문동거","계","","75","80","138","209","168","191",
"몽골","방문동거","남자","","15","23","29","52","36","45",
"몽골","방문동거","여자","","60","57","109","157","132","146",
"몽골","거주","계","","14","14","12","19","38","47",
"몽골","거주","남자","","10","5","5","9","23","18",
"몽골","거주","여자","","4","9","7","10","15","29",
"몽골","동반","계","","144","125","154","273","428","499",
"몽골","동반","남자","","68","57","81","134","199","268",
"몽골","동반","여자","","76","68","73","139","229","231",
"몽골","영주","계","","21","24","20","21","30","33",
"몽골","영주","남자","","0","1","2","0","2","3",
"몽골","영주","여자","","21","23","18","21","28","30",
"몽골","결혼이민","계","","193","144","130","101","126","107",
"몽골","결혼이민","남자","","8","8","9","11","9","10",
"몽골","결혼이민","여자","","185","136","121","90","117","97",
"몽골","기타","계","","5","8","16","15","13","7",
"몽골","기타","남자","","2","3","8","6","5","4",
"몽골","기타","여자","","3","5","8","9","8","3",
"네팔","총계","계","","6017","6763","6546","8724","8649","9845",
"네팔","총계","남자","","5470","5979","5826","7865","7843","8849",
"네팔","총계","여자","","547","784","720","859","806","996",
"네팔","공무","계","","1","","4","1","2","12",
"네팔","공무","남자","","0","","3","0","1","3",
"네팔","공무","여자","","1","","1","1","1","9",
"네팔","사증면제","계","","","","","","1","",
"네팔","사증면제","남자","","","","","","1","",
"네팔","사증면제","여자","","","","","","0","",
"네팔","관광통과","계","","10","6","5","2","7","8",
"네팔","관광통과","남자","","6","6","5","2","4","6",
"네팔","관광통과","여자","","4","0","0","0","3","2",
"네팔","단기방문","계","","214","258","260","244","323","411",
"네팔","단기방문","남자","","103","128","118","138","184","239",
"네팔","단기방문","여자","","111","130","142","106","139","172",
"네팔","단기취업","계","","5","5","7","1","8","",
"네팔","단기취업","남자","","5","5","5","1","6","",
"네팔","단기취업","여자","","0","0","2","0","2","",
"네팔","문화예술","계","","","2","2","","2","",
"네팔","문화예술","남자","","","2","2","","2","",
"네팔","문화예술","여자","","","0","0","","0","",
"네팔","구직","계","","","3","2","2","3","4",
"네팔","구직","남자","","","2","2","1","2","3",
"네팔","구직","여자","","","1","0","1","1","1",
"네팔","유학","계","","113","122","157","166","295","600",
"네팔","유학","남자","","93","102","122","136","213","396",
"네팔","유학","여자","","20","20","35","30","82","204",
"네팔","일반연수","계","","39","34","44","45","212","164",
"네팔","일반연수","남자","","26","25","30","26","161","105",
"네팔","일반연수","여자","","13","9","14","19","51","59",
"네팔","종교","계","","21","17","6","11","8","12",
"네팔","종교","남자","","20","16","6","11","5","4",
"네팔","종교","여자","","1","1","0","0","3","8",
"네팔","기업투자","계","","3","2","2","","3","2",
"네팔","기업투자","남자","","3","2","2","","2","2",
"네팔","기업투자","여자","","0","0","0","","1","0",
"네팔","무역경영","계","","1","8","4","4","4","3",
"네팔","무역경영","남자","","1","6","4","2","4","2",
"네팔","무역경영","여자","","0","2","0","2","0","1",
"네팔","교수","계","","2","4","1","2","","1",
"네팔","교수","남자","","2","3","1","2","","1",
"네팔","교수","여자","","0","1","0","0","","0",
"네팔","연구","계","","8","11","11","4","8","2",
"네팔","연구","남자","","8","9","8","4","6","1",
"네팔","연구","여자","","0","2","3","0","2","1",
"네팔","예술흥행","계","","","","","","1","",
"네팔","예술흥행","남자","","","","","","1","",
"네팔","예술흥행","여자","","","","","","0","",
"네팔","특정활동","계","","78","70","76","91","93","66",
"네팔","특정활동","남자","","77","70","75","91","93","64",
"네팔","특정활동","여자","","1","0","1","0","0","2",
"네팔","비전문취업","계","","5254","6010","5812","7994","7481","8385",
"네팔","비전문취업","남자","","5091","5564","5424","7421","7112","7980",
"네팔","비전문취업","여자","","163","446","388","573","369","405",
"네팔","방문동거","계","","6","10","13","25","41","27",
"네팔","방문동거","남자","","2","2","2","7","17","12",
"네팔","방문동거","여자","","4","8","11","18","24","15",
"네팔","거주","계","","2","2","4","4","3","7",
"네팔","거주","남자","","1","1","1","1","1","2",
"네팔","거주","여자","","1","1","3","3","2","5",
"네팔","동반","계","","65","77","72","71","78","106",
"네팔","동반","남자","","19","15","12","11","9","20",
"네팔","동반","여자","","46","62","60","60","69","86",
"네팔","영주","계","","2","4","1","1","7","4",
"네팔","영주","남자","","1","4","1","1","3","2",
"네팔","영주","여자","","1","0","0","0","4","2",
"네팔","결혼이민","계","","191","117","63","55","68","31",
"네팔","결혼이민","남자","","10","16","3","9","15","7",
"네팔","결혼이민","여자","","181","101","60","46","53","24",
"네팔","기타","계","","2","1","2","1","1","",
"네팔","기타","남자","","2","1","0","1","1","",
"네팔","기타","여자","","0","0","2","0","0","",
"오만","총계","계","","12","22","18","14","11","17",
"오만","총계","남자","","6","10","11","9","3","6",
"오만","총계","여자","","6","12","7","5","8","11",
"오만","관광통과","계","","4","2","4","2","5","5",
"오만","관광통과","남자","","2","1","2","1","1","1",
"오만","관광통과","여자","","2","1","2","1","4","4",
"오만","단기방문","계","","5","11","8","5","3","1",
"오만","단기방문","남자","","3","4","5","3","1","1",
"오만","단기방문","여자","","2","7","3","2","2","0",
"오만","구직","계","","","","","","","1",
"오만","구직","남자","","","","","","","0",
"오만","구직","여자","","","","","","","1",
"오만","유학","계","","2","1","1","1","1","1",
"오만","유학","남자","","0","0","1","1","0","0",
"오만","유학","여자","","2","1","0","0","1","1",
"오만","일반연수","계","","1","4","1","4","2","4",
"오만","일반연수","남자","","1","1","0","2","1","1",
"오만","일반연수","여자","","0","3","1","2","1","3",
"오만","무역경영","계","","","4","3","2","","1",
"오만","무역경영","남자","","","4","2","2","","1",
"오만","무역경영","여자","","","0","1","0","","0",
"오만","동반","계","","","","","","","4",
"오만","동반","남자","","","","","","","2",
"오만","동반","여자","","","","","","","2",
"오만","기타","계","","","","1","","","",
"오만","기타","남자","","","","1","","","",
"오만","기타","여자","","","","0","","","",
"파키스탄","총계","계","","2457","2190","2690","2724","2491","3161",
"파키스탄","총계","남자","","2092","1808","2242","2225","2041","2640",
"파키스탄","총계","여자","","365","382","448","499","450","521",
"파키스탄","공무","계","","1","6","14","21","17","20",
"파키스탄","공무","남자","","1","4","9","10","8","11",
"파키스탄","공무","여자","","0","2","5","11","9","9",
"파키스탄","사증면제","계","","","3","2","1","","",
"파키스탄","사증면제","남자","","","3","1","1","","",
"파키스탄","사증면제","여자","","","0","1","0","","",
"파키스탄","관광통과","계","","1","3","7","5","6","14",
"파키스탄","관광통과","남자","","1","3","7","5","5","13",
"파키스탄","관광통과","여자","","0","0","0","0","1","1",
"파키스탄","일시취재","계","","","1","","","","1",
"파키스탄","일시취재","남자","","","1","","","","1",
"파키스탄","일시취재","여자","","","0","","","","0",
"파키스탄","단기방문","계","","399","377","816","763","743","993",
"파키스탄","단기방문","남자","","330","317","713","658","665","902",
"파키스탄","단기방문","여자","","69","60","103","105","78","91",
"파키스탄","단기취업","계","","","","","","1","1",
"파키스탄","단기취업","남자","","","","","","1","1",
"파키스탄","단기취업","여자","","","","","","0","0",
"파키스탄","문화예술","계","","1","","2","","1","",
"파키스탄","문화예술","남자","","1","","1","","1","",
"파키스탄","문화예술","여자","","0","","1","","0","",
"파키스탄","구직","계","","","","","","","4",
"파키스탄","구직","남자","","","","","","","3",
"파키스탄","구직","여자","","","","","","","1",
"파키스탄","유학","계","","272","348","291","364","431","598",
"파키스탄","유학","남자","","248","314","259","319","373","523",
"파키스탄","유학","여자","","24","34","32","45","58","75",
"파키스탄","일반연수","계","","40","42","44","31","32","25",
"파키스탄","일반연수","남자","","32","33","32","22","24","19",
"파키스탄","일반연수","여자","","8","9","12","9","8","6",
"파키스탄","종교","계","","3","4","2","2","3","2",
"파키스탄","종교","남자","","3","4","1","2","2","1",
