"국적별","체류자격별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년",
"도미니카공화국","예술흥행","계","","6","5","5","6","5","3",
"도미니카공화국","예술흥행","남자","","4","5","5","6","5","3",
"도미니카공화국","예술흥행","여자","","2","0","0","0","0","0",
"도미니카공화국","특정활동","계","","","","1","1","","1",
"도미니카공화국","특정활동","남자","","","","1","1","","1",
"도미니카공화국","특정활동","여자","","","","0","0","","0",
"도미니카공화국","방문동거","계","","","","","2","1","",
"도미니카공화국","방문동거","남자","","","","","1","0","",
"도미니카공화국","방문동거","여자","","","","","1","1","",
"도미니카공화국","결혼이민","계","","1","","","2","","1",
"도미니카공화국","결혼이민","남자","","0","","","0","","0",
"도미니카공화국","결혼이민","여자","","1","","","2","","1",
"에콰도르","총계","계","","73","104","106","110","107","106",
"에콰도르","총계","남자","","46","66","56","60","68","54",
"에콰도르","총계","여자","","27","38","50","50","39","52",
"에콰도르","공무","계","","","","1","3","1","1",
"에콰도르","공무","남자","","","","0","1","1","0",
"에콰도르","공무","여자","","","","1","2","0","1",
"에콰도르","사증면제","계","","","1","","","","",
"에콰도르","사증면제","남자","","","1","","","","",
"에콰도르","사증면제","여자","","","0","","","","",
"에콰도르","관광통과","계","","12","11","17","24","27","37",
"에콰도르","관광통과","남자","","4","7","9","14","16","18",
"에콰도르","관광통과","여자","","8","4","8","10","11","19",
"에콰도르","단기방문","계","","3","","","","","",
"에콰도르","단기방문","남자","","1","","","","","",
"에콰도르","단기방문","여자","","2","","","","","",
"에콰도르","문화예술","계","","","","","1","","",
"에콰도르","문화예술","남자","","","","","1","","",
"에콰도르","문화예술","여자","","","","","0","","",
"에콰도르","구직","계","","","","","1","","",
"에콰도르","구직","남자","","","","","0","","",
"에콰도르","구직","여자","","","","","1","","",
"에콰도르","유학","계","","6","27","37","43","34","26",
"에콰도르","유학","남자","","2","11","20","19","15","8",
"에콰도르","유학","여자","","4","16","17","24","19","18",
"에콰도르","일반연수","계","","13","17","18","8","13","8",
"에콰도르","일반연수","남자","","7","8","2","1","5","3",
"에콰도르","일반연수","여자","","6","9","16","7","8","5",
"에콰도르","종교","계","","1","3","1","1","","",
"에콰도르","종교","남자","","1","2","1","0","","",
"에콰도르","종교","여자","","0","1","0","1","","",
"에콰도르","주재","계","","","1","","","","",
"에콰도르","주재","남자","","","0","","","","",
"에콰도르","주재","여자","","","1","","","","",
"에콰도르","무역경영","계","","1","","","","","",
"에콰도르","무역경영","남자","","1","","","","","",
"에콰도르","무역경영","여자","","0","","","","","",
"에콰도르","회화지도","계","","","","","","","1",
"에콰도르","회화지도","남자","","","","","","","0",
"에콰도르","회화지도","여자","","","","","","","1",
"에콰도르","전문직업","계","","","","","1","1","4",
"에콰도르","전문직업","남자","","","","","1","1","4",
"에콰도르","전문직업","여자","","","","","0","0","0",
"에콰도르","예술흥행","계","","29","38","30","26","29","22",
"에콰도르","예술흥행","남자","","27","36","24","21","28","19",
"에콰도르","예술흥행","여자","","2","2","6","5","1","3",
"에콰도르","특정활동","계","","1","","","","","1",
"에콰도르","특정활동","남자","","1","","","","","0",
"에콰도르","특정활동","여자","","0","","","","","1",
"에콰도르","방문동거","계","","1","","","","","",
"에콰도르","방문동거","남자","","0","","","","","",
"에콰도르","방문동거","여자","","1","","","","","",
"에콰도르","동반","계","","4","5","2","","","3",
"에콰도르","동반","남자","","1","1","0","","","0",
"에콰도르","동반","여자","","3","4","2","","","3",
"에콰도르","재외동포","계","","1","","","","","1",
"에콰도르","재외동포","남자","","1","","","","","1",
"에콰도르","재외동포","여자","","0","","","","","0",
"에콰도르","결혼이민","계","","1","1","","2","1","2",
"에콰도르","결혼이민","남자","","0","0","","2","1","1",
"에콰도르","결혼이민","여자","","1","1","","0","0","1",
"에콰도르","기타","계","","","","","","1","",
"에콰도르","기타","남자","","","","","","1","",
"에콰도르","기타","여자","","","","","","0","",
"엘살바도르","총계","계","","13","16","21","15","23","16",
"엘살바도르","총계","남자","","7","3","11","3","12","4",
"엘살바도르","총계","여자","","6","13","10","12","11","12",
"엘살바도르","공무","계","","1","","","","","",
"엘살바도르","공무","남자","","1","","","","","",
"엘살바도르","공무","여자","","0","","","","","",
"엘살바도르","사증면제","계","","","2","10","1","9","",
"엘살바도르","사증면제","남자","","","0","4","1","5","",
"엘살바도르","사증면제","여자","","","2","6","0","4","",
"엘살바도르","유학","계","","4","7","5","6","5","9",
"엘살바도르","유학","남자","","3","2","4","0","1","2",
"엘살바도르","유학","여자","","1","5","1","6","4","7",
"엘살바도르","일반연수","계","","4","6","5","7","5","6",
"엘살바도르","일반연수","남자","","1","1","2","2","2","1",
"엘살바도르","일반연수","여자","","3","5","3","5","3","5",
"엘살바도르","주재","계","","","","","","","1",
"엘살바도르","주재","남자","","","","","","","1",
"엘살바도르","주재","여자","","","","","","","0",
"엘살바도르","교수","계","","","1","","","","",
"엘살바도르","교수","남자","","","0","","","","",
"엘살바도르","교수","여자","","","1","","","","",
"엘살바도르","전문직업","계","","1","","","","2","",
"엘살바도르","전문직업","남자","","1","","","","2","",
"엘살바도르","전문직업","여자","","0","","","","0","",
"엘살바도르","특정활동","계","","","","","","2","",
"엘살바도르","특정활동","남자","","","","","","2","",
"엘살바도르","특정활동","여자","","","","","","0","",
"엘살바도르","방문동거","계","","1","","","","","",
"엘살바도르","방문동거","남자","","0","","","","","",
"엘살바도르","방문동거","여자","","1","","","","","",
"엘살바도르","동반","계","","2","","","","","",
"엘살바도르","동반","남자","","1","","","","","",
"엘살바도르","동반","여자","","1","","","","","",
"엘살바도르","결혼이민","계","","","","1","","","",
"엘살바도르","결혼이민","남자","","","","1","","","",
"엘살바도르","결혼이민","여자","","","","0","","","",
"엘살바도르","기타","계","","","","","1","","",
"엘살바도르","기타","남자","","","","","0","","",
"엘살바도르","기타","여자","","","","","1","","",
"그레나다","총계","계","","3","","1","1","","",
"그레나다","총계","남자","","2","","0","0","","",
"그레나다","총계","여자","","1","","1","1","","",
"그레나다","사증면제","계","","1","","","","","",
"그레나다","사증면제","남자","","0","","","","","",
"그레나다","사증면제","여자","","1","","","","","",
"그레나다","유학","계","","2","","1","1","","",
"그레나다","유학","남자","","2","","0","0","","",
"그레나다","유학","여자","","0","","1","1","","",
"과테말라","총계","계","","36","28","19","16","19","23",
"과테말라","총계","남자","","24","12","13","8","9","11",
"과테말라","총계","여자","","12","16","6","8","10","12",
"과테말라","사증면제","계","","6","5","5","5","3","12",
"과테말라","사증면제","남자","","5","2","4","3","2","6",
"과테말라","사증면제","여자","","1","3","1","2","1","6",
"과테말라","단기방문","계","","","","2","","","",
"과테말라","단기방문","남자","","","","1","","","",
"과테말라","단기방문","여자","","","","1","","","",
"과테말라","단기취업","계","","","2","","","","",
"과테말라","단기취업","남자","","","1","","","","",
"과테말라","단기취업","여자","","","1","","","","",
"과테말라","유학","계","","17","15","11","5","7","5",
"과테말라","유학","남자","","11","7","7","2","3","2",
"과테말라","유학","여자","","6","8","4","3","4","3",
"과테말라","일반연수","계","","10","5","1","4","3","2",
"과테말라","일반연수","남자","","6","1","1","2","1","1",
"과테말라","일반연수","여자","","4","4","0","2","2","1",
"과테말라","종교","계","","","1","","","","",
"과테말라","종교","남자","","","1","","","","",
"과테말라","종교","여자","","","0","","","","",
"과테말라","기업투자","계","","","","","","","1",
"과테말라","기업투자","남자","","","","","","","1",
"과테말라","기업투자","여자","","","","","","","0",
"과테말라","연구","계","","","","","","","2",
"과테말라","연구","남자","","","","","","","0",
"과테말라","연구","여자","","","","","","","2",
"과테말라","예술흥행","계","","1","","","1","1","1",
"과테말라","예술흥행","남자","","1","","","1","1","1",
"과테말라","예술흥행","여자","","0","","","0","0","0",
"과테말라","특정활동","계","","2","","","","","",
"과테말라","특정활동","남자","","1","","","","","",
"과테말라","특정활동","여자","","1","","","","","",
"과테말라","동반","계","","","","","1","4","",
"과테말라","동반","남자","","","","","0","2","",
"과테말라","동반","여자","","","","","1","2","",
"과테말라","결혼이민","계","","","","","","1","",
"과테말라","결혼이민","남자","","","","","","0","",
"과테말라","결혼이민","여자","","","","","","1","",
"가이아나","총계","계","","","2","","2","3","1",
"가이아나","총계","남자","","","0","","0","1","0",
"가이아나","총계","여자","","","2","","2","2","1",
"가이아나","관광통과","계","","","","","1","","1",
"가이아나","관광통과","남자","","","","","0","","0",
"가이아나","관광통과","여자","","","","","1","","1",
"가이아나","유학","계","","","1","","1","3","",
"가이아나","유학","남자","","","0","","0","1","",
"가이아나","유학","여자","","","1","","1","2","",
"가이아나","일반연수","계","","","1","","","","",
"가이아나","일반연수","남자","","","0","","","","",
"가이아나","일반연수","여자","","","1","","","","",
"아이티","총계","계","","4","4","9","8","10","10",
"아이티","총계","남자","","2","2","4","5","9","10",
"아이티","총계","여자","","2","2","5","3","1","0",
"아이티","사증면제","계","","3","3","1","1","6","9",
"아이티","사증면제","남자","","2","1","0","1","5","9",
"아이티","사증면제","여자","","1","2","1","0","1","0",
"아이티","유학","계","","1","1","6","2","4","1",
"아이티","유학","남자","","0","1","4","1","4","1",
"아이티","유학","여자","","1","0","2","1","0","0",
"아이티","일반연수","계","","","","1","4","","",
"아이티","일반연수","남자","","","","0","3","","",
"아이티","일반연수","여자","","","","1","1","","",
"아이티","종교","계","","","","","1","","",
"아이티","종교","남자","","","","","0","","",
"아이티","종교","여자","","","","","1","","",
"아이티","동반","계","","","","1","","","",
"아이티","동반","남자","","","","0","","","",
"아이티","동반","여자","","","","1","","","",
"온두라스","총계","계","","14","23","18","16","24","18",
"온두라스","총계","남자","","7","14","6","9","10","8",
"온두라스","총계","여자","","7","9","12","7","14","10",
"온두라스","관광통과","계","","2","6","11","8","13","10",
"온두라스","관광통과","남자","","0","5","5","6","6","6",
"온두라스","관광통과","여자","","2","1","6","2","7","4",
"온두라스","단기방문","계","","","","","1","","",
"온두라스","단기방문","남자","","","","","1","","",
"온두라스","단기방문","여자","","","","","0","","",
"온두라스","유학","계","","7","7","3","1","5","4",
"온두라스","유학","남자","","3","5","0","1","2","0",
"온두라스","유학","여자","","4","2","3","0","3","4",
"온두라스","일반연수","계","","2","2","2","4","1","3",
"온두라스","일반연수","남자","","2","1","0","1","0","1",
"온두라스","일반연수","여자","","0","1","2","3","1","2",
"온두라스","종교","계","","1","1","","1","1","",
"온두라스","종교","남자","","0","1","","0","0","",
"온두라스","종교","여자","","1","0","","1","1","",
"온두라스","방문동거","계","","","","","1","","",
"온두라스","방문동거","남자","","","","","0","","",
"온두라스","방문동거","여자","","","","","1","","",
"온두라스","거주","계","","","3","","","3","",
"온두라스","거주","남자","","","1","","","2","",
"온두라스","거주","여자","","","2","","","1","",
"온두라스","재외동포","계","","1","","","","1","1",
"온두라스","재외동포","남자","","1","","","","0","1",
"온두라스","재외동포","여자","","0","","","","1","0",
"온두라스","결혼이민","계","","1","4","2","","","",
"온두라스","결혼이민","남자","","1","1","1","","","",
"온두라스","결혼이민","여자","","0","3","1","","","",
"자메이카","총계","계","","8","13","13","13","18","21",
"자메이카","총계","남자","","3","6","3","8","5","11",
"자메이카","총계","여자","","5","7","10","5","13","10",
"자메이카","공무","계","","","","","","","3",
"자메이카","공무","남자","","","","","","","2",
"자메이카","공무","여자","","","","","","","1",
"자메이카","사증면제","계","","2","4","1","6","6","12",
"자메이카","사증면제","남자","","1","3","1","5","0","6",
"자메이카","사증면제","여자","","1","1","0","1","6","6",
"자메이카","유학","계","","2","8","9","5","9","2",
"자메이카","유학","남자","","0","3","1","2","3","0",
"자메이카","유학","여자","","2","5","8","3","6","2",
"자메이카","일반연수","계","","2","1","2","1","2","2",
"자메이카","일반연수","남자","","1","0","0","0","1","1",
"자메이카","일반연수","여자","","1","1","2","1","1","1",
"자메이카","교수","계","","1","","","","","",
"자메이카","교수","남자","","1","","","","","",
"자메이카","교수","여자","","0","","","","","",
"자메이카","연구","계","","","","","","","1",
"자메이카","연구","남자","","","","","","","1",
"자메이카","연구","여자","","","","","","","0",
"자메이카","전문직업","계","","","","1","1","1","1",
"자메이카","전문직업","남자","","","","1","1","1","1",
"자메이카","전문직업","여자","","","","0","0","0","0",
"자메이카","특정활동","계","","1","","","","","",
"자메이카","특정활동","남자","","0","","","","","",
"자메이카","특정활동","여자","","1","","","","","",
"멕시코","총계","계","","249","301","377","369","376","416",
"멕시코","총계","남자","","128","152","179","156","159","163",
"멕시코","총계","여자","","121","149","198","213","217","253",
"멕시코","공무","계","","1","2","1","1","","2",
"멕시코","공무","남자","","1","2","1","0","","1",
"멕시코","공무","여자","","0","0","0","1","","1",
"멕시코","사증면제","계","","65","60","61","72","91","95",
"멕시코","사증면제","남자","","26","26","33","32","47","40",
"멕시코","사증면제","여자","","39","34","28","40","44","55",
"멕시코","단기방문","계","","","2","4","1","","",
"멕시코","단기방문","남자","","","1","2","1","","",
"멕시코","단기방문","여자","","","1","2","0","","",
"멕시코","단기취업","계","","","","4","1","2","1",
"멕시코","단기취업","남자","","","","2","1","2","1",
"멕시코","단기취업","여자","","","","2","0","0","0",
"멕시코","문화예술","계","","","","","","1","",
"멕시코","문화예술","남자","","","","","","1","",
"멕시코","문화예술","여자","","","","","","0","",
"멕시코","구직","계","","","","","","1","",
"멕시코","구직","남자","","","","","","0","",
"멕시코","구직","여자","","","","","","1","",
"멕시코","유학","계","","108","154","219","207","202","206",
"멕시코","유학","남자","","56","78","87","84","74","77",
"멕시코","유학","여자","","52","76","132","123","128","129",
"멕시코","기술연수","계","","","","7","","5","5",
"멕시코","기술연수","남자","","","","7","","5","2",
"멕시코","기술연수","여자","","","","0","","0","3",
"멕시코","일반연수","계","","30","31","34","29","31","49",
"멕시코","일반연수","남자","","14","12","15","8","5","11",
"멕시코","일반연수","여자","","16","19","19","21","26","38",
"멕시코","종교","계","","3","2","7","","3","2",
"멕시코","종교","남자","","2","2","4","","1","2",
"멕시코","종교","여자","","1","0","3","","2","0",
"멕시코","주재","계","","2","3","","2","2","1",
"멕시코","주재","남자","","2","3","","2","2","1",
"멕시코","주재","여자","","0","0","","0","0","0",
"멕시코","기업투자","계","","","1","","1","2","",
"멕시코","기업투자","남자","","","1","","1","2","",
"멕시코","기업투자","여자","","","0","","0","0","",
"멕시코","무역경영","계","","3","1","","1","","",
"멕시코","무역경영","남자","","3","1","","1","","",
"멕시코","무역경영","여자","","0","0","","0","","",
"멕시코","교수","계","","","2","2","2","","1",
"멕시코","교수","남자","","","2","2","0","","1",
"멕시코","교수","여자","","","0","0","2","","0",
"멕시코","회화지도","계","","","1","2","","","",
"멕시코","회화지도","남자","","","1","1","","","",
"멕시코","회화지도","여자","","","0","1","","","",
"멕시코","연구","계","","2","4","1","1","3","1",
"멕시코","연구","남자","","2","3","1","0","3","1",
"멕시코","연구","여자","","0","1","0","1","0","0",
"멕시코","전문직업","계","","6","5","5","5","3","3",
"멕시코","전문직업","남자","","6","5","5","5","3","3",
"멕시코","전문직업","여자","","0","0","0","0","0","0",
"멕시코","예술흥행","계","","2","2","5","3","1","2",
"멕시코","예술흥행","남자","","2","2","5","3","1","2",
"멕시코","예술흥행","여자","","0","0","0","0","0","0",
"멕시코","특정활동","계","","7","6","11","13","12","13",
"멕시코","특정활동","남자","","5","6","8","10","10","10",
"멕시코","특정활동","여자","","2","0","3","3","2","3",
"멕시코","방문동거","계","","1","","1","2","","",
"멕시코","방문동거","남자","","1","","0","1","","",
"멕시코","방문동거","여자","","0","","1","1","","",
"멕시코","거주","계","","","1","","1","","2",
"멕시코","거주","남자","","","1","","1","","2",
"멕시코","거주","여자","","","0","","0","","0",
"멕시코","동반","계","","12","15","6","16","11","6",
"멕시코","동반","남자","","4","2","1","2","1","1",
"멕시코","동반","여자","","8","13","5","14","10","5",
"멕시코","재외동포","계","","","","1","1","","4",
"멕시코","재외동포","남자","","","","1","1","","3",
"멕시코","재외동포","여자","","","","0","0","","1",
"멕시코","영주","계","","","1","","","","",
"멕시코","영주","남자","","","1","","","","",
"멕시코","영주","여자","","","0","","","","",
"멕시코","결혼이민","계","","7","8","6","10","6","23",
"멕시코","결혼이민","남자","","4","3","4","3","2","5",
"멕시코","결혼이민","여자","","3","5","2","7","4","18",
"니카라과","총계","계","","7","8","6","16","9","11",
"니카라과","총계","남자","","0","3","2","3","2","3",
"니카라과","총계","여자","","7","5","4","13","7","8",
"니카라과","공무","계","","1","","1","","","",
"니카라과","공무","남자","","0","","0","","","",
"니카라과","공무","여자","","1","","1","","","",
"니카라과","사증면제","계","","3","4","3","7","2","6",
"니카라과","사증면제","남자","","0","3","1","0","1","2",
"니카라과","사증면제","여자","","3","1","2","7","1","4",
"니카라과","단기방문","계","","1","","","","1","",
"니카라과","단기방문","남자","","0","","","","0","",
"니카라과","단기방문","여자","","1","","","","1","",
"니카라과","문화예술","계","","","","","","1","",
"니카라과","문화예술","남자","","","","","","0","",
"니카라과","문화예술","여자","","","","","","1","",
"니카라과","유학","계","","2","2","1","6","4","4",
"니카라과","유학","남자","","0","0","0","3","1","0",
"니카라과","유학","여자","","2","2","1","3","3","4",
"니카라과","일반연수","계","","","2","1","2","1","1",
"니카라과","일반연수","남자","","","0","1","0","0","1",
"니카라과","일반연수","여자","","","2","0","2","1","0",
"니카라과","결혼이민","계","","","","","1","","",
"니카라과","결혼이민","남자","","","","","0","","",
"니카라과","결혼이민","여자","","","","","1","","",
"파나마","총계","계","","13","15","21","19","12","15",
"파나마","총계","남자","","8","6","8","8","5","6",
"파나마","총계","여자","","5","9","13","11","7","9",
"파나마","공무","계","","","1","5","3","","",
"파나마","공무","남자","","","1","2","1","","",
"파나마","공무","여자","","","0","3","2","","",
"파나마","사증면제","계","","5","3","5","6","5","4",
"파나마","사증면제","남자","","3","3","2","3","3","3",
"파나마","사증면제","여자","","2","0","3","3","2","1",
"파나마","단기방문","계","","1","","","","","",
"파나마","단기방문","남자","","1","","","","","",
"파나마","단기방문","여자","","0","","","","","",
"파나마","유학","계","","4","3","2","","","4",
"파나마","유학","남자","","2","1","2","","","2",
"파나마","유학","여자","","2","2","0","","","2",
"파나마","일반연수","계","","","7","7","9","5","5",
"파나마","일반연수","남자","","","1","2","3","1","0",
"파나마","일반연수","여자","","","6","5","6","4","5",
"파나마","무역경영","계","","1","","","","","",
"파나마","무역경영","남자","","1","","","","","",
"파나마","무역경영","여자","","0","","","","","",
"파나마","전문직업","계","","","","","","","1",
"파나마","전문직업","남자","","","","","","","1",
"파나마","전문직업","여자","","","","","","","0",
"파나마","예술흥행","계","","","","","","1","",
"파나마","예술흥행","남자","","","","","","1","",
"파나마","예술흥행","여자","","","","","","0","",
"파나마","특정활동","계","","","","1","","","",
"파나마","특정활동","남자","","","","0","","","",
"파나마","특정활동","여자","","","","1","","","",
"파나마","비전문취업","계","","1","","","","","",
"파나마","비전문취업","남자","","1","","","","","",
"파나마","비전문취업","여자","","0","","","","","",
"파나마","동반","계","","","1","1","","","",
"파나마","동반","남자","","","0","0","","","",
"파나마","동반","여자","","","1","1","","","",
"파나마","재외동포","계","","1","","","1","","",
"파나마","재외동포","남자","","0","","","1","","",
"파나마","재외동포","여자","","1","","","0","","",
"파나마","결혼이민","계","","","","","","1","1",
"파나마","결혼이민","남자","","","","","","0","0",
"파나마","결혼이민","여자","","","","","","1","1",
"파라과이","총계","계","","30","16","19","26","33","32",
"파라과이","총계","남자","","12","6","8","3","11","9",
"파라과이","총계","여자","","18","10","11","23","22","23",
"파라과이","관광통과","계","","12","7","6","13","13","14",
"파라과이","관광통과","남자","","7","2","2","2","4","4",
"파라과이","관광통과","여자","","5","5","4","11","9","10",
"파라과이","단기방문","계","","6","2","3","2","2","",
"파라과이","단기방문","남자","","1","1","1","1","0","",
"파라과이","단기방문","여자","","5","1","2","1","2","",
"파라과이","문화예술","계","","","","1","","","",
"파라과이","문화예술","남자","","","","1","","","",
"파라과이","문화예술","여자","","","","0","","","",
"파라과이","유학","계","","1","1","1","","3","2",
"파라과이","유학","남자","","0","0","0","","1","1",
"파라과이","유학","여자","","1","1","1","","2","1",
"파라과이","일반연수","계","","5","3","6","9","8","7",
"파라과이","일반연수","남자","","2","0","3","0","2","2",
"파라과이","일반연수","여자","","3","3","3","9","6","5",
"파라과이","재외동포","계","","3","3","2","2","7","5",
"파라과이","재외동포","남자","","2","3","1","0","4","2",
"파라과이","재외동포","여자","","1","0","1","2","3","3",
"파라과이","영주","계","","1","","","","","1",
"파라과이","영주","남자","","0","","","","","0",
"파라과이","영주","여자","","1","","","","","1",
"파라과이","결혼이민","계","","2","","","","","3",
"파라과이","결혼이민","남자","","0","","","","","0",
"파라과이","결혼이민","여자","","2","","","","","3",
"페루","총계","계","","106","136","153","142","130","149",
"페루","총계","남자","","43","62","81","70","62","65",
"페루","총계","여자","","63","74","72","72","68","84",
"페루","공무","계","","3","4","15","7","2","8",
"페루","공무","남자","","1","3","15","4","2","5",
"페루","공무","여자","","2","1","0","3","0","3",
"페루","사증면제","계","","39","38","58","64","74","93",
"페루","사증면제","남자","","20","19","32","39","42","49",
"페루","사증면제","여자","","19","19","26","25","32","44",
"페루","단기방문","계","","1","19","4","1","1","1",
"페루","단기방문","남자","","1","15","2","0","0","0",
"페루","단기방문","여자","","0","4","2","1","1","1",
"페루","단기취업","계","","","4","","","","",
"페루","단기취업","남자","","","4","","","","",
"페루","단기취업","여자","","","0","","","","",
"페루","문화예술","계","","","","","2","1","",
"페루","문화예술","남자","","","","","1","1","",
"페루","문화예술","여자","","","","","1","0","",
"페루","유학","계","","29","27","38","35","20","21",
"페루","유학","남자","","9","9","18","12","6","5",
"페루","유학","여자","","20","18","20","23","14","16",
"페루","일반연수","계","","14","18","17","16","14","14",
"페루","일반연수","남자","","6","2","7","6","3","2",
"페루","일반연수","여자","","8","16","10","10","11","12",
"페루","종교","계","","1","1","2","1","1","",
"페루","종교","남자","","0","0","0","0","1","",
"페루","종교","여자","","1","1","2","1","0","",
"페루","주재","계","","1","","","","","",
"페루","주재","남자","","1","","","","","",
"페루","주재","여자","","0","","","","","",
"페루","기업투자","계","","1","","","","","",
"페루","기업투자","남자","","0","","","","","",
"페루","기업투자","여자","","1","","","","","",
"페루","무역경영","계","","","1","","","","",
"페루","무역경영","남자","","","0","","","","",
"페루","무역경영","여자","","","1","","","","",
"페루","회화지도","계","","","","","","1","",
"페루","회화지도","남자","","","","","","0","",
"페루","회화지도","여자","","","","","","1","",
"페루","전문직업","계","","","","","","1","",
"페루","전문직업","남자","","","","","","1","",
"페루","전문직업","여자","","","","","","0","",
"페루","예술흥행","계","","2","11","2","5","2","2",
"페루","예술흥행","남자","","2","6","2","4","2","1",
"페루","예술흥행","여자","","0","5","0","1","0","1",
"페루","특정활동","계","","1","2","2","","","",
"페루","특정활동","남자","","1","0","2","","","",
"페루","특정활동","여자","","0","2","0","","","",
"페루","방문동거","계","","2","","1","1","","1",
"페루","방문동거","남자","","0","","0","0","","0",
"페루","방문동거","여자","","2","","1","1","","1",
"페루","거주","계","","1","","1","","","",
"페루","거주","남자","","0","","0","","","",
"페루","거주","여자","","1","","1","","","",
"페루","동반","계","","","1","3","3","5","",
"페루","동반","남자","","","0","0","0","2","",
"페루","동반","여자","","","1","3","3","3","",
"페루","영주","계","","","","","1","","1",
"페루","영주","남자","","","","","0","","1",
"페루","영주","여자","","","","","1","","0",
"페루","결혼이민","계","","11","10","10","6","8","8",
"페루","결혼이민","남자","","2","4","3","4","2","2",
"페루","결혼이민","여자","","9","6","7","2","6","6",
"세인트크리토퍼 네비스","총계","계","","","1","2","1","","1",
"세인트크리토퍼 네비스","총계","남자","","","0","0","1","","1",
"세인트크리토퍼 네비스","총계","여자","","","1","2","0","","0",
"세인트크리토퍼 네비스","사증면제","계","","","1","1","1","","1",
"세인트크리토퍼 네비스","사증면제","남자","","","0","0","1","","1",
"세인트크리토퍼 네비스","사증면제","여자","","","1","1","0","","0",
"세인트크리토퍼 네비스","재외동포","계","","","","1","","","",
"세인트크리토퍼 네비스","재외동포","남자","","","","0","","","",
"세인트크리토퍼 네비스","재외동포","여자","","","","1","","","",
"세인트루시아","총계","계","","3","","","","","1",
"세인트루시아","총계","남자","","1","","","","","0",
"세인트루시아","총계","여자","","2","","","","","1",
"세인트루시아","유학","계","","2","","","","","1",
"세인트루시아","유학","남자","","0","","","","","0",
"세인트루시아","유학","여자","","2","","","","","1",
"세인트루시아","동반","계","","1","","","","","",
"세인트루시아","동반","남자","","1","","","","","",
"세인트루시아","동반","여자","","0","","","","","",
"세인트빈센트그레나딘","총계","계","","","","","","1","",
"세인트빈센트그레나딘","총계","남자","","","","","","0","",
"세인트빈센트그레나딘","총계","여자","","","","","","1","",
"세인트빈센트그레나딘","유학","계","","","","","","1","",
"세인트빈센트그레나딘","유학","남자","","","","","","0","",
"세인트빈센트그레나딘","유학","여자","","","","","","1","",
"수리남","총계","계","","","2","","2","2","",
"수리남","총계","남자","","","2","","2","0","",
"수리남","총계","여자","","","0","","0","2","",
"수리남","유학","계","","","1","","","2","",
"수리남","유학","남자","","","1","","","0","",
"수리남","유학","여자","","","0","","","2","",
"수리남","연구","계","","","","","1","","",
"수리남","연구","남자","","","","","1","","",
"수리남","연구","여자","","","","","0","","",
"수리남","재외동포","계","","","1","","1","","",
"수리남","재외동포","남자","","","1","","1","","",
"수리남","재외동포","여자","","","0","","0","","",
"트리니다드토바고","총계","계","","7","3","7","3","5","7",
"트리니다드토바고","총계","남자","","3","1","2","1","2","1",
"트리니다드토바고","총계","여자","","4","2","5","2","3","6",
"트리니다드토바고","사증면제","계","","1","1","1","","3","",
"트리니다드토바고","사증면제","남자","","1","0","0","","1","",
"트리니다드토바고","사증면제","여자","","0","1","1","","2","",
"트리니다드토바고","유학","계","","1","","2","","","3",
"트리니다드토바고","유학","남자","","0","","0","","","1",
"트리니다드토바고","유학","여자","","1","","2","","","2",
"트리니다드토바고","일반연수","계","","2","2","2","3","2","3",
"트리니다드토바고","일반연수","남자","","1","1","1","1","1","0",
"트리니다드토바고","일반연수","여자","","1","1","1","2","1","3",
"트리니다드토바고","무역경영","계","","2","","","","","",
"트리니다드토바고","무역경영","남자","","1","","","","","",
"트리니다드토바고","무역경영","여자","","1","","","","","",
"트리니다드토바고","예술흥행","계","","","","2","","","",
"트리니다드토바고","예술흥행","남자","","","","1","","","",
"트리니다드토바고","예술흥행","여자","","","","1","","","",
"트리니다드토바고","방문동거","계","","","","","","","1",
"트리니다드토바고","방문동거","남자","","","","","","","0",
"트리니다드토바고","방문동거","여자","","","","","","","1",
"트리니다드토바고","동반","계","","1","","","","","",
"트리니다드토바고","동반","남자","","0","","","","","",
"트리니다드토바고","동반","여자","","1","","","","","",
"우루과이","총계","계","","8","7","5","8","11","10",
"우루과이","총계","남자","","5","5","4","4","2","4",
"우루과이","총계","여자","","3","2","1","4","9","6",
"우루과이","사증면제","계","","3","","","3","5","1",
"우루과이","사증면제","남자","","2","","","1","1","1",
"우루과이","사증면제","여자","","1","","","2","4","0",
"우루과이","유학","계","","1","1","2","1","2","3",
"우루과이","유학","남자","","1","1","2","1","0","3",
"우루과이","유학","여자","","0","0","0","0","2","0",
"우루과이","일반연수","계","","2","2","2","3","3","2",
"우루과이","일반연수","남자","","0","1","1","1","0","0",
"우루과이","일반연수","여자","","2","1","1","2","3","2",
"우루과이","기업투자","계","","1","","","","","",
"우루과이","기업투자","남자","","1","","","","","",
"우루과이","기업투자","여자","","0","","","","","",
"우루과이","무역경영","계","","1","","","","","",
"우루과이","무역경영","남자","","1","","","","","",
"우루과이","무역경영","여자","","0","","","","","",
"우루과이","연구","계","","","","1","","","",
"우루과이","연구","남자","","","","1","","","",
"우루과이","연구","여자","","","","0","","","",
"우루과이","예술흥행","계","","","","","","1","",
"우루과이","예술흥행","남자","","","","","","1","",
"우루과이","예술흥행","여자","","","","","","0","",
"우루과이","특정활동","계","","","1","","","","",
