"내외국인별","성별","연령별",2013,2013,2013,2013,2014,2014,2014,2014,2015,2015,2015,2015,2016,2016,2016,2016,2017,2017,2017,2017,2018,2018,2018,2018
"내외국인별","성별","연령별",총이동,입국자,출국자,국제순이동,총이동,입국자,출국자,국제순이동,총이동,입국자,출국자,국제순이동,총이동,입국자,출국자,국제순이동,총이동,입국자,출국자,국제순이동,총이동,입국자,출국자,국제순이동
"계","남자","9세",3112,1421,1691,-270,2867,1310,1557,-247,2705,1216,1489,-273,2952,1403,1549,-146,3018,1395,1623,-228,3121,1506,1615,-109
"계","남자","10세",3302,1508,1794,-286,3094,1408,1686,-278,2970,1394,1576,-182,2941,1396,1545,-149,3027,1462,1565,-103,3370,1619,1751,-132
"계","남자","11세",3719,1964,1755,209,3165,1623,1542,81,3070,1547,1523,24,3018,1546,1472,74,2901,1482,1419,63,3089,1624,1465,159
"계","남자","12세",3589,1900,1689,211,2967,1572,1395,177,2653,1380,1273,107,2752,1465,1287,178,2640,1364,1276,88,2761,1482,1279,203
"계","남자","13세",3081,1459,1622,-163,2889,1327,1562,-235,2359,1074,1285,-211,2248,1060,1188,-128,2432,1112,1320,-208,2439,1231,1208,23
"계","남자","14세",3054,1386,1668,-282,2965,1378,1587,-209,2799,1294,1505,-211,2428,1117,1311,-194,2162,953,1209,-256,2417,1130,1287,-157
"계","남자","15세",3519,1410,2109,-699,3288,1344,1944,-600,3067,1235,1832,-597,3028,1204,1824,-620,2593,1042,1551,-509,2613,1045,1568,-523
"계","남자","16세",3326,1701,1625,76,3297,1740,1557,183,3011,1529,1482,47,2926,1418,1508,-90,2811,1394,1417,-23,2572,1312,1260,52
"계","남자","17세",3428,2186,1242,944,3310,2092,1218,874,3275,2010,1265,745,3423,2215,1208,1007,3331,2180,1151,1029,3448,2230,1218,1012
"계","남자","18세",7830,4515,3315,1200,8156,4837,3319,1518,8146,4679,3467,1212,9547,5969,3578,2391,10470,6779,3691,3088,11840,8237,3603,4634
"계","남자","19세",11908,7333,4575,2758,11665,7127,4538,2589,11683,7192,4491,2701,12579,7982,4597,3385,14025,9142,4883,4259,15081,10349,4732,5617
"계","남자","20세",14773,9827,4946,4881,14815,9925,4890,5035,14383,9684,4699,4985,15178,10286,4892,5394,16254,11013,5241,5772,17792,12465,5327,7138
"계","남자","21세",18717,10799,7918,2881,18644,11132,7512,3620,17201,10172,7029,3143,17406,10857,6549,4308,18575,11720,6855,4865,19586,12903,6683,6220
"계","남자","22세",24920,13244,11676,1568,25292,13663,11629,2034,23664,12325,11339,986,23471,12641,10830,1811,23413,12986,10427,2559,24370,14366,10004,4362
"계","남자","23세",32067,16724,15343,1381,30621,16612,14009,2603,29661,15314,14347,967,29792,15956,13836,2120,28684,15609,13075,2534,29324,16942,12382,4560
"계","남자","24세",34102,18487,15615,2872,32547,18542,14005,4537,30421,16608,13813,2795,31679,17514,14165,3349,31397,17529,13868,3661,31195,18288,12907,5381
"계","남자","25세",31669,18312,13357,4955,30491,18568,11923,6645,30009,17398,12611,4787,29788,17067,12721,4346,30363,17323,13040,4283,30612,17853,12759,5094
"계","남자","26세",27723,16273,11450,4823,26245,15900,10345,5555,25418,13988,11430,2558,26653,14648,12005,2643,26996,14746,12250,2496,27934,15640,12294,3346
"계","남자","27세",24028,13597,10431,3166,22941,13596,9345,4251,22629,11857,10772,1085,24186,13053,11133,1920,24765,13545,11220,2325,25426,14223,11203,3020
"계","남자","28세",22215,12426,9789,2637,20842,12052,8790,3262,21151,10933,10218,715,23127,12116,11011,1105,23549,12760,10789,1971,25327,13791,11536,2255
"계","남자","29세",20852,11323,9529,1794,19444,11067,8377,2690,20522,10335,10187,148,22086,11542,10544,998,22693,12213,10480,1733,23738,13011,10727,2284
"계","남자","30세",20831,11175,9656,1519,18742,10458,8284,2174,19174,9667,9507,160,20906,10914,9992,922,21621,11734,9887,1847,22911,12477,10434,2043
"계","남자","31세",19248,10266,8982,1284,18428,10378,8050,2328,18423,9387,9036,351,19069,9815,9254,561,20490,11128,9362,1766,21757,11757,10000,1757
"계","남자","32세",17708,9481,8227,1254,17443,9811,7632,2179,17797,8966,8831,135,18350,9369,8981,388,19103,10392,8711,1681,20456,10962,9494,1468
"계","남자","33세",16466,8705,7761,944,16224,8998,7226,1772,17360,8705,8655,50,17644,8967,8677,290,18209,9674,8535,1139,19125,10114,9011,1103
"계","남자","34세",15602,8268,7334,934,15607,8646,6961,1685,15836,7996,7840,156,17150,8679,8471,208,18008,9534,8474,1060,18670,9923,8747,1176
"계","남자","35세",14194,7395,6799,596,14504,7938,6566,1372,15294,7725,7569,156,15826,7819,8007,-188,18139,9544,8595,949,18326,9683,8643,1040
"계","남자","36세",13371,6905,6466,439,12913,7071,5842,1229,13963,6876,7087,-211,15314,7702,7612,90,16239,8541,7698,843,17493,9239,8254,985
"계","남자","37세",12580,6597,5983,614,12484,6784,5700,1084,12756,6451,6305,146,13891,6951,6940,11,15717,8300,7417,883,16237,8530,7707,823
"계","남자","38세",12115,6200,5915,285,12172,6568,5604,964,11912,5857,6055,-198,12544,6305,6239,66,14249,7578,6671,907,15857,8359,7498,861
"계","남자","39세",11834,5808,6026,-218,11651,6174,5477,697,11490,5704,5786,-82,11672,5812,5860,-48,13186,6942,6244,698,14647,7575,7072,503
"계","남자","40세",11994,5889,6105,-216,11880,6396,5484,912,10782,5337,5445,-108,10970,5390,5580,-190,12390,6617,5773,844,13165,6878,6287,591
"계","남자","41세",11933,5982,5951,31,12034,6564,5470,1094,10912,5423,5489,-66,10926,5375,5551,-176,11678,6141,5537,604,12477,6445,6032,413
"계","남자","42세",12235,6151,6084,67,12113,6747,5366,1381,10877,5414,5463,-49,10929,5528,5401,127,11258,6000,5258,742,12042,6257,5785,472
"계","남자","43세",11435,5780,5655,125,12373,6878,5495,1383,11004,5582,5422,160,10888,5615,5273,342,11276,6103,5173,930,11409,6154,5255,899
"계","남자","44세",10432,5407,5025,382,11544,6541,5003,1538,11090,5690,5400,290,10736,5467,5269,198,10994,5963,5031,932,11396,6190,5206,984
"계","남자","45세",9162,4915,4247,668,10623,6148,4475,1673,10197,5394,4803,591,10704,5661,5043,618,11496,6297,5199,1098,11079,6104,4975,1129
"계","남자","46세",8370,4552,3818,734,9617,5550,4067,1483,9523,5007,4516,491,9969,5281,4688,593,11308,6279,5029,1250,11475,6513,4962,1551
"계","남자","47세",8756,4789,3967,822,8781,5179,3602,1577,8671,4754,3917,837,9525,5212,4313,899,10374,5807,4567,1240,10980,6186,4794,1392
"계","남자","48세",8882,4935,3947,988,9224,5366,3858,1508,7852,4198,3654,544,8355,4408,3947,461,9746,5374,4372,1002,10584,5996,4588,1408
"계","남자","49세",8454,4579,3875,704,9152,5352,3800,1552,8138,4329,3809,520,7750,4181,3569,612,8845,5023,3822,1201,10066,5604,4462,1142
"계","남자","50세",8977,4838,4139,699,9495,5714,3781,1933,8095,4455,3640,815,8269,4578,3691,887,8242,4658,3584,1074,8814,4869,3945,924
"계","남자","51세",7214,3838,3376,462,9835,5825,4010,1815,8062,4401,3661,740,8391,4626,3765,861,8623,4817,3806,1011,8058,4581,3477,1104
"계","남자","52세",6964,3718,3246,472,7763,4521,3242,1279,9008,5056,3952,1104,8325,4511,3814,697,8681,4820,3861,959,8177,4590,3587,1003
"계","남자","53세",7577,4021,3556,465,7780,4613,3167,1446,7111,3964,3147,817,8910,4884,4026,858,8610,4662,3948,714,8472,4728,3744,984
"계","남자","54세",7036,3719,3317,402,8517,4947,3570,1377,6909,3836,3073,763,7080,3825,3255,570,9319,5059,4260,799,8315,4641,3674,967
"계","남자","55세",7061,3803,3258,545,7845,4578,3267,1311,7731,4339,3392,947,6787,3720,3067,653,7119,3774,3345,429,9036,4907,4129,778
"계","남자","56세",6420,3436,2984,452,7311,4122,3189,933,6973,3834,3139,695,7104,3804,3300,504,6762,3567,3195,372,7043,3889,3154,735
"계","남자","57세",5734,2869,2865,4,7114,3946,3168,778,7008,3795,3213,582,6750,3566,3184,382,7606,3928,3678,250,6831,3731,3100,631
"계","남자","58세",5707,2879,2828,51,6634,3668,2966,702,6831,3748,3083,665,6730,3435,3295,140,6864,3492,3372,120,7396,4024,3372,652
"계","남자","59세",4934,2332,2602,-270,6510,3572,2938,634,6163,3229,2934,295,6262,3242,3020,222,7132,3623,3509,114,6685,3407,3278,129
"계","남자","60세",5151,3076,2075,1001,6456,4100,2356,1744,7257,4317,2940,1377,6768,4021,2747,1274,7122,3979,3143,836,7384,4284,3100,1184
"계","남자","61세",4359,2330,2029,301,5431,3093,2338,755,5617,2938,2679,259,6349,3369,2980,389,5952,3044,2908,136,6390,3279,3111,168
"계","남자","62세",3615,1961,1654,307,4894,2680,2214,466,4962,2566,2396,170,5269,2719,2550,169,5976,3000,2976,24,5655,2910,2745,165
"계","남자","63세",3595,1890,1705,185,4059,2216,1843,373,4392,2203,2189,14,4680,2440,2240,200,5011,2468,2543,-75,5382,2643,2739,-96
"계","남자","64세",3355,1687,1668,19,3740,1980,1760,220,3665,1857,1808,49,4062,2019,2043,-24,4166,2055,2111,-56,4515,2261,2254,7
"계","남자","65세",2893,1392,1501,-109,3318,1687,1631,56,3394,1723,1671,52,3382,1656,1726,-70,3770,1803,1967,-164,4136,2051,2085,-34
"계","남자","66세",2543,1265,1278,-13,2579,1319,1260,59,3065,1447,1618,-171,3268,1665,1603,62,3092,1497,1595,-98,3473,1672,1801,-129
"계","남자","67세",1891,960,931,29,2287,1151,1136,15,2407,1212,1195,17,2896,1493,1403,90,2865,1434,1431,3,2870,1426,1444,-18
"계","남자","68세",1600,827,773,54,1853,933,920,13,2135,1102,1033,69,2230,1112,1118,-6,2451,1227,1224,3,2602,1290,1312,-22
"계","남자","69세",1375,694,681,13,1465,755,710,45,1722,899,823,76,1998,1055,943,112,2039,1026,1013,13,2261,1131,1130,1
"계","남자","70세",1270,646,624,22,1302,704,598,106,1328,688,640,48,1559,803,756,47,1856,935,921,14,1757,909,848,61
"계","남자","71세",1213,616,597,19,1231,686,545,141,1226,664,562,102,1294,660,634,26,1376,715,661,54,1613,833,780,53
"계","남자","72세",1051,526,525,1,1109,602,507,95,1188,643,545,98,1067,591,476,115,1108,556,552,4,1294,693,601,92
"계","남자","73세",864,452,412,40,967,518,449,69,1071,600,471,129,1087,595,492,103,974,498,476,22,1037,550,487,63
"계","남자","74세",768,392,376,16,776,459,317,142,919,500,419,81,968,525,443,82,906,481,425,56,941,538,403,135
"계","남자","75세",628,339,289,50,684,377,307,70,725,387,338,49,825,439,386,53,907,483,424,59,819,429,390,39
"계","남자","76세",539,274,265,9,638,343,295,48,641,364,277,87,657,371,286,85,720,401,319,82,787,440,347,93
"계","남자","77세",442,229,213,16,501,290,211,79,591,327,264,63,630,369,261,108,576,292,284,8,638,354,284,70
"계","남자","78세",360,190,170,20,434,256,178,78,467,248,219,29,509,262,247,15,539,293,246,47,525,285,240,45
"계","남자","79세",312,162,150,12,366,198,168,30,381,217,164,53,464,256,208,48,475,251,224,27,481,274,207,67
"계","남자","80세",273,149,124,25,278,161,117,44,290,161,129,32,363,195,168,27,355,205,150,55,409,216,193,23
"계","남자","81세",202,108,94,14,204,112,92,20,268,150,118,32,285,167,118,49,317,168,149,19,287,180,107,73
"계","남자","82세",146,75,71,4,150,86,64,22,169,101,68,33,221,111,110,1,256,134,122,12,302,170,132,38
"계","남자","83세",129,63,66,-3,130,78,52,26,147,82,65,17,150,89,61,28,154,84,70,14,210,121,89,32
"계","남자","84세",104,56,48,8,108,63,45,18,129,70,59,11,123,64,59,5,139,74,65,9,148,80,68,12
"계","남자","85세이상",331,177,154,23,391,221,170,51,447,264,183,81,439,229,210,19,457,245,212,33,431,235,196,39
"계","남자","미상",-,-,-,-,1,1,0,1,-,-,-,-,1,0,1,-1,-,-,-,-,-,-,-,-
"계","여자","계",605290,320710,284580,36130,618327,336159,282168,53991,610520,318137,292383,25754,632513,331739,300774,30965,657895,350796,307099,43697,697085,385226,311859,73367
